s_opt,s_corsika
1.2,1.4080423
1.2,1.3811166
1.2,1.4054775
1.2154218150958498,1.3237733
1.2,1.3603474
1.2,1.2608373
1.2,1.2875204
1.2,1.4869474
1.2,1.3223442
1.5,1.4392489
1.4974829596854824,1.4199141
1.2,1.3920133
1.2,1.2440038
1.2,1.4304796
1.2,1.2853748
1.231208531688877,1.4048676
1.5,1.4829227
1.2,1.3664771
1.2,1.3911973
1.5,1.4681044
1.2,1.3182629
1.2,1.471146
1.425279788785695,1.4248568
1.2,1.4318323
1.3887776754615067,1.3965654
1.2,1.4563965
1.4766547227739633,1.1964327
1.5,1.4328192
1.2,1.3000604
1.3688698104176573,1.3978095
1.2192396420518112,1.3958334
1.5,1.4247129
1.2,1.3610734
1.2,1.1552575
1.2,1.3684505
1.5,1.451368
1.2,1.4297565
1.3802821930422737,1.3795683
1.5,1.4274412
1.2,1.4029794
1.2,1.3361546
1.5,1.439949
1.3085514410961872,1.4609865
1.2,1.4722488
1.2,1.3767383
1.2,1.3811369
1.2,1.2093024
1.2,1.4331355
1.439728349107005,1.4619268
1.5,1.4097835
1.2,1.2524618
1.2194999120763246,1.4372681
1.2,1.3475485
1.2,1.38113
1.3138837570943258,1.3454303
1.2,1.3742775
1.3046012763257093,1.4386859
1.3110701396010827,1.3776509
1.2207402885621021,1.4276906
1.2,1.3732692
1.2,1.3039132
1.2,1.3371042
1.5,1.3824309
1.3900799166398565,1.4181839
1.2,1.3559678
1.2,1.2462674
1.2,1.4748611
1.2,1.4595472
1.2,1.240963
1.2,1.3937081
1.2,1.363039
1.2,1.3989006
1.4998715926426134,1.4438473
1.2,1.317951
1.2,1.3425194
1.2,1.3686819
1.2,1.3797197
1.2,1.3322616
1.2,1.3859401
1.3992514630120627,1.3996277
1.2885372951471235,1.4679987
1.2,1.4819356
1.5,1.3673011
1.2,1.1996646
1.3347998161204337,1.3494021
1.2,1.2249249
1.3716428916401586,1.4741402
1.229216129615625,1.4331093
1.2,1.5132513
1.5,1.4803231
1.2,1.3760375
1.2,1.2288952
1.2,1.310358
1.2,1.4652054
1.2,1.279829
1.2,1.471767
1.2212194425875678,1.5173737
1.3392231868314415,1.342805
1.2,1.4259553
1.2,1.3500751
1.2,1.340847
1.2,1.4814261
1.5,1.4489084
1.2,1.4692569
1.3349584491158089,1.4252696
1.307334846472166,1.3648928
1.2,1.2603053
1.2,1.3521254
1.2,1.3770466
1.2,1.3211259
1.2,1.3097634
1.2,1.3153077
1.2,1.3569854
1.215083428002962,1.4073675
1.4105984644005052,1.4014999
1.2083821824099126,1.328744
1.2,1.3329728
1.4320408931578292,1.3787847
1.2312692658673343,1.4493334
1.4544707696574437,1.4499141
1.3438898516462474,1.4159945
1.2,1.3531365
1.4315112796311604,1.4568806
1.2024400480961597,1.3362156
1.2,1.2984207
1.2,1.2931205
1.3263901863987393,1.4087546
1.2,1.3112559
1.2263512666836631,1.401143
1.5,1.4054112
1.27794785112386,1.4334121
1.2003648333921493,1.3909822
1.297106758082478,1.4508636
1.2028489304315109,1.3594648
1.2586143205162523,1.4168652
1.2402274097731767,1.4694259
1.2,1.2499136
1.3513398489691129,1.3946306
1.2,1.3154402
1.2,1.4190991
1.3878253391335438,1.4607726
1.3758005073743176,1.4034708
1.2,1.3831277
1.3289950663964423,1.4862171
1.4120551251698643,1.4660895
1.4033220974799858,1.3968384
1.2,1.3568226
1.2,1.3400118
1.3658527556802464,1.3809946
1.2,1.3473332
1.2,1.3654797
1.2004558812586965,1.3585731
1.2920363226265488,1.5073676
1.2,1.3814898
1.5,1.3078856
1.2,1.406609
1.2,1.3064299
1.2,1.2019343
1.2,1.4724635
1.2,1.4340696
1.4359410179392087,1.3909019
1.253967091047045,1.3855066
1.2,1.2951667
1.3023903127355863,1.4124553
1.4608293203657414,1.40306
1.2,1.37468
1.3344577870354306,1.430677
1.4171451334948533,1.4181163
1.2,1.3618275
1.3016985181490521,1.2649959
1.4725496141420313,1.3962556
1.2,1.373216
1.2,1.4765533
1.2,1.3811482
1.4276307777485846,1.4196202
1.2,1.4011639
1.2,1.2582531
1.2,1.3744514
1.3145258780784062,1.4120004
1.5,1.4306697
1.3486605543778714,1.3346052
1.2,1.3564321
1.2928086640680616,1.3808331
1.2,1.3015472
1.3591198093940686,1.3753701
1.5,1.4375956
1.4128236114812656,1.4343328
1.2,1.2993717
1.2007207787799175,1.4628836
1.2428655896146847,1.4052808
1.2,1.4692173
1.2014975521134648,1.363532
1.2,1.4346994
1.2,1.4349763
1.2,1.3745373
1.5,1.4258327
1.4172684184330973,1.5178822
1.2,1.3335483
1.3031719851539245,1.0439494
1.2,1.4018108
1.2607211990543714,1.4218439
1.4383599574607762,1.3412577
1.2,1.4101999
1.3065314564701394,1.4494518
1.2,1.4333872
1.2,1.32418
1.2,1.1876347
1.2,1.402088
1.2132595113733162,1.4610548
1.2,1.3435422
1.2,1.2730252
1.5,1.4665309
1.2,1.3450646
1.2,1.3915712
1.5,1.456836
1.4589776991829697,1.4392802
1.2,1.2082658
1.2,1.2469856
1.3884912264412375,1.4466871
1.5,1.3935164
1.2,1.4224398
1.5,1.2617378
1.2,1.2662848
1.2,1.2500632
1.2,1.3133023
1.2,1.1388409
1.2,1.3566504
1.2,1.3615202
1.2,1.4234109
1.4583885336715716,1.4255633
1.2,1.3725313
1.2,1.3940835
1.3504763603204157,1.3120997
1.2,1.3471671
1.2,1.3150395
1.2,1.4369965
1.5,1.5069559
1.2,1.30381
1.2,1.3737371
1.2,1.4104239
1.2,1.269348
1.2,1.2601386
1.5,1.1876982
1.2760443456870714,1.454022
1.2,1.2684065
1.4490055072645425,1.3842268
1.2885782463915687,1.4255735
1.3958109538084256,1.3847476
1.5,1.4167691
1.2,1.418123
1.2,1.3746266
1.2,1.3491224
1.2,1.421368
1.2555186730780974,1.4163563
1.2,1.2243851
1.2,1.4785191
1.4473691279284973,1.3634944
1.2,1.4590778
1.2,1.2796948
1.2,1.3623368
1.2,1.3194066
1.2,1.3423041
1.5,1.3622748
1.4461898850051849,1.3251777
1.2,1.443092
1.2,1.3960571
1.4022034251103734,1.4319322
1.2,1.2964581
1.3982748956530793,1.3371209
1.2516832904392687,1.2873292
1.5,1.4895905
1.5,1.3855119
1.2,1.3089951
1.2,1.317807
1.5,1.3955222
1.2380944070166406,1.3793757
1.3249036013523123,1.3532614
1.2996480256141774,1.2722733
1.2,1.306995
1.4876036560443464,1.4811546
1.2,1.2356001
1.4337732891866157,1.4539145
1.3154501666997325,1.3239504
1.2902116753189612,1.3195598
1.2960777773406422,1.4530185
1.2,1.3956983
1.2,1.3554466
1.2,1.4216838
1.2,1.3519573
1.2,1.352059
1.5,1.3721696
1.2,1.4494358
1.3631942989585402,1.4458005
1.2,1.4160957
1.2161727469712578,1.3937804
1.2,1.4206369
1.2,1.3705913
1.2,1.1555661
1.2,1.4158373
1.3555049389419411,1.307043
1.5,1.4211292
1.2,1.3741678
1.3517029684518334,1.4751887
1.2,1.423102
1.2,1.2611676
1.2,1.3332928
1.2,1.3770144
1.2813078330965673,1.4131672
1.231349891880792,1.4075254
1.2756445516046446,1.3174249
1.2007579685186818,1.3178017
1.2,1.4692174
1.2,1.3710623
1.4204739510690325,1.4066384
1.3026264053207812,1.4098704
1.490625157179114,1.4312422
1.2,1.325474
1.2,1.4639099
1.2015319863811271,1.2221767
1.4582532416750644,1.3826112
1.5,1.4402817
1.2,1.3522435
1.5,1.4596901
1.2072913514120933,1.3917643
1.2,1.3845114
1.2,1.286319
1.2888483009680034,1.4094974
1.2722560797590954,1.2803599
1.332245181842318,1.3620622
1.2,1.3985256
1.315418211048108,1.4237858
1.470852075547208,1.4171405
1.2807003316657,1.4342058
1.218880370118515,1.4039028
1.2,1.1554881
1.2,1.2743645
1.2,1.3099439
1.2,1.2912717
1.2,1.4088445
1.2,1.4912522
1.3925741857857303,1.4120253
1.5,1.4214239
1.5,1.3461746
1.2,1.4228383
1.2,1.438666
1.2,1.20513
1.2,1.2861046
1.452384170330946,1.4156907
1.311661963172405,1.4674656
1.2,1.35806
1.2,1.4122478
1.2,1.4003634
1.2,1.3585798
1.4174506265766305,1.357474
1.2910697650953336,1.370097
1.2,1.3817565
1.2,1.2908373
1.347629517557007,1.4002188
1.2,1.2336341
1.3446383892126936,1.4502058
1.2643207322440557,1.3536774
1.2,1.4485431
1.2,1.1923842
1.5,1.4551218
1.2,1.4374537
1.2,1.4344335
1.2,1.4189751
1.2068335681528402,1.3824464
1.2382608865531537,1.3476336
1.377860561291686,1.4382333
1.3603251499090365,1.2564348
1.2124439646334826,1.3199036
1.3736625439201045,1.4364578
1.2332250633000728,1.377598
1.2687119544802035,1.4468735
1.2,1.4631624
1.4406192651758398,1.3672622
1.2,1.3857005
1.2,1.3104502
1.453138074239933,1.3609161
1.3104648680587723,1.3822426
1.2,1.1900405
1.2,1.3884193
1.3117097542291871,1.4144789
1.2,1.4443464
1.2,1.4173495
1.2195912314556259,1.4764863
1.2687674122458723,1.3102965
1.2,1.4113183
1.4405982918784568,1.3600224
1.2415116368719503,1.1948249
1.2197506509475706,1.3247925
1.3068682961616995,1.4228516
1.2,1.4051588
1.316388956580277,1.426955
1.2074982331736617,1.4703965
1.2,1.437323
1.5,1.4115448
1.2,1.2564313
1.2,1.3990695
1.5,1.3981805
1.2,1.4123695
1.5,1.4573865
1.2,1.3690202
1.2,1.3387036
1.498364777997259,1.4336236
1.467955925866156,1.4373838
1.5,1.4946222
1.5,1.3822935
1.2,1.4255248
1.297537088003243,1.35551
1.292504330614779,1.3811681
1.2,1.3827183
1.3148532016926835,1.4069812
1.2742373386107406,1.3803838
1.3379365034891348,1.5106219
1.2008239491018025,1.3128743
1.2728332460056646,1.411995
1.2,1.4521326
1.2,1.2286586
1.3580944221833768,1.3981308
1.2,1.2934512
1.5,1.4741586
1.2,1.3349475
1.2742056511979334,1.3474098
1.4974438311994358,1.4251461
1.2,1.2973785
1.2,1.3664554
1.2,1.3084278
1.3536610526139015,1.4070834
1.2766561695778098,1.3920963
1.2386329316768518,1.4153912
1.2,1.4280826
1.2,1.3226458
1.2,1.2496368
1.2,1.2887666
1.364749158397631,1.3805518
1.2,1.2743726
1.2,1.4063667
1.5,1.4565233
1.2,1.3807473
1.5,1.4429141
1.2,1.3319424
1.2404108649973793,1.4775798
1.2311836734173958,1.4445127
1.2341867591005327,1.4190973
1.2,1.2170006
1.497867141784705,1.4570434
1.2357363425800845,1.415231
1.2,1.4149319
1.2061499371266093,1.4165506
1.2,1.4406152
1.440255986241046,1.4003433
1.2,1.4621962
1.2,1.3716279
1.2263909056814122,1.3841345
1.2,1.2995409
1.5,1.3062001
1.491625917377513,1.3473889
1.5,1.3751316
1.2445713528900002,1.4377104
1.2,1.3646194
1.4530587821281982,1.299308
1.5,1.4781682
1.4447946830529481,1.2035452
1.2,1.4489871
1.2590538746009372,1.4212401
1.2138084324360816,1.3367984
1.2,1.2852446
1.2,1.3555245
1.5,1.3518313
1.5,1.4324539
1.2,1.3467834
1.2,1.2377924
1.2,1.4428208
1.2,1.3928837
1.2,1.2815126
1.2311562128250133,1.354337
1.5,1.4105542
1.2,1.3656734
1.2,1.3747389
1.2,1.4056537
1.2,1.328487
1.2,1.2761761
1.2,1.3539883
1.5,1.4533545
1.2,1.4309273
1.2,1.2863848
1.2945329623930433,1.4193358
1.2,1.3595176
1.2,1.202562
1.2993609669636645,1.380609
1.2769150013571822,1.3535327
1.3686965308735757,1.4453608
1.5,1.3587505
1.2,1.4103997
1.2987158666532324,1.3739263
1.2772160083528974,1.4204555
1.4297711780697402,1.3593237
1.438520178985582,1.4559227
1.2,1.4475188
1.2,1.4277807
1.2,1.3432757
1.2246941951299493,1.3308873
1.2,1.3967257
1.2,1.3488067
1.2,1.3113627
1.2,1.1866472
1.2,1.320607
1.3967806037107906,1.2696716
1.2,1.3318582
1.2,1.324054
1.5,1.3629397
1.3784271140620998,1.4226388
1.4982840253501217,1.3275601
1.2,1.3595572
1.2,1.494449
1.2,1.3642141
1.2,1.3297281
1.2,1.2918792
1.2,1.3466823
1.2,1.3023938
1.2768117137891704,1.3932016
1.3867033538220368,1.4002185
1.2,1.4251051
1.5,1.3805767
1.4566657509699723,1.3579415
1.2,1.3806096
1.2,1.3209147
1.2,1.4077706
1.2,1.4594623
1.5,1.3894243
1.458098350162194,1.4446112
1.5,1.4142956
1.3328193212648054,1.4106107
1.2,1.4264318
1.2,1.3500018
1.2,1.3748457
1.2,1.3651915
1.3655903473281683,1.3398852
1.2,1.4512228
1.2,1.3874735
