NRUN	NEvent	NtrackX	NtrackY	Ntrack	Theta	Phi	IdEv	Nview	Sdet
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
841	826682	7	6	6	47.09	146	0	7	28.7116
