NRUN	NEvent	NtrackX	NtrackY	Ntrack	Theta	Phi	IdEv	Nview	Sdet
824	1.94591e+06	18	18	17	51.06	200.93	0	18	30.7923
824	1.94811e+06	5	5	5	44.06	120.77	0	5	22.7017
824	1.95234e+06	5	5	5	43.99	200.26	0	5	27.2229
824	1.95677e+06	6	4	3	40.5	118.82	0	5	20.5396
824	1.96095e+06	15	13	12	42.44	156.62	0	15	26.5157
824	1.96167e+06	6	5	5	50.61	225.08	0	6	28.9741
824	1.96429e+06	7	6	6	44.51	159.52	0	7	27.5095
824	1.97372e+06	5	5	5	48.05	196.19	0	5	28.9833
824	1.97469e+06	5	4	4	47.43	234.72	0	5	25.4182
824	1.98136e+06	5	5	4	57.07	210.96	0	5	33.4536
824	1.98302e+06	5	5	5	48.58	208.2	0	5	29.7208
824	1.98406e+06	5	8	5	60.88	128.79	0	5	31.635
824	1.98841e+06	5	5	5	42.19	200.98	0	5	26.2919
824	2.0011e+06	13	11	11	45.08	157.03	0	9	27.913
824	2.00932e+06	10	10	10	43.65	148.1	0	10	27.0639
824	2.01612e+06	6	7	6	40.84	149.26	0	6	25.5863
825	2436	5	5	5	53.95	146.63	0	5	31.9807
825	15325	7	6	5	49.16	142.76	0	6	29.4345
825	19869	5	4	4	51.68	157.29	0	5	31.1601
825	43158	15	16	15	66.3	226.39	0	15	34.552
825	46689	6	4	4	41.71	164.34	0	5	25.6487
825	49522	15	14	14	44.71	217.18	0	14	27.2279
825	56513	7	6	6	51.49	246.67	0	7	23.275
825	68887	6	6	6	50.87	241.57	0	6	24.8393
825	76544	6	5	5	42.53	149.33	0	5	26.5168
825	81955	6	5	4	51.88	108.74	0	5	21.5973
825	93441	27	27	26	46.76	156.83	0	28	28.7847
825	103817	13	9	8	44.11	145.04	0	9	27.111
825	103991	5	5	5	40.08	150.89	0	5	25.2114
825	116707	9	8	7	40.96	139.17	0	9	24.8459
825	118536	12	10	9	49.51	129.44	0	12	27.3534
825	120066	6	6	6	46.66	225.69	0	6	27.0285
825	128555	6	5	5	54.22	118.49	0	5	26.1166
825	130563	8	5	5	47.21	130.62	0	7	26.5708
825	134575	7	8	7	50.65	156.71	0	8	30.6969
825	138056	5	5	5	50.75	211.46	0	5	30.6485
825	143571	9	6	6	40.26	201.28	0	7	25.2382
825	162704	5	4	4	57.92	136.88	0	5	32.3806
825	169610	30	30	28	53.74	210.41	0	30	32.063
825	173946	94	85	84	44.14	214.1	0	66	27.1905
825	175100	9	9	9	52.39	155.14	0	9	31.5394
825	224301	9	8	8	57.79	199.28	0	8	33.6131
825	237126	16	17	15	50.16	120.06	0	15	25.0827
825	241372	6	6	6	42.82	210.07	0	6	26.6954
825	260481	9	9	9	43.14	198.28	0	9	26.6428
825	271452	9	9	7	46.78	117.46	0	8	22.8854
825	273861	6	5	5	72.53	145.27	0	6	38.1756
825	278477	6	5	5	43	201.34	0	6	26.7476
825	282242	9	7	7	58.81	201.82	0	7	34.1736
825	299266	6	7	6	59.56	146.14	0	6	34.2394
825	303085	5	5	4	60.14	206.29	0	5	34.7883
825	306330	14	13	13	41.36	162.45	0	14	25.6229
825	309541	6	5	4	52.38	125.02	0	5	27.4434
825	321103	5	5	5	43.74	157.99	0	5	27.1723
825	323881	7	6	6	40.32	253.38	0	6	16.5671
825	334611	8	5	5	41.75	157.31	0	5	26.1184
825	345333	7	6	6	41.73	127.1	0	7	23.1818
825	359136	7	6	6	42.97	154.02	0	7	26.8402
825	372771	5	5	5	51.69	240.66	0	5	25.4545
825	385221	12	7	7	56.7	221.46	0	7	32.185
825	390499	6	5	5	41.78	240.89	0	5	21.2071
825	401964	5	5	5	40.71	208.8	0	5	25.5713
825	427792	5	6	4	56	208.61	0	5	33.1011
825	436147	5	5	5	45.07	202.74	0	5	27.9005
825	446599	5	4	4	49.46	234.69	0	5	26.3101
825	456594	6	5	5	68.23	212.03	0	6	37.2836
825	461888	5	5	5	48.09	197.5	0	5	29.1251
825	465297	8	7	7	45.89	153.82	0	8	28.3836
825	482045	6	7	6	48.54	142.67	0	6	29.1271
825	485311	9	8	7	40.81	202.66	0	10	25.5971
825	494162	8	8	8	45.35	140.38	0	8	27.2876
825	495764	6	5	5	70.71	114.28	0	6	29.1818
825	499596	7	6	6	60.61	144.63	0	6	34.4919
825	500322	7	5	5	47.36	242.56	0	6	23.1175
825	514338	9	9	9	61.91	137.19	0	10	33.8924
825	527082	5	7	5	57.87	130.32	0	5	30.9637
825	532329	5	5	5	55.71	146.85	0	5	32.7524
825	533423	6	7	6	52.24	142.96	0	6	30.8847
825	538407	24	18	17	40	153.83	0	21	25.1995
825	538713	6	7	5	57.74	124.12	0	5	29.207
825	540692	13	12	11	43	135.51	0	12	25.41
825	561315	14	14	14	79.79	117.3	0	14	32.0215
825	565032	16	11	11	57.57	144.29	0	12	33.2901
825	565481	9	9	8	46.66	128.74	0	10	25.905
825	572288	13	14	12	71.04	163.88	0	12	37.6635
825	577982	7	6	6	49.98	224.98	0	7	28.7079
825	584694	5	5	5	58.98	141.94	0	5	33.5695
825	587393	7	6	5	55.04	125.16	0	5	28.5244
825	590867	6	5	5	64.66	205.52	0	6	36.3862
825	608960	5	3	3	43.12	113.41	0	5	20.0532
825	610156	5	5	5	46.34	249.9	0	5	20.1644
825	617280	16	17	15	40.39	113.19	0	16	18.8274
825	626185	6	6	6	42.64	136.18	0	6	25.3273
825	628655	8	8	8	66.25	117.91	0	7	29.6445
825	638538	12	9	8	54.96	211.15	0	11	32.5593
825	639586	10	9	8	50.41	162.44	0	8	30.2483
825	657394	9	8	8	41.32	105.35	0	8	16.4742
825	672454	12	11	11	59.56	201.55	0	11	34.451
825	688449	5	5	5	67.58	232.75	0	5	33.2252
825	717245	5	5	5	50.73	229.4	0	5	28.1508
825	719588	6	6	6	53.49	130.79	0	6	29.3627
825	721461	6	6	6	58.96	209.72	0	6	34.2644
825	732062	7	7	7	63.27	206.42	0	6	35.9193
825	745077	5	5	5	45.62	146.48	0	5	27.9995
825	747438	8	6	6	40.54	123.33	0	7	21.7275
825	750494	11	11	11	51.31	121.41	0	11	25.9593
825	755520	5	5	5	71	112.81	0	5	28.589
825	757557	8	5	5	56.3	154.61	0	7	33.2559
825	759780	8	8	8	50.27	240.23	0	8	25.0356
825	781413	9	9	8	64.47	141.87	0	9	35.5003
825	783298	9	8	8	43.21	135.05	0	8	25.4443
825	789890	5	5	5	51.37	214.67	0	5	30.7177
825	791420	9	9	8	40.52	107.21	0	9	16.8596
825	796375	6	6	6	47.1	149.31	0	6	28.9073
825	810231	6	5	5	54.45	226.68	0	6	30.3101
825	811351	5	4	4	55.37	208.06	0	5	32.8468
825	820806	5	5	5	50.97	123.25	0	5	26.3699
825	830586	6	6	6	51.92	127.29	0	6	27.863
825	839052	5	4	4	43.59	153.08	0	5	27.1722
825	839770	8	6	6	58.22	216.51	0	7	33.4617
825	840651	4	6	4	47.74	153.65	0	5	29.3233
825	860212	11	9	9	51.68	153.28	0	11	31.2202
825	877153	7	6	6	48.48	219.86	0	7	28.8001
825	886367	8	6	6	45.74	131.05	0	8	25.9671
825	897749	4	5	4	47.58	129.13	0	5	26.4158
825	898933	6	4	4	41.31	202.75	0	6	25.8776
825	900300	6	5	5	40.86	144.98	0	6	25.3587
825	902387	8	9	7	47.29	254.31	0	7	18.7651
825	905159	12	14	11	44.63	124.01	0	13	23.8278
825	908177	6	6	6	41.93	242.07	0	6	20.9388
825	914386	5	5	5	57.52	213.86	0	5	33.4413
825	924380	7	7	7	42.92	199.15	0	7	26.5849
825	934928	5	4	4	46.58	224.63	0	5	27.1731
825	939724	5	4	4	57.75	157.99	0	5	33.7615
825	958246	6	5	5	52.15	208.43	0	6	31.4128
825	959759	7	7	7	48.99	129.41	0	7	27.1157
825	1.00036e+06	5	5	5	46.37	163.21	0	5	28.2028
825	1.01771e+06	13	12	12	51.26	240.1	0	13	25.4678
825	1.02286e+06	15	15	14	45.42	197.78	0	15	27.8026
825	1.03376e+06	17	15	14	45.95	219.73	0	17	27.5764
825	1.04613e+06	10	10	9	50.83	163.66	0	10	30.3294
825	1.07133e+06	12	9	9	66.44	122.61	0	12	31.4226
825	1.09012e+06	6	4	4	40.26	110.31	0	5	17.8351
825	1.09486e+06	6	6	5	53.36	138.45	0	6	30.7826
825	1.09944e+06	6	6	5	50.6	198.4	0	5	30.4082
825	1.10012e+06	7	8	6	52.34	226.19	0	7	29.5232
825	1.10577e+06	8	6	6	50.55	162.23	0	8	30.3325
825	1.11385e+06	5	4	4	43.34	210.96	0	5	26.9417
825	1.12596e+06	19	17	17	44.56	125.26	0	15	24.1093
825	1.12731e+06	7	5	5	49.57	201.35	0	6	30.1058
825	1.13956e+06	5	3	3	41.29	147.33	0	5	25.7461
825	1.14517e+06	11	10	10	54.18	147.2	0	8	32.1219
825	1.14981e+06	6	5	5	43.67	221.4	0	6	26.2026
825	1.15092e+06	7	5	5	51.49	231.34	0	6	28.0251
825	1.15234e+06	5	5	5	50.88	140.45	0	5	29.9655
825	1.15997e+06	7	10	7	43.67	219.07	0	7	26.4887
825	1.17504e+06	15	16	14	60.27	139.08	0	14	33.6366
825	1.18105e+06	6	5	4	47.57	143.42	0	6	28.7301
825	1.1832e+06	5	5	5	43.27	213.58	0	5	26.7649
825	1.18504e+06	7	6	5	52.3	120.37	0	5	26.0216
825	1.18573e+06	11	9	8	42.88	148.11	0	9	26.6523
825	1.18821e+06	8	7	7	41.29	163.65	0	8	25.4839
825	1.20289e+06	5	6	5	52.83	125.86	0	5	27.8559
825	1.21302e+06	14	14	14	40.1	136	0	14	23.9615
825	1.21337e+06	5	6	5	60.08	214.46	0	5	34.383
825	1.2308e+06	25	23	23	62.4	230.36	0	25	32.3646
825	1.24612e+06	20	19	19	40.69	231.7	0	18	22.9181
825	1.25207e+06	41	40	36	52	106.59	0	38	20.7227
825	1.26602e+06	5	5	5	47.72	196.71	0	5	28.8712
825	1.26651e+06	8	7	6	51.64	140.92	0	6	30.3723
825	1.26672e+06	6	5	5	45.95	126.9	0	6	25.1503
825	1.26755e+06	6	5	5	54.15	241.31	0	6	26.1596
825	1.2819e+06	6	7	6	44.21	211.65	0	7	27.373
825	1.28921e+06	5	5	5	54.3	215.91	0	5	31.911
825	1.29336e+06	5	4	4	51.29	150.39	0	5	30.9814
825	1.2938e+06	15	11	11	52.71	145.54	0	14	31.3448
825	1.3064e+06	6	6	6	44.4	242.41	0	6	21.9223
825	1.30955e+06	17	14	14	45.87	164.15	0	16	27.8583
825	1.31567e+06	5	5	5	50.26	125.97	0	5	26.8247
825	1.32502e+06	5	5	5	56.16	206.49	0	5	33.1998
825	1.32906e+06	12	10	10	56.28	196.68	0	11	32.7651
825	1.34111e+06	11	14	10	68.79	138.58	0	12	36.2733
825	1.34154e+06	15	13	13	57	233.25	0	14	29.707
825	1.35904e+06	7	4	4	56.45	229.26	0	5	30.5295
825	1.37203e+06	5	5	5	48.98	162.65	0	5	29.5465
825	1.3746e+06	77	71	67	43.61	196.48	0	69	26.7448
825	1.39072e+06	5	4	4	43.03	112.83	0	5	19.8235
825	1.39447e+06	5	5	5	50.54	223.47	0	5	29.2247
825	1.40368e+06	5	5	5	44.52	218.28	0	5	27.0166
825	1.40591e+06	11	9	9	40.92	146.85	0	9	25.515
825	1.41358e+06	7	10	5	52.87	147.11	0	6	31.5362
825	1.41618e+06	6	7	6	56.61	206.27	0	6	33.3881
825	1.44784e+06	11	8	8	42.32	163.74	0	10	26.0355
825	1.46144e+06	7	7	7	66.36	148.25	0	6	36.7454
825	1.47556e+06	6	7	5	45.78	226.49	0	6	26.4596
825	1.47905e+06	12	11	11	53.3	227.94	0	11	29.5672
825	1.47966e+06	34	31	29	41.2	152.82	0	28	25.8675
825	1.49268e+06	5	4	4	62.34	135.53	0	5	33.7186
825	1.49749e+06	5	4	4	43.35	253.71	0	5	17.5945
825	1.52774e+06	5	4	4	47.73	160.21	0	5	29.1176
825	1.53263e+06	5	4	4	61.9	135.07	0	5	33.4753
825	1.53375e+06	8	7	7	54.7	225.24	0	8	30.7022
825	1.5367e+06	6	6	6	64.3	131.78	0	6	33.5134
825	1.54039e+06	9	7	6	48.51	132.58	0	9	27.5736
825	1.5563e+06	5	4	4	52.88	227.18	0	5	29.5525
825	1.56239e+06	10	10	10	44.07	235.68	0	10	23.6478
825	1.56777e+06	5	5	5	43.77	153.48	0	5	27.2701
825	1.5802e+06	5	5	5	41.54	138.5	0	5	25.0727
825	1.58292e+06	6	6	6	47.13	153.34	0	6	29.0159
825	1.59732e+06	5	5	5	45.14	208.43	0	5	27.9721
825	1.59895e+06	16	12	11	47.64	204.46	0	12	29.2584
825	1.61917e+06	5	5	5	64.49	205.94	0	5	36.3319
825	1.62778e+06	6	5	5	69.17	223.96	0	5	35.8857
825	1.63964e+06	5	5	5	64.72	195.14	0	5	35.709
825	1.6747e+06	12	12	12	41.35	117.52	0	13	20.5597
825	1.67849e+06	5	4	4	40.13	111.93	0	5	18.3141
825	1.69437e+06	6	5	5	53.01	153.2	0	6	31.8276
825	1.71206e+06	9	9	8	47.4	158.66	0	10	29.038
825	1.71422e+06	5	5	5	44.96	162.69	0	5	27.5257
825	1.72293e+06	5	5	5	46.21	128.37	0	5	25.6127
825	1.73678e+06	6	5	5	47.72	240.13	0	6	24.0253
825	1.74313e+06	18	18	17	60.51	159.41	0	19	34.7563
825	1.7469e+06	7	7	7	55.38	133.31	0	7	30.685
825	1.75259e+06	5	4	4	42.26	134	0	5	24.7851
825	1.76787e+06	15	14	13	63.64	207.74	0	14	36.0313
825	1.76822e+06	8	9	8	46.1	125.15	0	8	24.7888
825	1.77222e+06	5	5	5	61.19	222.04	0	5	33.779
825	1.78568e+06	7	6	6	43.1	157.6	0	6	26.8436
825	1.79029e+06	6	6	6	52.69	116.5	0	6	24.8657
825	1.81119e+06	5	5	5	40.69	249.97	0	5	17.9173
825	1.82224e+06	9	8	7	66.3	144.52	0	10	36.4023
825	1.83149e+06	5	5	5	50.56	153.88	0	5	30.6966
825	1.83443e+06	8	9	8	63.26	158.15	0	8	35.8129
825	1.8683e+06	13	11	11	54.43	129.58	0	13	29.458
825	1.86918e+06	5	5	5	67.2	136.74	0	5	35.4816
825	1.87419e+06	5	5	5	42.06	196.94	0	5	25.955
825	1.87584e+06	5	5	5	52.25	208.56	0	5	31.4555
825	1.87759e+06	14	13	13	43.75	141.1	0	11	26.5495
825	1.87952e+06	8	7	7	56.36	224.33	0	6	31.5475
825	1.89913e+06	7	6	5	67.21	135.55	0	7	35.2423
825	1.90889e+06	7	5	5	46.28	133.14	0	5	26.6328
825	1.9106e+06	7	5	5	42.15	204.23	0	5	26.3761
825	1.9137e+06	9	6	6	53.99	113.83	0	8	24.3442
825	1.91714e+06	6	5	4	44.55	158.45	0	5	27.5825
825	1.92902e+06	6	6	6	52.77	141.47	0	6	30.9472
825	1.94632e+06	9	9	9	40.41	240.97	0	9	20.5556
825	1.95604e+06	5	4	4	41.09	142.22	0	5	25.2493
825	1.96314e+06	8	8	8	41.44	202.11	0	8	25.9278
825	1.96608e+06	5	5	4	61.5	220.06	0	5	34.2136
825	1.96634e+06	8	8	6	45.52	195.98	0	7	27.6924
825	1.97135e+06	8	8	8	66.24	164.69	0	8	36.2117
825	1.97486e+06	7	7	7	49.31	208.65	0	7	30.0677
825	2.00388e+06	5	5	5	40.33	155.67	0	5	25.3689
825	2.00517e+06	11	7	7	57.24	162.61	0	7	33.2292
826	10075	6	5	5	54.52	148.24	0	5	32.3357
826	19622	11	7	5	46.75	205.64	0	8	28.8225
826	21353	5	5	5	46.87	123.99	0	5	24.8324
826	22720	5	5	5	66.14	125.86	0	5	32.4067
826	43272	19	16	16	50.26	210.53	0	18	30.4611
826	48230	14	12	11	42.99	246.52	0	12	20.0221
826	55663	7	6	6	53.47	136.44	0	7	30.4976
826	56238	6	6	6	44.52	120.27	0	6	22.7656
826	59676	6	7	6	73.8	148.44	0	6	38.7381
826	68500	6	6	6	53.68	218.33	0	6	31.3709
826	69809	7	6	6	41.17	159.89	0	6	25.6877
826	73819	5	5	5	44.59	231.89	0	5	24.7919
826	92212	6	4	4	45.85	197.1	0	5	27.966
826	100272	7	7	5	43.97	220.45	0	7	26.48
826	101260	5	4	4	54.86	222.6	0	5	31.2475
826	102495	6	4	4	42.52	222.12	0	5	25.5082
826	109261	7	7	6	65.51	199.55	0	6	36.4148
826	113275	16	13	13	42.11	201.83	0	14	26.2851
826	128172	6	4	4	46.5	153.91	0	6	28.6967
826	129605	6	6	6	53.86	141.63	0	6	31.4439
826	134412	9	8	8	44.16	160.82	0	8	27.2475
826	138337	5	5	5	40.94	133.23	0	5	23.9719
826	142459	5	4	4	46.03	215.56	0	5	28.0531
826	160568	11	11	11	44.28	119.96	0	10	22.5708
826	160980	9	9	9	40.37	124.03	0	9	21.8127
826	176355	6	5	5	51.02	138.33	0	5	29.7295
826	181390	8	6	6	47.59	159.78	0	6	29.0739
826	194358	8	9	8	56.22	218.37	0	9	32.4372
826	204167	6	5	5	54.45	147.52	0	6	32.2608
826	224016	14	12	12	56.26	238.92	0	12	27.7191
826	226285	8	6	5	48.35	222.5	0	8	28.3645
826	229936	6	6	6	73.64	134.02	0	6	36.5102
826	235054	7	5	5	58.65	233.75	0	7	30.1593
826	245220	6	6	6	45.41	140.9	0	6	27.3798
826	247554	11	10	10	63.8	122.41	0	9	30.6133
826	249301	5	3	3	46.9	209.18	0	5	28.8592
826	264133	11	10	9	50.5	150.47	0	10	30.6129
826	268879	5	5	5	55.49	139.97	0	5	31.9107
826	280600	5	5	5	54.54	238.34	0	5	27.2803
826	306532	5	5	5	73.13	251.43	0	5	26.9833
826	314258	5	4	4	49.29	225.17	0	5	28.3583
826	329464	5	5	5	54.51	164.68	0	5	31.8677
826	348962	9	10	9	62.72	244.3	0	9	27.8174
826	350311	8	5	5	45.37	159.12	0	6	27.9796
826	352230	6	7	6	49.61	149.32	0	6	30.1438
826	361768	12	12	10	53.34	113.02	0	11	23.8089
826	364714	7	8	7	62.34	106.63	0	7	23.7192
826	364791	7	7	7	49.84	156.68	0	7	30.3117
826	372572	8	5	5	64.92	158.74	0	5	36.338
826	380218	5	5	5	41	137.17	0	5	24.608
826	385603	6	5	5	61.37	135.14	0	6	33.3074
826	387626	12	12	12	65.11	112.53	0	12	27.1274
826	387635	21	21	18	49.75	224.31	0	19	28.7215
826	392106	8	9	8	49.92	108.2	0	8	20.7099
826	393400	8	7	7	54.15	133.93	0	8	30.3112
826	405155	26	16	16	40.08	213.56	0	13	25.024
826	406440	7	7	6	47.11	162.02	0	7	28.6782
826	411531	6	6	6	54.84	135.5	0	6	30.901
826	411920	5	5	5	48.54	155.6	0	5	29.7043
826	416096	5	5	5	49.66	150.75	0	5	30.2206
826	438446	6	6	6	46.38	105.41	0	6	18.3326
826	446396	5	3	3	53.21	124.1	0	5	27.5118
826	448568	5	5	5	50.79	254.02	0	5	20.0651
826	458549	59	52	46	57.97	217.57	0	54	33.2397
826	465433	5	4	4	59.38	157.98	0	5	34.4045
826	468571	6	6	6	40.04	158.5	0	6	25.1239
826	469086	14	13	12	62.81	204.42	0	13	35.744
826	474017	8	7	7	54.71	120.79	0	7	27.064
826	497668	6	5	5	42.13	160.38	0	5	26.1865
826	501126	8	7	7	77.14	136.73	0	8	37.7964
826	513434	6	6	6	47.08	138.4	0	6	27.8867
826	517351	5	5	5	66.39	237.76	0	5	31.281
826	522378	5	4	4	54.78	133.24	0	5	30.4281
826	522652	5	4	4	67.42	125.61	0	5	32.6768
826	526502	5	5	5	51.34	144.58	0	6	30.6377
826	527370	10	7	7	48.33	202.79	0	10	29.5595
826	527943	5	5	5	44.07	203.73	0	5	27.4012
826	531230	39	29	29	59.95	240.22	0	32	28.5217
826	531789	6	7	6	55.43	150.28	0	5	32.8245
826	546258	8	7	6	40.43	210.27	0	7	25.3746
826	546458	7	6	6	56.82	251.14	0	6	23.2183
826	550185	9	8	8	53.71	154.29	0	9	32.1416
826	551622	11	8	8	45.43	197.95	0	9	27.8213
826	565429	9	9	9	42.42	224.9	0	9	25.0467
826	578041	7	6	6	40.04	163.61	0	7	24.7971
826	587519	8	8	8	41.03	127.65	0	8	22.9529
826	588288	13	13	12	69.09	120.22	0	14	31.2322
826	593876	5	4	4	46.49	144.02	0	5	28.2486
826	597742	6	6	6	41.89	225.68	0	6	24.6469
826	599189	5	4	4	43.13	251.69	0	5	18.2757
826	604199	5	5	5	45.76	158.45	0	5	28.2131
826	611349	6	6	6	44.85	224.77	0	5	26.3003
826	620293	9	8	8	50.34	134.44	0	9	28.7643
826	627419	6	6	6	45.64	114.59	0	6	21.481
826	630219	7	6	6	55.82	231.78	0	7	29.6595
826	630629	10	8	8	41.8	135.33	0	9	24.7608
826	630648	9	9	8	43.56	242.27	0	9	21.6007
826	633148	5	5	5	61.08	239.53	0	5	29.121
826	645553	8	8	8	52.62	121.96	0	8	26.643
826	655278	9	9	9	50.31	234.48	0	9	26.7268
826	662561	6	6	6	41.43	117.16	0	6	20.4908
826	664620	4	5	4	51.04	155.75	0	5	30.9041
826	666913	5	5	5	40.36	226.74	0	5	23.6731
826	671848	12	6	6	43.49	148.5	0	5	26.998
826	675044	6	6	5	57.86	229.3	0	5	31.0527
826	691888	6	7	6	62.85	111.35	0	6	26.0251
826	698562	5	6	5	40.14	233.8	0	6	22.1942
826	713696	8	7	7	40.19	132.31	0	8	23.4222
826	715280	33	27	25	40.96	223.54	0	25	24.4869
826	726864	7	6	6	47.94	136.9	0	7	28.0761
826	730299	8	9	8	40.7	157.82	0	8	25.5197
826	735225	13	14	13	52.99	133.31	0	14	29.7
826	735905	6	6	4	58.41	155.89	0	5	34.0959
826	764695	5	5	5	50.53	164.1	0	5	30.1435
826	770706	5	4	4	60.1	142.02	0	5	34.0014
826	770862	7	7	7	60.97	209.01	0	7	35.0521
826	779421	7	7	7	40.24	237.56	0	6	21.3642
826	780441	8	8	8	41.28	148.48	0	7	25.7977
826	783224	7	7	7	64.02	117.87	0	7	29.0322
826	785460	5	5	5	48.05	156.34	0	5	29.4461
826	785566	6	5	5	41.23	223.82	0	5	24.5895
826	795232	5	5	5	47	234.24	0	5	25.3486
826	800593	6	5	5	56.13	150.14	0	5	33.1147
826	814499	18	15	15	61.75	215.16	0	16	34.9263
826	815255	5	5	5	41.56	206.78	0	5	26.0691
826	830075	6	6	6	48.74	251.01	0	6	20.6157
826	833716	5	4	4	41.15	118.87	0	5	20.8524
826	857591	5	5	5	44.92	239.35	0	5	23.0507
826	870670	8	6	6	52.05	118.24	0	6	25.2281
826	886880	11	10	10	58.76	210.55	0	11	34.15
826	889142	7	7	7	45.75	134.01	0	7	26.5349
826	893810	7	7	7	61.95	236.78	0	7	30.3237
826	901748	9	9	9	47.77	129.99	0	9	26.6937
826	902614	6	5	5	61.36	138.76	0	6	33.9753
826	911396	5	7	5	43.05	143.65	0	5	26.4358
826	912418	7	7	6	42.55	122.69	0	7	22.5246
826	917037	4	5	4	46.57	196.93	0	5	28.3167
826	945109	9	7	7	48.56	160.36	0	8	29.5179
826	948930	5	4	4	58.85	227.69	0	5	31.7962
826	951011	6	5	5	43.8	213.41	0	6	27.0574
826	953623	6	5	5	65.49	121.4	0	6	30.7419
826	968046	10	9	9	48.74	134.54	0	10	28.0519
826	971148	8	9	8	69.1	163.46	0	9	37.1973
826	979681	6	4	4	60.62	218.71	0	5	34.0948
826	1.01811e+06	9	8	8	63.65	228.37	0	9	33.2729
826	1.02156e+06	22	19	17	40.34	233.48	0	21	22.3643
826	1.0301e+06	7	6	6	49.87	232.28	0	6	27.1024
826	1.05508e+06	6	6	5	48.27	164.39	0	6	29.0312
826	1.059e+06	6	6	6	48.08	131.31	0	6	27.1177
826	1.06239e+06	5	5	5	58.28	138.2	0	5	32.7478
826	1.06417e+06	5	5	5	48.8	162.53	0	5	29.4698
826	1.0697e+06	5	5	5	62.69	232.07	0	5	31.9911
826	1.07034e+06	29	27	25	41.39	163.92	0	26	25.5141
826	1.08078e+06	5	5	5	51.59	127.48	0	5	27.7742
826	1.09425e+06	7	5	5	57.02	115.87	0	5	26.1404
826	1.10321e+06	17	14	14	49.73	198.72	0	17	30.0201
826	1.10576e+06	7	6	6	43.64	221.65	0	5	26.1537
826	1.10628e+06	10	10	9	44.52	248.28	0	8	20.0471
826	1.10668e+06	6	6	6	59.04	212.79	0	6	34.1239
826	1.1069e+06	10	11	9	68.36	203.18	0	11	37.48
826	1.11782e+06	8	9	8	44.44	155.5	0	8	27.6123
826	1.1428e+06	5	4	4	60.17	224.75	0	5	32.9064
826	1.14473e+06	5	4	4	44.8	240.43	0	5	22.6869
826	1.15299e+06	6	6	6	48.13	244.94	0	6	22.6342
826	1.16021e+06	9	7	7	40.04	164.16	0	8	24.7475
826	1.16203e+06	7	5	5	50.49	149.56	0	5	30.574
826	1.16554e+06	5	5	5	51.17	203.4	0	5	30.9447
826	1.16623e+06	9	7	7	51.79	202.62	0	9	31.2077
826	1.16656e+06	6	6	6	58.57	207.56	0	6	34.1706
826	1.17377e+06	7	6	6	46.19	138.73	0	6	27.4953
826	1.18126e+06	5	4	4	49.28	232.44	0	5	26.8064
826	1.18262e+06	8	5	5	53.96	126.09	0	8	28.3678
826	1.18272e+06	6	6	5	52.06	224.03	0	5	29.8056
826	1.19057e+06	5	6	5	40.63	146.29	0	5	25.3208
826	1.1997e+06	6	5	5	63.33	196.29	0	5	35.3861
826	1.20908e+06	5	5	5	46.07	142.34	0	5	27.8729
826	1.21483e+06	5	5	5	56.45	201.37	0	5	33.1986
826	1.23927e+06	44	41	37	46.5	136.29	0	41	27.2851
826	1.24087e+06	9	7	6	41.59	238.64	0	9	21.7299
826	1.26022e+06	5	5	5	44.75	109.54	0	5	19.3521
826	1.30972e+06	10	9	9	54.09	210.76	0	9	32.2011
826	1.31097e+06	6	7	6	44.05	107.55	0	5	18.3401
826	1.31638e+06	6	6	5	41.53	123.73	0	6	22.3022
826	1.3276e+06	7	9	6	41.8	204.05	0	6	26.1807
826	1.33555e+06	5	5	5	44.51	241.2	0	5	22.3338
826	1.34076e+06	5	6	5	62.05	207.5	0	5	35.4806
826	1.35039e+06	6	5	5	44.88	129.25	0	6	25.1799
826	1.3621e+06	5	5	5	44.78	196.43	0	5	27.3537
826	1.3661e+06	10	9	9	43.58	234	0	10	23.8269
826	1.37094e+06	6	5	5	56.1	209.91	0	6	33.1002
826	1.37455e+06	5	5	5	52.76	143.76	0	5	31.2019
826	1.37874e+06	5	4	4	44.9	204.72	0	5	27.8577
826	1.38464e+06	8	8	8	53.86	233.44	0	8	28.4562
826	1.39574e+06	10	8	8	48.76	144.33	0	7	29.3968
826	1.39631e+06	6	5	5	56.18	162.55	0	5	32.7999
826	1.40026e+06	12	9	9	57.96	143.08	0	11	33.313
826	1.40496e+06	5	4	4	53.36	109.77	0	5	22.5155
826	1.40763e+06	6	5	5	50.76	202.99	0	6	30.7396
826	1.41101e+06	8	6	6	67.14	222.38	0	8	35.6332
826	1.41568e+06	7	7	7	48.88	202.54	0	7	29.8211
826	1.4261e+06	8	8	7	40.63	227.11	0	7	23.7523
826	1.42707e+06	5	5	5	54.33	206.01	0	5	32.4158
826	1.45141e+06	7	7	7	40.85	158.48	0	7	25.5778
826	1.46311e+06	5	5	5	50.83	244.99	0	5	23.6487
826	1.47192e+06	6	6	6	43.1	214.76	0	6	26.592
826	1.47277e+06	5	5	5	65.52	222.74	0	5	35.0821
826	1.47313e+06	5	5	5	55.16	196.52	0	5	32.2785
826	1.47604e+06	6	5	5	43.18	139.86	0	5	26.1078
826	1.48165e+06	7	7	7	49.54	213.23	0	7	29.967
826	1.4923e+06	5	5	5	45.69	153.88	0	5	28.2801
