log_Ne_opt,log_Ne_corsika
6.33382357068127,4.742946109762881
5.135458388256163,4.97264080116
5.317699988639072,5.2162821825958305
5.230283744318085,4.9109203605457585
4.9559137639796385,4.805474487051198
4.8896057561910355,4.698469930448509
5.0580425674637635,4.899727726341677
5.31050914183613,5.196101455632954
5.39258267766546,4.967965175818039
5.540277503009263,5.486935681002745
5.566554145564482,5.453928309329516
5.254391511873214,5.138683478514347
5.228947493103884,4.878711556811439
4.569978365186771,4.532737911150514
4.981366464755809,4.850177630471274
6.22886721458955,4.644393847938056
5.2263746854245605,5.153077736647463
5.313742316136201,5.226901873278578
5.125429729645776,4.984987556551095
5.311054913019967,5.2352628148124944
5.052021006403166,4.701070895424007
5.144968721357725,4.876256012936956
5.505214229291971,5.48720047373364
5.3569383710289005,5.322029818290136
5.277090721691684,5.170045805638825
6.252935280753861,4.947102286601362
5.219514401766832,4.998788018577443
5.300734340581699,5.147943557214951
5.133930546745979,4.913844781523501
5.087534560599173,4.738938001317496
5.552609718507151,5.4828736693247615
4.857780945481008,4.64467699206838
5.304575678523625,5.081995708463941
6.245363871434283,4.813658741000656
5.397639868955102,5.355294191589146
5.076422427372444,5.016696797749679
5.402945605271535,5.32032327179871
5.444880176563763,4.632510791135045
5.168439910535426,4.67947595708684
5.0627340663728,4.841258832638886
5.373621109203679,5.301827171119587
5.292949121590493,4.801977518855382
5.4372639557374365,5.084870569094728
5.402224515226413,5.33578559413866
5.363517067888301,5.167179609063358
5.017955980578015,4.780645933576463
6.4372069462400265,4.767804128886725
5.24394718770504,4.592465272992751
5.183970876748936,4.940098075788369
4.685239339047572,4.526440148663545
5.23463148137294,5.128030834638289
5.068154188198614,4.75567653591922
6.209077748108652,4.91521452132799
5.698193171110414,4.773849464288052
5.22301328970522,4.725543713969105
5.13517104578417,4.86093802048997
5.4034995979499625,5.35184931540824
5.330217437572439,5.168891940715074
5.411041468297854,5.334174526672381
4.994443154887334,4.724871558739141
5.002669097693738,4.787511169949537
5.170194712217455,5.075872706041584
5.157764410236685,5.065119036177525
5.421960760215369,5.233709595551521
5.19062139086241,5.081678592041806
6.150015775420863,4.974618111781389
5.156666214768443,5.008452571714893
5.402856711497615,4.69661094874592
5.104790610246794,4.94626455421281
5.440030034780056,5.343733080595504
5.199139239269337,5.140332215602992
5.463124497167815,5.028326099913527
5.135785994232976,5.065100905414604
5.153081555815433,5.125363941547282
5.285775858052749,5.21918239505308
4.888475968746341,4.676772598321768
4.806263570877527,4.562397284852012
5.186559894074308,5.132665641948796
