s_opt,s_corsika
2.0,1.4200605
1.316266046214124,1.3808748
1.0991628799572437,1.2927185
1.4879744726912623,1.3488414
1.3300417867322318,1.3536367
1.3768973761438266,1.4063764
1.0929924984509396,1.3681269
1.4298387787792168,1.3462774
1.7376599044793437,1.3833597
1.0028859026947372,1.1619374
1.0768340570507255,1.2218938
1.3466912239468498,1.3197087
1.5064527598807365,1.4275047
1.1042836816029895,1.4219388
1.3413558756268869,1.3449882
1.9911531839697914,1.4079694
1.291318575478481,1.3077453
1.1435890029732458,1.3029505
0.7491593458288808,1.2364587
1.0761558136983378,1.2596865
1.5796561552863542,1.4238427
1.4920007670150925,1.3402076
0.9670872766038269,1.2112635
1.131011588316331,1.3162667
1.19456641988176,1.3222737
2.0,1.3604472
1.3729704078600247,1.3399631
1.356364746255166,1.338498
1.4698853490950528,1.4004116
1.5237712403450516,1.4278623
1.3156842148773908,1.2101411
1.40926357644017,1.3706934
1.531762977788899,1.3712409
2.0,1.3820934
1.009042506213568,1.2382703
1.308869981590169,1.29665
1.1344916037317927,1.2401139
1.913625719838053,1.380091
1.6542457602236433,1.3909982
1.4441894454726454,1.4016231
1.2934681916795625,1.2442629
1.7981463914985016,1.3698983
1.6555458229034823,1.3427484
1.2144270708776823,1.2953933
1.291512158525902,1.3022012
1.3636608352291129,1.3414278
2.0,1.3960297
1.7378579816747515,1.4300594
1.5762439738166703,1.3417013
1.2811992523337656,1.4312034
1.2396953580306485,1.32448
1.5030518971532847,1.3775618
2.0,1.3366829
2.0,1.389116
1.7218542006098687,1.3756659
1.435614966621954,1.2559881
1.0913211603455815,1.2896304
1.4625224976446403,1.253994
1.097924959898936,1.2591746
1.655861157290883,1.3639764
1.50591446865387,1.4103137
1.2944111520470496,1.3259308
1.0794820291906693,1.3668364
1.3622177369474782,1.3024026
1.1249019216448122,1.3046087
2.0,1.3166866
1.3366831281186646,1.355023
1.8211452239412227,1.4358991
1.2420783722391249,1.3541957
1.0510035413051253,1.2701691
1.127332744800408,1.2758366
1.8201097558462842,1.3599781
1.292014748756014,1.3006967
1.2548778863982348,1.3571389
1.0589408328991117,1.3496695
1.3730232083343017,1.4119749
1.1648588939367035,1.4453683
1.1786768334756637,1.2054482
1.8919956302332852,1.4012975
1.1889457046725478,1.3145272
1.6916908555237542,1.3970853
1.6317994156655724,1.4200407
1.2057017793791187,1.3097881
1.1937802965973887,1.1291556
1.4615762493011497,1.3792748
1.6006647436708177,1.3971167
1.4605263533789719,1.3441103
1.4741756150123126,1.3719687
2.0,1.3911924
1.31360320790435,1.26432
1.5736819116493146,1.3566903
1.559812608163813,1.30971
2.0,1.3745478
