0.10000	1.13691e+00	4.74973e+00
0.30000	7.87878e-01	1.19308e+01
0.50000	8.80917e-01	2.99688e+01
0.70000	7.25310e-01	7.52782e+01
0.90000	6.03945e-01	1.89090e+02
1.10000	5.24661e-01	4.74973e+02
1.30000	4.07685e-01	1.19308e+03
1.50000	2.93172e-01	2.99688e+03
1.70000	2.04575e-01	7.52782e+03
1.90000	1.36020e-01	1.89090e+04
2.10000	8.38784e-02	4.74973e+04
2.30000	4.75677e-02	1.19308e+05
2.50000	2.49373e-02	2.99688e+05
2.70000	1.15882e-02	7.52782e+05
2.90000	4.72240e-03	1.89090e+06
3.10000	1.55617e-03	4.74973e+06
3.30000	3.81316e-04	1.19308e+07
3.50000	6.23783e-05	2.99688e+07
3.70000	5.92204e-06	7.52782e+07
3.90000	2.71828e-07	1.89090e+08
4.10000	6.31615e-09	4.74973e+08
4.30000	0.00000e+00	1.19308e+09
4.50000	0.00000e+00	2.99688e+09
4.70000	0.00000e+00	7.52782e+09
4.90000	0.00000e+00	1.89090e+10
5.10000	0.00000e+00	4.74973e+10
5.30000	0.00000e+00	1.19308e+11
5.50000	0.00000e+00	2.99688e+11
5.70000	0.00000e+00	7.52782e+11
5.90000	0.00000e+00	1.89090e+12
6.10000	0.00000e+00	4.74973e+12
6.30000	0.00000e+00	1.19308e+13
6.50000	0.00000e+00	2.99688e+13
6.70000	0.00000e+00	7.52782e+13
6.90000	0.00000e+00	1.89090e+14
7.10000	0.00000e+00	4.74973e+14
7.30000	0.00000e+00	1.19308e+15
7.50000	0.00000e+00	2.99688e+15
7.70000	0.00000e+00	7.52782e+15
7.90000	0.00000e+00	1.89090e+16
8.10000	0.00000e+00	4.74973e+16
8.30000	0.00000e+00	1.19308e+17
8.50000	0.00000e+00	2.99688e+17
8.70000	0.00000e+00	7.52782e+17
8.90000	0.00000e+00	1.89090e+18
9.10000	0.00000e+00	4.74973e+18
9.30000	0.00000e+00	1.19308e+19
9.50000	0.00000e+00	2.99688e+19
9.70000	0.00000e+00	7.52782e+19
9.90000	0.00000e+00	1.89090e+20
10.10000	0.00000e+00	4.74973e+20
10.30000	0.00000e+00	1.19308e+21
10.50000	0.00000e+00	2.99688e+21
10.70000	0.00000e+00	7.52782e+21
10.90000	0.00000e+00	1.89090e+22
11.10000	0.00000e+00	4.74973e+22
11.30000	0.00000e+00	1.19308e+23
11.50000	0.00000e+00	2.99688e+23
11.70000	0.00000e+00	7.52782e+23
11.90000	0.00000e+00	1.89090e+24
12.10000	0.00000e+00	4.74973e+24
12.30000	0.00000e+00	1.19308e+25
12.50000	0.00000e+00	2.99688e+25
12.70000	0.00000e+00	7.52782e+25
12.90000	0.00000e+00	1.89090e+26
13.10000	0.00000e+00	4.74973e+26
13.30000	0.00000e+00	1.19308e+27
13.50000	0.00000e+00	2.99688e+27
13.70000	0.00000e+00	7.52782e+27
13.90000	0.00000e+00	1.89090e+28
14.10000	0.00000e+00	4.74973e+28
14.30000	0.00000e+00	1.19308e+29
14.50000	0.00000e+00	2.99688e+29
14.70000	0.00000e+00	7.52782e+29
14.90000	0.00000e+00	1.89090e+30
15.10000	0.00000e+00	4.74973e+30
15.30000	0.00000e+00	1.19308e+31
15.50000	0.00000e+00	2.99688e+31
15.70000	0.00000e+00	7.52782e+31
15.90000	0.00000e+00	1.89090e+32
16.10000	0.00000e+00	4.74973e+32
16.30000	0.00000e+00	1.19308e+33
16.50000	0.00000e+00	2.99688e+33
16.70000	0.00000e+00	7.52782e+33
16.90000	0.00000e+00	1.89090e+34
17.10000	0.00000e+00	4.74973e+34
17.30000	0.00000e+00	1.19308e+35
17.50000	0.00000e+00	2.99688e+35
17.70000	0.00000e+00	7.52782e+35
17.90000	0.00000e+00	1.89090e+36
18.10000	0.00000e+00	4.74973e+36
18.30000	0.00000e+00	1.19308e+37
18.50000	0.00000e+00	2.99688e+37
18.70000	0.00000e+00	7.52782e+37
18.90000	0.00000e+00	1.89090e+38
19.10000	0.00000e+00	4.74973e+38
19.30000	0.00000e+00	1.19308e+39
19.50000	0.00000e+00	2.99688e+39
19.70000	0.00000e+00	7.52782e+39
19.90000	0.00000e+00	1.89090e+40
