DateTime	T	RH	P
2024-01-01 00:00:00	-11.0	56	989.0
2024-01-01 00:05:00	-11.0	55	989.2
2024-01-01 00:10:00	-11.0	56	989.2
2024-01-01 00:15:00	-11.0	57	989.2
2024-01-01 00:20:00	-11.1	58	989.3
2024-01-01 00:25:00	-11.0	58	989.4
2024-01-01 00:30:00	-11.0	58	989.5
2024-01-01 00:35:00	-11.0	58	989.6
2024-01-01 00:40:00	-11.0	59	989.5
2024-01-01 00:45:00	-11.1	59	989.6
2024-01-01 00:50:00	-11.1	60	989.7
2024-01-01 00:55:00	-11.3	60	989.7
2024-01-01 01:00:00	-11.4	61	989.8
2024-01-01 01:05:00	-11.4	61	989.9
2024-01-01 01:10:00	-11.3	61	989.9
2024-01-01 01:15:00	-11.3	62	989.9
2024-01-01 01:20:00	-11.3	62	989.9
2024-01-01 01:25:00	-11.4	62	990.0
2024-01-01 01:30:00	-11.4	62	990.1
2024-01-01 01:35:00	-11.3	62	990.2
2024-01-01 01:40:00	-11.3	62	990.2
2024-01-01 01:45:00	-11.3	63	990.3
2024-01-01 01:50:00	-11.3	63	990.5
2024-01-01 01:55:00	-11.4	63	990.5
2024-01-01 02:00:00	-11.4	63	990.5
2024-01-01 02:05:00	-11.4	63	990.7
2024-01-01 02:10:00	-11.5	64	990.7
2024-01-01 02:15:00	-11.5	63	990.8
2024-01-01 02:20:00	-11.5	64	990.9
2024-01-01 02:25:00	-11.5	64	991.0
2024-01-01 02:30:00	-11.5	64	991.1
2024-01-01 02:35:00	-11.5	63	991.2
2024-01-01 02:40:00	-11.5	63	991.2
2024-01-01 02:45:00	-11.6	62	991.3
2024-01-01 02:50:00	-11.7	63	991.2
2024-01-01 02:55:00	-11.8	62	991.3
2024-01-01 03:00:00	-11.8	63	991.4
2024-01-01 03:05:00	-11.8	63	991.5
2024-01-01 03:10:00	-11.8	63	991.6
2024-01-01 03:15:00	-11.8	63	991.6
2024-01-01 03:20:00	-11.8	63	991.7
2024-01-01 03:25:00	-11.8	62	991.8
2024-01-01 03:30:00	-11.9	63	991.9
2024-01-01 03:35:00	-11.9	62	992.0
2024-01-01 03:40:00	-11.9	62	992.1
2024-01-01 03:45:00	-11.9	62	992.2
2024-01-01 03:50:00	-11.9	62	992.2
2024-01-01 03:55:00	-11.9	63	992.2
2024-01-01 04:00:00	-11.9	62	992.2
2024-01-01 04:05:00	-12.0	64	992.4
2024-01-01 04:10:00	-11.9	63	992.4
2024-01-01 04:15:00	-11.9	63	992.6
2024-01-01 04:20:00	-11.9	63	992.6
2024-01-01 04:25:00	-12.0	63	992.7
2024-01-01 04:30:00	-11.9	63	992.7
2024-01-01 04:35:00	-11.9	63	992.8
2024-01-01 04:40:00	-11.9	63	992.9
2024-01-01 04:45:00	-11.9	63	992.9
2024-01-01 04:50:00	-11.9	64	993.0
2024-01-01 04:55:00	-11.8	64	993.0
2024-01-01 05:00:00	-11.9	64	992.9
2024-01-01 05:05:00	-11.9	64	993.1
2024-01-01 05:10:00	-11.9	65	993.2
2024-01-01 05:15:00	-11.8	65	993.2
2024-01-01 05:20:00	-11.8	65	993.3
2024-01-01 05:25:00	-11.8	65	993.4
2024-01-01 05:30:00	-11.7	66	993.4
2024-01-01 05:35:00	-11.7	66	993.4
2024-01-01 05:40:00	-11.7	65	993.5
2024-01-01 05:45:00	-11.7	65	993.4
2024-01-01 05:50:00	-11.7	65	993.5
2024-01-01 05:55:00	-11.7	65	993.5
2024-01-01 06:00:00	-11.7	65	993.5
2024-01-01 06:05:00	-11.7	65	993.5
2024-01-01 06:10:00	-11.6	65	993.6
2024-01-01 06:15:00	-11.6	65	993.5
2024-01-01 06:20:00	-11.7	65	993.6
2024-01-01 06:25:00	-11.6	66	993.7
2024-01-01 06:30:00	-11.7	66	993.8
2024-01-01 06:35:00	-11.6	66	993.8
2024-01-01 06:40:00	-11.6	66	993.8
2024-01-01 06:45:00	-11.7	66	993.8
2024-01-01 06:50:00	-11.7	66	993.9
2024-01-01 06:55:00	-11.7	66	993.9
2024-01-01 07:00:00	-11.6	67	993.9
2024-01-01 07:05:00	-11.6	67	994.0
2024-01-01 07:10:00	-11.5	67	994.1
2024-01-01 07:15:00	-11.8	65	994.1
2024-01-01 07:20:00	-11.8	64	994.1
2024-01-01 07:25:00	-11.9	64	994.0
2024-01-01 07:30:00	-11.9	64	994.2
2024-01-01 07:35:00	-12.0	64	994.1
2024-01-01 07:40:00	-11.9	64	994.2
2024-01-01 07:45:00	-11.8	64	994.2
2024-01-01 07:50:00	-11.6	64	994.3
2024-01-01 07:55:00	-11.7	64	994.3
2024-01-01 08:00:00	-11.7	64	994.3
2024-01-01 08:05:00	-11.8	64	994.3
2024-01-01 08:10:00	-11.8	64	994.4
2024-01-01 08:15:00	-11.8	64	994.4
2024-01-01 08:20:00	-11.8	64	994.4
2024-01-01 08:25:00	-11.8	64	994.4
2024-01-01 08:30:00	-11.6	64	994.4
2024-01-01 08:35:00	-11.6	63	994.5
2024-01-01 08:40:00	-11.7	63	994.4
2024-01-01 08:45:00	-11.7	62	994.4
2024-01-01 08:50:00	-11.7	62	994.5
2024-01-01 08:55:00	-11.7	62	994.5
2024-01-01 09:00:00	-11.7	62	994.6
2024-01-01 09:05:00	-11.6	63	994.6
2024-01-01 09:10:00	-11.6	62	994.7
2024-01-01 09:15:00	-11.6	62	994.8
2024-01-01 09:20:00	-11.5	62	994.7
2024-01-01 09:25:00	-11.5	61	994.7
2024-01-01 09:30:00	-11.5	62	994.7
2024-01-01 09:35:00	-11.5	61	994.8
2024-01-01 09:40:00	-11.6	61	994.9
2024-01-01 09:45:00	-11.6	62	994.9
2024-01-01 09:50:00	-11.6	61	994.9
2024-01-01 09:55:00	-11.5	62	995.0
2024-01-01 10:00:00	-11.5	62	994.9
2024-01-01 10:05:00	-11.4	62	994.9
2024-01-01 10:10:00	-11.2	62	994.9
2024-01-01 10:15:00	-11.1	61	994.8
2024-01-01 10:20:00	-11.3	61	994.9
2024-01-01 10:25:00	-11.1	61	994.9
2024-01-01 10:30:00	-11.0	61	994.8
2024-01-01 10:35:00	-10.9	61	994.8
2024-01-01 10:40:00	-11.0	60	994.9
2024-01-01 10:45:00	-11.0	60	994.9
2024-01-01 10:50:00	-11.1	61	994.8
2024-01-01 10:55:00	-11.1	61	994.9
2024-01-01 11:00:00	-11.1	61	994.9
2024-01-01 11:05:00	-11.1	61	995.0
2024-01-01 11:10:00	-11.2	62	995.0
2024-01-01 11:15:00	-11.2	62	995.0
2024-01-01 11:20:00	-11.3	62	995.0
2024-01-01 11:25:00	-11.4	62	995.0
2024-01-01 11:30:00	-11.4	62	995.0
2024-01-01 11:35:00	-11.4	61	995.0
2024-01-01 11:40:00	-11.5	62	995.1
2024-01-01 11:45:00	-11.5	62	995.1
2024-01-01 11:50:00	-11.5	63	995.1
2024-01-01 11:55:00	-11.4	62	995.1
2024-01-01 12:00:00	-11.5	63	995.1
2024-01-01 12:05:00	-11.6	63	995.2
2024-01-01 12:10:00	-11.6	63	995.2
2024-01-01 12:15:00	-11.6	63	995.2
2024-01-01 12:20:00	-11.7	63	995.2
2024-01-01 12:25:00	-11.7	63	995.3
2024-01-01 12:30:00	-11.7	63	995.3
2024-01-01 12:35:00	-11.7	62	995.3
2024-01-01 12:40:00	-11.7	63	995.3
2024-01-01 12:45:00	-11.7	63	995.3
2024-01-01 12:50:00	-11.7	62	995.2
2024-01-01 12:55:00	-11.8	63	995.3
2024-01-01 13:00:00	-11.8	63	995.3
2024-01-01 13:05:00	-11.8	63	995.3
2024-01-01 13:10:00	-11.9	63	995.4
2024-01-01 13:15:00	-11.9	64	995.4
2024-01-01 13:20:00	-11.9	64	995.4
2024-01-01 13:25:00	-11.9	64	995.4
2024-01-01 13:30:00	-11.9	64	995.4
2024-01-01 13:35:00	-11.9	63	995.4
2024-01-01 13:40:00	-11.9	64	995.4
2024-01-01 13:45:00	-11.9	64	995.4
2024-01-01 13:50:00	-12.0	63	995.4
2024-01-01 13:55:00	-11.9	63	995.4
2024-01-01 14:00:00	-11.9	63	995.4
2024-01-01 14:05:00	-12.0	63	995.4
2024-01-01 14:10:00	-12.1	62	995.4
2024-01-01 14:15:00	-12.1	63	995.4
2024-01-01 14:20:00	-12.2	63	995.4
2024-01-01 14:25:00	-12.2	63	995.3
2024-01-01 14:30:00	-12.1	63	995.3
2024-01-01 14:35:00	-12.1	63	995.2
2024-01-01 14:40:00	-12.1	64	995.3
2024-01-01 14:45:00	-12.1	64	995.5
2024-01-01 14:50:00	-11.9	64	995.5
2024-01-01 14:55:00	-11.9	64	995.4
2024-01-01 15:00:00	-11.9	64	995.5
2024-01-01 15:05:00	-11.9	64	995.5
2024-01-01 15:10:00	-11.9	64	995.5
2024-01-01 15:15:00	-11.9	65	995.5
2024-01-01 15:20:00	-11.9	65	995.5
2024-01-01 15:25:00	-11.9	65	995.5
2024-01-01 15:30:00	-12.1	66	995.5
2024-01-01 15:35:00	-11.9	66	995.5
2024-01-01 15:40:00	-12.0	66	995.5
2024-01-01 15:45:00	-12.1	66	995.5
2024-01-01 15:50:00	-12.2	68	995.5
2024-01-01 15:55:00	-12.3	69	995.5
2024-01-01 16:00:00	-12.1	67	995.6
2024-01-01 16:05:00	-12.3	67	995.6
2024-01-01 16:10:00	-12.6	68	995.6
2024-01-01 16:15:00	-12.6	68	995.5
2024-01-01 16:20:00	-12.5	68	995.6
2024-01-01 16:25:00	-12.5	68	995.6
2024-01-01 16:30:00	-12.6	68	995.6
2024-01-01 16:35:00	-12.7	67	995.6
2024-01-01 16:40:00	-12.8	68	995.7
2024-01-01 16:45:00	-12.6	67	995.7
2024-01-01 16:50:00	-12.8	67	995.8
2024-01-01 16:55:00	-12.8	68	995.8
2024-01-01 17:00:00	-12.9	67	995.9
2024-01-01 17:05:00	-13.1	67	995.9
2024-01-01 17:10:00	-13.0	68	995.9
2024-01-01 17:15:00	-12.8	68	995.9
2024-01-01 17:20:00	-13.0	68	995.9
2024-01-01 17:25:00	-13.1	67	995.9
2024-01-01 17:30:00	-13.0	68	995.9
2024-01-01 17:35:00	-12.8	68	995.9
2024-01-01 17:40:00	-12.8	67	995.9
2024-01-01 17:45:00	-13.1	68	995.9
2024-01-01 17:50:00	-13.1	68	995.8
2024-01-01 17:55:00	-13.3	69	995.8
2024-01-01 18:00:00	-13.3	69	995.8
2024-01-01 18:05:00	-13.3	69	995.7
2024-01-01 18:10:00	-13.6	69	995.7
2024-01-01 18:15:00	-13.6	69	995.7
2024-01-01 18:20:00	-13.8	69	995.8
2024-01-01 18:25:00	-13.8	70	995.8
2024-01-01 18:30:00	-13.8	70	995.7
2024-01-01 18:35:00	-13.9	70	995.8
2024-01-01 18:40:00	-14.0	70	995.8
2024-01-01 18:45:00	-13.9	70	995.8
2024-01-01 18:50:00	-14.0	70	995.8
2024-01-01 18:55:00	-14.0	70	995.9
2024-01-01 19:00:00	-14.2	70	995.8
2024-01-01 19:05:00	-14.3	69	995.8
2024-01-01 19:10:00	-14.4	69	995.7
2024-01-01 19:15:00	-14.4	69	995.7
2024-01-01 19:20:00	-14.3	69	995.7
2024-01-01 19:25:00	-14.4	69	995.7
2024-01-01 19:30:00	-14.4	69	995.7
2024-01-01 19:35:00	-14.5	70	995.7
2024-01-01 19:40:00	-14.6	69	995.8
2024-01-01 19:45:00	-14.6	69	995.8
2024-01-01 19:50:00	-14.7	71	995.8
2024-01-01 19:55:00	-14.8	70	995.9
2024-01-01 20:00:00	-14.8	70	995.9
2024-01-01 20:05:00	-14.9	70	995.9
2024-01-01 20:10:00	-15.1	70	996.0
2024-01-01 20:15:00	-15.1	71	996.0
2024-01-01 20:20:00	-15.1	70	996.0
2024-01-01 20:25:00	-15.1	70	996.0
2024-01-01 20:30:00	-15.3	69	996.1
2024-01-01 20:35:00	-15.2	70	996.1
2024-01-01 20:40:00	-15.2	68	996.1
2024-01-01 20:45:00	-15.2	69	996.2
2024-01-01 20:50:00	-15.3	69	996.2
2024-01-01 20:55:00	-15.3	69	996.1
2024-01-01 21:00:00	-15.3	68	996.1
2024-01-01 21:05:00	-15.0	69	996.1
2024-01-01 21:10:00	-15.1	67	996.2
2024-01-01 21:15:00	-15.1	68	996.2
2024-01-01 21:20:00	-15.0	68	996.1
2024-01-01 21:25:00	-15.1	68	996.1
2024-01-01 21:30:00	-15.0	68	996.2
2024-01-01 21:35:00	-15.0	68	996.2
2024-01-01 21:40:00	-15.0	69	996.1
2024-01-01 21:45:00	-15.0	69	996.2
2024-01-01 21:50:00	-15.0	68	996.1
2024-01-01 21:55:00	-15.1	68	996.1
2024-01-01 22:00:00	-15.0	69	996.0
2024-01-01 22:05:00	-14.9	69	995.9
2024-01-01 22:10:00	-15.0	69	996.0
2024-01-01 22:15:00	-15.1	69	995.9
2024-01-01 22:20:00	-14.9	68	995.9
2024-01-01 22:25:00	-15.0	69	995.8
2024-01-01 22:30:00	-15.1	68	995.8
2024-01-01 22:35:00	-15.2	69	995.7
2024-01-01 22:40:00	-15.2	69	995.7
2024-01-01 22:45:00	-15.1	69	995.7
2024-01-01 22:50:00	-15.2	69	995.7
2024-01-01 22:55:00	-15.4	70	995.7
2024-01-01 23:00:00	-15.4	70	995.6
2024-01-01 23:05:00	-15.4	70	995.7
2024-01-01 23:10:00	-15.4	70	995.6
2024-01-01 23:15:00	-15.6	70	995.5
2024-01-01 23:20:00	-15.6	70	995.6
2024-01-01 23:25:00	-15.8	69	995.7
2024-01-01 23:30:00	-16.1	70	995.6
2024-01-01 23:35:00	-16.2	71	995.6
2024-01-01 23:40:00	-16.4	71	995.6
2024-01-01 23:45:00	-16.4	71	995.6
2024-01-01 23:50:00	-16.6	71	995.5
2024-01-01 23:55:00	-16.5	72	995.5
2024-01-02 00:00:00	-16.6	72	995.6
2024-01-02 00:05:00	-16.7	72	995.6
2024-01-02 00:10:00	-16.8	72	995.6
2024-01-02 00:15:00	-16.9	72	995.5
2024-01-02 00:20:00	-16.8	72	995.5
2024-01-02 00:25:00	-17.0	71	995.6
2024-01-02 00:30:00	-17.3	72	995.5
2024-01-02 00:35:00	-17.3	72	995.6
2024-01-02 00:40:00	-17.3	73	995.6
2024-01-02 00:45:00	-17.4	73	995.6
2024-01-02 00:50:00	-17.5	72	995.6
2024-01-02 00:55:00	-17.6	73	995.5
2024-01-02 01:00:00	-17.6	73	995.5
2024-01-02 01:05:00	-17.6	73	995.5
2024-01-02 01:10:00	-17.4	73	995.6
2024-01-02 01:15:00	-17.5	73	995.6
2024-01-02 01:20:00	-17.6	73	995.5
2024-01-02 01:25:00	-17.6	73	995.5
2024-01-02 01:30:00	-17.7	72	995.5
2024-01-02 01:35:00	-17.8	73	995.5
2024-01-02 01:40:00	-17.8	73	995.5
2024-01-02 01:45:00	-17.9	74	995.5
2024-01-02 01:50:00	-18.0	73	995.5
2024-01-02 01:55:00	-18.1	73	995.4
2024-01-02 02:00:00	-18.1	74	995.4
2024-01-02 02:05:00	-18.2	74	995.3
2024-01-02 02:10:00	-18.2	74	995.4
2024-01-02 02:15:00	-18.3	73	995.4
2024-01-02 02:20:00	-18.3	73	995.3
2024-01-02 02:25:00	-18.4	73	995.4
2024-01-02 02:30:00	-18.5	73	995.3
2024-01-02 02:35:00	-18.5	73	995.3
2024-01-02 02:40:00	-18.6	72	995.4
2024-01-02 02:45:00	-18.6	72	995.3
2024-01-02 02:50:00	-18.5	72	995.2
2024-01-02 02:55:00	-18.5	73	995.2
2024-01-02 03:00:00	-18.6	72	995.2
2024-01-02 03:05:00	-18.7	72	995.2
2024-01-02 03:10:00	-18.8	72	995.1
2024-01-02 03:15:00	-18.8	73	995.1
2024-01-02 03:20:00	-18.8	73	995.1
2024-01-02 03:25:00	-18.8	74	995.1
2024-01-02 03:30:00	-18.6	74	995.1
2024-01-02 03:35:00	-18.7	73	995.0
2024-01-02 03:40:00	-18.9	73	994.9
2024-01-02 03:45:00	-19.0	73	994.9
2024-01-02 03:50:00	-19.0	74	995.0
2024-01-02 03:55:00	-19.2	73	995.1
2024-01-02 04:00:00	-19.3	74	995.0
2024-01-02 04:05:00	-19.3	74	995.0
2024-01-02 04:10:00	-19.4	74	995.0
2024-01-02 04:15:00	-19.5	74	995.1
2024-01-02 04:20:00	-19.5	74	995.1
2024-01-02 04:25:00	-19.6	75	995.1
2024-01-02 04:30:00	-19.5	75	995.1
2024-01-02 04:35:00	-19.6	75	995.1
2024-01-02 04:40:00	-19.5	75	995.1
2024-01-02 04:45:00	-19.6	75	995.2
2024-01-02 04:50:00	-19.6	75	995.3
2024-01-02 04:55:00	-19.6	75	995.2
2024-01-02 05:00:00	-19.5	75	995.2
2024-01-02 05:05:00	-19.6	75	995.2
2024-01-02 05:10:00	-19.5	75	995.2
2024-01-02 05:15:00	-19.3	75	995.3
2024-01-02 05:20:00	-19.3	74	995.2
2024-01-02 05:25:00	-19.3	73	995.2
2024-01-02 05:30:00	-19.3	73	995.1
2024-01-02 05:35:00	-19.4	73	995.1
2024-01-02 05:40:00	-19.5	73	995.1
2024-01-02 05:45:00	-19.5	73	995.0
2024-01-02 05:50:00	-19.6	73	995.0
2024-01-02 05:55:00	-19.6	73	995.0
2024-01-02 06:00:00	-19.6	73	995.0
2024-01-02 06:05:00	-19.7	73	994.9
2024-01-02 06:10:00	-19.7	72	994.8
2024-01-02 06:15:00	-19.8	73	994.7
2024-01-02 06:20:00	-19.8	72	994.7
2024-01-02 06:25:00	-19.9	72	994.7
2024-01-02 06:30:00	-19.9	72	994.7
2024-01-02 06:35:00	-20.0	72	994.7
2024-01-02 06:40:00	-20.2	72	994.7
2024-01-02 06:45:00	-20.2	72	994.7
2024-01-02 06:50:00	-20.2	71	994.7
2024-01-02 06:55:00	-20.4	71	994.7
2024-01-02 07:00:00	-20.2	71	994.8
2024-01-02 07:05:00	-20.3	71	994.7
2024-01-02 07:10:00	-20.4	71	994.8
2024-01-02 07:15:00	-20.4	71	994.7
2024-01-02 07:20:00	-20.5	71	994.7
2024-01-02 07:25:00	-20.4	71	994.7
2024-01-02 07:30:00	-20.5	71	994.7
2024-01-02 07:35:00	-20.5	72	994.7
2024-01-02 07:40:00	-20.5	71	994.8
2024-01-02 07:45:00	-20.5	71	994.8
2024-01-02 07:50:00	-20.5	71	994.8
2024-01-02 07:55:00	-20.6	70	994.8
2024-01-02 08:00:00	-20.6	70	994.8
2024-01-02 08:05:00	-20.6	71	994.7
2024-01-02 08:10:00	-20.6	71	994.6
2024-01-02 08:15:00	-20.6	70	994.6
2024-01-02 08:20:00	-20.5	71	994.6
2024-01-02 08:25:00	-20.6	70	994.6
2024-01-02 08:30:00	-20.6	70	994.6
2024-01-02 08:35:00	-20.7	70	994.7
2024-01-02 08:40:00	-20.6	70	994.7
2024-01-02 08:45:00	-20.5	70	994.7
2024-01-02 08:50:00	-20.6	69	994.6
2024-01-02 08:55:00	-20.5	69	994.5
2024-01-02 09:00:00	-20.5	69	994.4
2024-01-02 09:05:00	-20.4	70	994.5
2024-01-02 09:10:00	-20.4	69	994.4
2024-01-02 09:15:00	-20.3	69	994.4
2024-01-02 09:20:00	-20.2	69	994.3
2024-01-02 09:25:00	-20.2	68	994.3
2024-01-02 09:30:00	-20.3	68	994.3
2024-01-02 09:35:00	-20.3	68	994.2
2024-01-02 09:40:00	-20.1	69	994.2
2024-01-02 09:45:00	-20.0	69	994.2
2024-01-02 09:50:00	-20.0	68	994.2
2024-01-02 09:55:00	-20.1	67	994.2
2024-01-02 10:00:00	-20.0	68	994.1
2024-01-02 10:05:00	-19.9	68	994.1
2024-01-02 10:10:00	-19.9	67	994.1
2024-01-02 10:15:00	-20.0	68	994.0
2024-01-02 10:20:00	-19.9	68	994.0
2024-01-02 10:25:00	-20.0	68	994.0
2024-01-02 10:30:00	-20.0	68	994.0
2024-01-02 10:35:00	-19.9	69	994.0
2024-01-02 10:40:00	-19.9	67	994.0
2024-01-02 10:45:00	-19.9	67	994.0
2024-01-02 10:50:00	-19.9	67	994.0
2024-01-02 10:55:00	-20.1	67	994.0
2024-01-02 11:00:00	-20.1	67	994.0
2024-01-02 11:05:00	-20.1	66	993.9
2024-01-02 11:10:00	-20.0	66	993.9
2024-01-02 11:15:00	-20.2	65	993.9
2024-01-02 11:20:00	-20.1	66	993.9
2024-01-02 11:25:00	-20.2	65	993.9
2024-01-02 11:30:00	-20.2	66	993.8
2024-01-02 11:35:00	-20.1	67	993.8
2024-01-02 11:40:00	-20.0	66	993.8
2024-01-02 11:45:00	-20.0	66	993.8
2024-01-02 11:50:00	-19.9	65	993.8
2024-01-02 11:55:00	-19.8	65	993.8
2024-01-02 12:00:00	-19.7	66	993.8
2024-01-02 12:05:00	-19.7	65	993.8
2024-01-02 12:10:00	-19.7	65	993.7
2024-01-02 12:15:00	-19.7	65	993.7
2024-01-02 12:20:00	-19.6	66	993.7
2024-01-02 12:25:00	-19.7	65	993.7
2024-01-02 12:30:00	-19.7	65	993.7
2024-01-02 12:35:00	-19.7	66	993.7
2024-01-02 12:40:00	-19.8	65	993.7
2024-01-02 12:45:00	-19.7	67	993.7
2024-01-02 12:50:00	-19.6	67	993.7
2024-01-02 12:55:00	-19.6	67	993.7
2024-01-02 13:00:00	-19.7	67	993.7
2024-01-02 13:05:00	-19.5	68	993.7
2024-01-02 13:10:00	-19.5	68	993.7
2024-01-02 13:15:00	-19.6	68	993.7
2024-01-02 13:20:00	-19.6	67	993.7
2024-01-02 13:25:00	-19.7	67	993.7
2024-01-02 13:30:00	-19.6	68	993.7
2024-01-02 13:35:00	-19.7	67	993.7
2024-01-02 13:40:00	-19.5	67	993.7
2024-01-02 13:45:00	-19.6	66	993.7
2024-01-02 13:50:00	-19.5	67	993.7
2024-01-02 13:55:00	-19.5	68	993.8
2024-01-02 14:00:00	-19.5	68	993.8
2024-01-02 14:05:00	-19.6	68	993.8
2024-01-02 14:10:00	-19.6	67	993.8
2024-01-02 14:15:00	-19.7	67	993.8
2024-01-02 14:20:00	-19.8	66	993.8
2024-01-02 14:25:00	-19.6	67	993.8
2024-01-02 14:30:00	-19.7	66	993.8
2024-01-02 14:35:00	-19.7	67	993.8
2024-01-02 14:40:00	-19.7	68	993.9
2024-01-02 14:45:00	-19.6	67	993.9
2024-01-02 14:50:00	-19.7	68	994.0
2024-01-02 14:55:00	-19.6	68	994.0
2024-01-02 15:00:00	-19.9	68	994.0
2024-01-02 15:05:00	-20.0	68	994.0
2024-01-02 15:10:00	-20.0	67	994.0
2024-01-02 15:15:00	-20.0	67	994.0
2024-01-02 15:20:00	-19.9	68	994.0
2024-01-02 15:25:00	-20.1	67	994.0
2024-01-02 15:30:00	-20.1	67	994.0
2024-01-02 15:35:00	-20.2	67	994.0
2024-01-02 15:40:00	-20.2	67	994.0
2024-01-02 15:45:00	-20.2	68	994.1
2024-01-02 15:50:00	-20.3	68	994.1
2024-01-02 15:55:00	-20.3	68	994.1
2024-01-02 16:00:00	-20.4	68	994.2
2024-01-02 16:05:00	-20.5	68	994.2
2024-01-02 16:10:00	-20.5	69	994.2
2024-01-02 16:15:00	-20.4	69	994.2
2024-01-02 16:20:00	-20.5	68	994.2
2024-01-02 16:25:00	-20.6	68	994.2
2024-01-02 16:30:00	-20.6	68	994.2
2024-01-02 16:35:00	-20.6	67	994.1
2024-01-02 16:40:00	-20.5	68	994.1
2024-01-02 16:45:00	-20.6	68	994.1
2024-01-02 16:50:00	-20.6	68	994.1
2024-01-02 16:55:00	-20.6	68	994.1
2024-01-02 17:00:00	-20.6	68	994.1
2024-01-02 17:05:00	-20.5	68	994.1
2024-01-02 17:10:00	-20.6	68	994.1
2024-01-02 17:15:00	-20.6	67	994.1
2024-01-02 17:20:00	-20.7	66	994.0
2024-01-02 17:25:00	-20.7	67	994.0
2024-01-02 17:30:00	-20.7	67	994.0
2024-01-02 17:35:00	-20.7	67	994.0
2024-01-02 17:40:00	-20.7	68	994.0
2024-01-02 17:45:00	-20.6	66	994.1
2024-01-02 17:50:00	-20.8	67	994.0
2024-01-02 17:55:00	-20.7	68	994.1
2024-01-02 18:00:00	-20.8	67	994.1
2024-01-02 18:05:00	-20.8	67	994.1
2024-01-02 18:10:00	-20.7	67	994.2
2024-01-02 18:15:00	-20.9	67	994.1
2024-01-02 18:20:00	-20.9	67	994.0
2024-01-02 18:25:00	-21.0	67	994.0
2024-01-02 18:30:00	-21.0	67	994.0
2024-01-02 18:35:00	-21.1	66	994.0
2024-01-02 18:40:00	-21.1	66	994.1
2024-01-02 18:45:00	-21.1	66	994.0
2024-01-02 18:50:00	-21.2	67	994.0
2024-01-02 18:55:00	-21.2	66	994.0
2024-01-02 19:00:00	-21.1	67	994.0
2024-01-02 19:05:00	-21.0	67	994.0
2024-01-02 19:10:00	-21.1	67	994.0
2024-01-02 19:15:00	-21.2	67	993.9
2024-01-02 19:20:00	-21.3	67	993.8
2024-01-02 19:25:00	-21.3	67	993.8
2024-01-02 19:30:00	-21.5	67	993.9
2024-01-02 19:35:00	-21.5	67	993.9
2024-01-02 19:40:00	-21.5	68	993.9
2024-01-02 19:45:00	-21.6	67	993.9
2024-01-02 19:50:00	-21.6	68	993.8
2024-01-02 19:55:00	-21.6	68	993.9
2024-01-02 20:00:00	-21.6	68	993.9
2024-01-02 20:05:00	-21.6	69	993.9
2024-01-02 20:10:00	-21.7	68	993.9
2024-01-02 20:15:00	-21.8	68	993.9
2024-01-02 20:20:00	-21.9	68	993.8
2024-01-02 20:25:00	-21.9	68	993.9
2024-01-02 20:30:00	-21.9	69	993.9
2024-01-02 20:35:00	-21.9	68	993.9
2024-01-02 20:40:00	-22.0	68	994.0
2024-01-02 20:45:00	-22.1	67	993.9
2024-01-02 20:50:00	-22.1	68	993.9
2024-01-02 20:55:00	-22.1	68	994.0
2024-01-02 21:00:00	-22.2	69	994.0
2024-01-02 21:05:00	-22.3	68	994.0
2024-01-02 21:10:00	-22.3	69	994.0
2024-01-02 21:15:00	-22.3	69	993.9
2024-01-02 21:20:00	-22.2	69	993.9
2024-01-02 21:25:00	-22.2	69	993.9
2024-01-02 21:30:00	-22.2	69	993.9
2024-01-02 21:35:00	-22.2	69	993.9
2024-01-02 21:40:00	-22.4	69	993.9
2024-01-02 21:45:00	-22.4	70	993.8
2024-01-02 21:50:00	-22.3	70	993.8
2024-01-02 21:55:00	-22.4	68	993.7
2024-01-02 22:00:00	-22.4	69	993.7
2024-01-02 22:05:00	-22.4	70	993.7
2024-01-02 22:10:00	-22.2	70	993.7
2024-01-02 22:15:00	-22.4	69	993.6
2024-01-02 22:20:00	-22.5	69	993.6
2024-01-02 22:25:00	-22.5	69	993.6
2024-01-02 22:30:00	-22.5	68	993.5
2024-01-02 22:35:00	-22.4	69	993.5
2024-01-02 22:40:00	-22.5	70	993.4
2024-01-02 22:45:00	-22.4	69	993.5
2024-01-02 22:50:00	-22.5	68	993.4
2024-01-02 22:55:00	-22.4	69	993.4
2024-01-02 23:00:00	-22.4	69	993.4
2024-01-02 23:05:00	-22.5	70	993.3
2024-01-02 23:10:00	-22.7	68	993.3
2024-01-02 23:15:00	-22.7	68	993.3
2024-01-02 23:20:00	-22.7	68	993.3
2024-01-02 23:25:00	-22.7	68	993.3
2024-01-02 23:30:00	-22.8	68	993.3
2024-01-02 23:35:00	-22.8	67	993.4
2024-01-02 23:40:00	-22.9	67	993.4
2024-01-02 23:45:00	-23.1	67	993.4
2024-01-02 23:50:00	-23.0	68	993.5
2024-01-02 23:55:00	-23.0	70	993.5
2024-01-03 00:00:00	-22.9	70	993.4
2024-01-03 00:05:00	-23.0	69	993.4
2024-01-03 00:10:00	-23.1	70	993.5
2024-01-03 00:15:00	-23.0	70	993.6
2024-01-03 00:20:00	-23.1	70	993.6
2024-01-03 00:25:00	-23.1	70	993.5
