log_Ne_opt,log_Ne_corsika
6.6762459791785895,6.6752554993503885
7.171453470230578,7.180386087030992
6.903192459161305,6.817856784501502
7.22624627623246,7.258177271200323
7.062062285740578,7.044807349149535
6.932346414261588,6.89192931662351
6.845691780279832,6.781765855020947
7.108844011185853,7.125861424119777
7.295839001666619,7.224932522992543
7.00990889174415,6.9489336113210705
6.931678992140902,6.875812261626476
7.041324137535723,7.031202863003739
7.052050466895978,7.026724753113597
7.132767630795176,7.117902718314182
7.320630582817412,7.253017303942925
6.7947491147999965,6.604408612851351
7.071675371672793,7.078767492097352
7.198860899033102,7.172292334640064
7.416353132888617,7.482676220500961
6.726816789967247,6.747876464089689
6.9374007962061555,7.041136533813671
6.891857209109697,6.896064230843038
6.910277552548565,6.816846006831626
7.048003540859445,7.072578344188086
6.954605150841177,6.903260414131952
7.066434220137937,7.028962429474722
6.8646783528135265,6.72957616174568
6.769631405065007,6.652194783609298
7.194115741126807,7.207153577262438
7.2241837512300116,7.281657574888806
7.012742298374143,6.974307162345731
6.915711908676109,6.859010242637666
7.152842288751629,7.128183715985674
6.988246699344584,6.93429797302516
6.825888466862963,6.757100919597613
6.860784265488355,6.8591008430364395
7.020552554820845,6.915410547325581
6.861252905172441,6.854140340515921
6.8688742093706185,6.746616453209102
6.835049730020042,7.060462577857364
6.679101884388328,6.676708969663335
6.896491597348142,6.785817643870913
7.151817520185298,7.146557371654884
6.948534371840914,6.926214815276633
6.850276726568444,6.8030107101765145
7.0997186363029,7.189937319864487
6.7902745277462495,6.712742694655446
7.165861245687384,7.087901187091377
7.286740059477557,7.283972283074956
6.947798103519438,6.881500348595104
7.263528797929673,7.266573774692443
6.979077521490499,6.933489717461389
7.039431945941799,7.0158285906014495
7.213173395124439,7.268801940811865
6.938455597096186,6.807738868630342
7.109576710014391,7.183780387698822
6.924929119893497,6.756369098601816
7.298828988476989,7.174842838588755
6.62247007797367,6.859775815549012
6.589916452250168,6.782916975286324
6.944690257139707,6.96797700442884
6.909090214352714,6.849039039959628
6.863734173522979,6.865926222325835
6.84425410134398,6.830205460917569
6.991874355116969,6.9617112387372995
7.113189766410645,7.090225947115974
6.91654674111034,6.883903238628924
7.2256628284348645,7.196433451112878
6.921092282197224,6.849057299615601
7.1309090893698555,7.114132329506905
7.166161724289744,7.299829511504557
6.83350894161762,6.79676601179962
7.3678082236455325,7.3535808545725025
6.740646930437186,6.62216685954884
6.84892226573043,6.885417736840236
6.801156430970322,6.755805248689499
6.913561748913425,6.804641886859203
7.114321892142821,6.913114207415967
6.868419169129553,6.945013223599245
6.618623432397051,6.7774127202777645
7.238095983231789,7.2391126046901
6.972549610357691,6.887760841316256
6.960044197252582,6.934410826017574
7.067292867237929,7.04855719867508
6.8763270431528065,6.793354125609383
6.901749345036184,6.762538539317199
7.115792022930434,7.094636464485603
6.906516330904814,6.66760301539837
6.912951260844382,6.787629129394562
6.705337050839582,6.650187371137693
6.887612538910618,6.782216558610613
7.099686239387493,7.039913567993263
6.907694370163068,6.815587476677325
6.77800627938652,6.667557357808397
6.785909523030046,6.771608056105355
7.020148352554081,7.017250849652967
6.978735500925181,6.932419271506942
7.216449700977716,7.175271406298414
7.151531364138792,7.202358935794946
7.059211450613845,7.164332360170819
