event_id,particle_name,pid,x,y,z,energy,theta_prim,phi_prim,energy_prim
39,e+,3,-13.0037939453125,199.94306640625,92573.73,0.08891488375878209,30.0,-11.162722,100000.0
39,e-,2,-220.31705078125,92.457392578125,92802.84,0.008276804924109484,30.0,-11.162722,100000.0
39,e+,3,-215.596328125,106.65310546875,92778.016,0.010578241436906458,30.0,-11.162722,100000.0
39,e-,2,-43.8032763671875,-123.945341796875,93118.7,0.0030328194469034894,30.0,-11.162722,100000.0
39,e+,3,24.03544921875,-57.1383984375,92998.914,0.003410260003839221,30.0,-11.162722,100000.0
39,e+,3,27.7189599609375,145.158740234375,92684.45,0.01917493815839542,30.0,-11.162722,100000.0
39,e+,3,-46.68494140625,-27.85380615234375,92946.01,0.04144330288415439,30.0,-11.162722,100000.0
39,e-,2,-17.538839111328127,21.40406494140625,92867.875,0.0019942620759124782,30.0,-11.162722,100000.0
39,e+,3,-1.7342991638183594,17.692060546875,92862.984,0.0029321263134147323,30.0,-11.162722,100000.0
39,e+,3,-6.946035766601563,12.050526123046875,92863.56,0.00525098880152966,30.0,-11.162722,100000.0
39,e-,2,-6.88159423828125,12.902890625,92861.57,0.13095697015860364,30.0,-11.162722,100000.0
39,e+,3,1615.161875,357.7117578125,92644.99,0.01962878283045304,30.0,-11.162722,100000.0
39,e-,2,1643.9515625,396.9862109375,92616.94,0.005706317680465814,30.0,-11.162722,100000.0
39,e-,2,192.72359375,232.50193359375,92497.02,0.01605563261654262,30.0,-11.162722,100000.0
39,e+,3,187.92125,234.14119140625,92493.33,0.05044930895766518,30.0,-11.162722,100000.0
39,e-,2,130.235751953125,105.209677734375,92706.95,0.22029759488754883,30.0,-11.162722,100000.0
39,e+,3,86.382880859375,433.493046875,92739.4,0.0037266195080238244,30.0,-11.162722,100000.0
39,e-,2,86.019970703125,433.318828125,92738.81,0.004763880203296538,30.0,-11.162722,100000.0
39,e+,3,-141.997109375,-91.488564453125,93059.195,0.04023261813051694,30.0,-11.162722,100000.0
39,e+,3,-40.2937646484375,-221.9934375,93285.03,0.01141521592616585,30.0,-11.162722,100000.0
39,e+,3,-65.913759765625,-141.197978515625,93137.64,0.004237988530795498,30.0,-11.162722,100000.0
39,e-,2,-66.864560546875,-149.68734375,93151.89,0.023872965338321672,30.0,-11.162722,100000.0
39,e+,3,142.945830078125,-95.010673828125,93058.234,0.0057793079368000985,30.0,-11.162722,100000.0
39,e-,2,111.7969921875,-57.143662109375,92993.2,0.0339680937089906,30.0,-11.162722,100000.0
39,e+,3,-129.66357421875,-172.86458984375,93248.875,0.006718322718006561,30.0,-11.162722,100000.0
39,e+,3,910.560859375,-1572.94234375,95951.66,0.027031992673512126,30.0,-11.162722,100000.0
39,e+,3,-149.12416015625,822.721015625,91638.266,0.0046379864134491085,30.0,-11.162722,100000.0
39,e+,3,-147.899501953125,819.718671875,91640.48,0.037431857643168226,30.0,-11.162722,100000.0
39,e-,2,-145.549736328125,821.5634375,91638.0,0.0566398235461289,30.0,-11.162722,100000.0
39,e+,3,6.908255004882813,-27.723720703125,92933.68,0.014451015512720268,30.0,-11.162722,100000.0
39,e+,3,-84.661162109375,145.22109375,92721.08,0.007825488491205552,30.0,-11.162722,100000.0
