event_id,particle_name,pid,x,y,z,energy,theta_prim,phi_prim,energy_prim
33,e+,3,40.9298291015625,-509.8599609375,104158.234,0.007788787726214869,30.0,-11.162722,100000.0
33,e-,2,87.6033984375,-516.89859375,104214.664,0.13081865832464007,30.0,-11.162722,100000.0
33,e-,2,87.205078125,-525.0294140625,104223.41,0.006091272545193925,30.0,-11.162722,100000.0
33,e+,3,89.420966796875,-520.297890625,104220.125,0.06326619570261391,30.0,-11.162722,100000.0
33,e+,3,89.996318359375,-510.8781640625,104220.734,0.012175577918657986,30.0,-11.162722,100000.0
33,e+,3,92.15263671875,-514.1151953125,104221.82,0.024377304453138113,30.0,-11.162722,100000.0
33,e-,2,101.288017578125,-521.4833203125,104240.13,0.21743401165641513,30.0,-11.162722,100000.0
33,e+,3,54.181328125,-535.5640234375,104177.96,0.06329140253981932,30.0,-11.162722,100000.0
33,e+,3,67.0535302734375,-541.9033203125,104199.63,0.1823066264218358,30.0,-11.162722,100000.0
33,e+,3,73.8319970703125,-539.5726171875,104208.88,0.06008119543231468,30.0,-11.162722,100000.0
33,e+,3,-648.157734375,-139.58755859375,102875.17,0.008125467543877116,30.0,-11.162722,100000.0
33,e+,3,-628.0894921875,-146.09826171875,102917.55,0.007151159041481046,30.0,-11.162722,100000.0
33,e+,3,-614.72578125,-154.062880859375,102927.484,0.38306032693169356,30.0,-11.162722,100000.0
33,e-,2,-614.8074609375,-148.690693359375,102926.36,0.005752000116570316,30.0,-11.162722,100000.0
33,e+,3,-612.6959375,-151.621962890625,102929.59,0.01914163256149732,30.0,-11.162722,100000.0
33,e+,3,-611.0466796875,-151.1155078125,102936.74,0.002054444777889451,30.0,-11.162722,100000.0
33,e-,2,-613.1489453125,-150.3987890625,102927.59,0.7099419364818816,30.0,-11.162722,100000.0
33,e+,3,-615.567265625,-152.178330078125,102925.06,0.6121219613329203,30.0,-11.162722,100000.0
33,e+,3,-1476.17921875,850.741015625,101335.28,0.05185237579208931,30.0,-11.162722,100000.0
33,e+,3,-1034.414921875,-355.9823046875,102467.38,0.0020382279475921077,30.0,-11.162722,100000.0
33,e-,2,-1034.382734375,-356.0023828125,102466.88,0.03323037006593658,30.0,-11.162722,100000.0
33,e+,3,-2995.4984375,-2958.7875,102598.8,0.025891561098559467,30.0,-11.162722,100000.0
33,e-,2,-33.38080322265625,2.9329989624023436,103754.3,0.04396805275596535,30.0,-11.162722,100000.0
33,e-,2,2.822611999511719,0.49573139190673826,103814.71,0.006757685544572026,30.0,-11.162722,100000.0
33,e+,3,-4.900359497070313,-5.276018676757812,103797.64,0.08687040829803834,30.0,-11.162722,100000.0
33,e+,3,823.978984375,54.793779296875,105132.9,0.05530857217104631,30.0,-11.162722,100000.0
33,e-,2,710.14609375,79.23421875,105087.61,0.006104196806491924,30.0,-11.162722,100000.0
33,e+,3,846.263359375,81.45279296875,105161.88,0.011220864218475042,30.0,-11.162722,100000.0
33,e-,2,848.7428125,83.8704296875,105163.484,0.12804313766412306,30.0,-11.162722,100000.0
33,e+,3,637.780546875,-198.6731640625,104971.78,0.004498639011133322,30.0,-11.162722,100000.0
33,e+,3,652.371484375,-193.36615234375,104982.945,0.09029194323561372,30.0,-11.162722,100000.0
33,e+,3,521.1966015625,107.246572265625,104769.26,0.0043350576719065155,30.0,-11.162722,100000.0
33,e+,3,1951.55296875,891.142578125,107209.64,0.006565607545175667,30.0,-11.162722,100000.0
33,e-,2,1951.81328125,897.159453125,107202.43,0.026603079916353533,30.0,-11.162722,100000.0
33,e+,3,-260.8828515625,-1967.0659375,105013.734,0.40712694247729464,30.0,-11.162722,100000.0
33,e-,2,-181.51220703125,-15.35431640625,103527.71,0.012500228035793802,30.0,-11.162722,100000.0
33,e-,2,-817.20875,123.432333984375,102728.09,0.07504743759564485,30.0,-11.162722,100000.0
33,e+,3,-29.65658203125,-2.6248648071289065,103757.85,0.026247169049005998,30.0,-11.162722,100000.0
33,e+,3,-8.819869384765624,53.30947265625,103762.93,0.022504829626459298,30.0,-11.162722,100000.0
33,e+,3,-23.137080078125,71.1938232421875,103734.336,0.0482115113379645,30.0,-11.162722,100000.0
33,e+,3,-23.36539306640625,63.76150390625,103737.62,0.001923394975538804,30.0,-11.162722,100000.0
33,e-,2,-23.38481689453125,63.7214501953125,103737.555,0.043897058152879795,30.0,-11.162722,100000.0
33,e+,3,21.1000341796875,117.097822265625,103789.62,0.06201183297016855,30.0,-11.162722,100000.0
33,e+,3,16.10272216796875,6.3065338134765625,103841.1,0.03371875627661377,30.0,-11.162722,100000.0
33,e-,2,-12.648314208984376,37.73664794921875,103762.93,0.19994046079135286,30.0,-11.162722,100000.0
33,e+,3,-2.464269256591797,35.345302734375,103780.12,0.011653667429133234,30.0,-11.162722,100000.0
33,e-,2,-2.4495280456542967,35.35543212890625,103780.13,0.038990032237359744,30.0,-11.162722,100000.0
33,e+,3,-7.722999877929688,34.68543212890625,103773.55,0.0015623283678433322,30.0,-11.162722,100000.0
33,e+,3,-7.478562622070313,34.24154296875,103773.32,0.13256084415555305,30.0,-11.162722,100000.0
33,e+,3,-27.0942138671875,58.78712890625,103740.945,0.001979800468989668,30.0,-11.162722,100000.0
33,e+,3,-26.2316796875,58.6005712890625,103740.72,0.014172957483940278,30.0,-11.162722,100000.0
33,e+,3,-13.09311767578125,38.9337255859375,103761.305,0.16421319718757282,30.0,-11.162722,100000.0
33,e-,2,-21.7177392578125,46.1674365234375,103744.6,0.13784848913483502,30.0,-11.162722,100000.0
33,e+,3,-20.479913330078126,47.6188232421875,103745.84,0.11869776162761699,30.0,-11.162722,100000.0
33,e-,2,-21.3667236328125,48.2236962890625,103744.32,0.19227867773898127,30.0,-11.162722,100000.0
33,e+,3,-19.98796630859375,46.8192138671875,103749.83,0.014183317649596967,30.0,-11.162722,100000.0
33,e+,3,-14.546820068359375,42.4669921875,103757.09,0.6549205171655471,30.0,-11.162722,100000.0
33,e-,2,-20.067635498046876,58.3295654296875,103751.62,0.00894846112932604,30.0,-11.162722,100000.0
33,e-,2,-48.2935009765625,55.42630859375,103728.49,0.0029318533093141206,30.0,-11.162722,100000.0
33,e+,3,520.8041796875,-449.1941796875,105264.21,0.0056612664197663535,30.0,-11.162722,100000.0
33,e-,2,-689.426484375,-34.36364501953125,102887.15,0.028901305960388615,30.0,-11.162722,100000.0
33,e+,3,287.48603515625,-616.5684375,104681.87,0.006270360202821834,30.0,-11.162722,100000.0
33,e-,2,286.7563671875,-614.6165625,104677.96,0.06425424823999418,30.0,-11.162722,100000.0
33,e-,2,327.1612109375,-638.5440234375,104765.25,0.01786661428453498,30.0,-11.162722,100000.0
33,e+,3,301.32923828125,-298.40578125,104461.28,0.007478336474517051,30.0,-11.162722,100000.0
33,e-,2,312.542109375,-314.3403125,104490.46,0.028888159474322193,30.0,-11.162722,100000.0
33,e+,3,299.2188671875,-302.182578125,104458.625,0.03095745662563716,30.0,-11.162722,100000.0
33,e+,3,299.62322265625,-305.3153125,104460.72,0.021729876213425002,30.0,-11.162722,100000.0
33,e-,2,305.18162109375,-306.5218359375,104471.9,0.023079782401094383,30.0,-11.162722,100000.0
33,e+,3,299.43435546875,-304.576875,104459.6,0.06692715019836384,30.0,-11.162722,100000.0
33,e+,3,289.43310546875,-314.54685546875,104464.63,0.008518137609720798,30.0,-11.162722,100000.0
33,e+,3,300.60353515625,-305.6663671875,104462.42,0.045255205388340755,30.0,-11.162722,100000.0
33,e-,2,307.24365234375,-302.91724609375,104473.1,0.055712705087506864,30.0,-11.162722,100000.0
33,e+,3,299.84642578125,-304.51361328125,104460.16,2.7308230175424937,30.0,-11.162722,100000.0
33,e-,2,-139.034814453125,-107.040166015625,103671.164,0.006202014260230822,30.0,-11.162722,100000.0
33,e-,2,29.70906005859375,-114.48896484375,103912.484,0.020082096425997,30.0,-11.162722,100000.0
33,e+,3,31.07152587890625,-107.33978515625,103910.17,0.004883454455573864,30.0,-11.162722,100000.0
33,e+,3,31.0800830078125,-106.92287109375,103909.516,0.11061422580313011,30.0,-11.162722,100000.0
33,e+,3,145.84833984375,485.1925390625,103893.2,0.014631729902489904,30.0,-11.162722,100000.0
33,e+,3,165.7630859375,474.132109375,103921.6,0.02952285771133278,30.0,-11.162722,100000.0
33,e-,2,165.9619140625,474.8572265625,103921.555,0.12849978143328522,30.0,-11.162722,100000.0
33,e-,2,1323.43140625,56.5592626953125,106117.05,0.3625080018278495,30.0,-11.162722,100000.0
33,e+,3,80.0354638671875,213.0577734375,103836.16,0.024647814340442654,30.0,-11.162722,100000.0
33,e+,3,8.631907958984375,100.65673828125,103791.39,0.06670574905411764,30.0,-11.162722,100000.0
33,e+,3,195.650859375,189.3750390625,104403.61,0.0018453649821559416,30.0,-11.162722,100000.0
33,e-,2,17.121817626953124,92.2816015625,103805.45,0.05115709204441223,30.0,-11.162722,100000.0
33,e+,3,11.088868408203124,100.3422265625,103803.94,0.011361972166001957,30.0,-11.162722,100000.0
33,e-,2,13.257874755859374,88.328046875,103799.95,0.12215933672845282,30.0,-11.162722,100000.0
33,e-,2,14.344576416015625,89.440595703125,103801.19,1.8139095761451154,30.0,-11.162722,100000.0
33,e+,3,-61.689638671875,76.3277587890625,103719.01,0.028154303491672757,30.0,-11.162722,100000.0
33,e+,3,3.278109130859375,88.184716796875,103786.266,0.06166743914656436,30.0,-11.162722,100000.0
33,e-,2,9.812127075195313,78.31126953125,103799.08,0.17889702654360456,30.0,-11.162722,100000.0
33,e-,2,6.360037231445313,85.8075390625,103790.68,0.2926226444909023,30.0,-11.162722,100000.0
33,e+,3,30.91418701171875,99.561357421875,103831.89,0.008512056536654593,30.0,-11.162722,100000.0
33,e-,2,9.133294677734375,85.982978515625,103797.43,0.046242095763905894,30.0,-11.162722,100000.0
33,e+,3,-5.792372436523437,77.9751220703125,103783.78,0.025329227408767394,30.0,-11.162722,100000.0
33,e+,3,28.356484375,113.239111328125,103820.195,0.045267631921796024,30.0,-11.162722,100000.0
33,e-,2,32.020224609375,80.9549755859375,103833.26,0.034807162990558194,30.0,-11.162722,100000.0
33,e+,3,40.73231689453125,54.171171875,103875.89,0.009747230499665579,30.0,-11.162722,100000.0
33,e+,3,-17.43911376953125,74.2694775390625,103768.69,0.0038529835511363,30.0,-11.162722,100000.0
33,e+,3,-12.91698486328125,77.6699853515625,103769.28,0.0557433354169896,30.0,-11.162722,100000.0
33,e-,2,4.348219909667969,94.47595703125,103792.27,0.019211151366063387,30.0,-11.162722,100000.0
33,e-,2,9.655624389648438,87.91314453125,103795.96,0.002358750643901174,30.0,-11.162722,100000.0
33,e+,3,9.226119995117188,88.024013671875,103794.914,0.002531404614511983,30.0,-11.162722,100000.0
33,e+,3,18.767708740234376,88.875263671875,103809.3,0.05840606531907592,30.0,-11.162722,100000.0
33,e+,3,1.8107870483398438,91.090849609375,103808.69,0.0015453870301073052,30.0,-11.162722,100000.0
33,e-,2,21.39564208984375,90.673837890625,103813.21,0.06581243810134688,30.0,-11.162722,100000.0
33,e-,2,-353.9696484375,-230.9721484375,103686.83,0.06671190534732989,30.0,-11.162722,100000.0
33,e+,3,-96.37974609375,160.153818359375,103588.734,0.09145776233423974,30.0,-11.162722,100000.0
33,e-,2,-93.268076171875,161.4646875,103592.83,0.21676014163121352,30.0,-11.162722,100000.0
33,e-,2,1250.502421875,1137.05640625,106249.42,0.02711125609747711,30.0,-11.162722,100000.0
33,e+,3,25.4118310546875,102.36966796875,103795.13,0.14507125361157577,30.0,-11.162722,100000.0
33,e-,2,25.423427734375,102.363876953125,103795.15,0.32225886930688896,30.0,-11.162722,100000.0
33,e-,2,-12.15697509765625,103.572412109375,103738.25,0.1337105383734217,30.0,-11.162722,100000.0
33,e+,3,33.784765625,102.1790625,103820.24,0.0062997486314823456,30.0,-11.162722,100000.0
33,e+,3,12.202330322265626,106.7056640625,103777.21,0.031426310843852424,30.0,-11.162722,100000.0
33,e-,2,16.124608154296876,106.6026171875,103780.51,0.05133618805266017,30.0,-11.162722,100000.0
33,e+,3,24.6451171875,103.263916015625,103796.914,0.003153862138408295,30.0,-11.162722,100000.0
33,e+,3,24.7092822265625,101.0090625,103794.62,1.3543597961917064,30.0,-11.162722,100000.0
33,e-,2,23.4925732421875,103.547890625,103791.74,0.05104088434055028,30.0,-11.162722,100000.0
33,e+,3,25.58328857421875,102.88357421875,103795.234,0.23487561419033534,30.0,-11.162722,100000.0
33,e-,2,18.62874755859375,103.444716796875,103784.07,0.19572958068126792,30.0,-11.162722,100000.0
33,e-,2,24.87917724609375,102.627705078125,103794.17,0.578702224569655,30.0,-11.162722,100000.0
33,e+,3,23.9394970703125,105.091689453125,103791.6,0.6173260012844102,30.0,-11.162722,100000.0
33,e+,3,-9.001204223632813,11.878145751953125,103780.69,0.2772171682157472,30.0,-11.162722,100000.0
33,e+,3,-940.849609375,511.8098828125,102204.17,0.013235957998780683,30.0,-11.162722,100000.0
33,e-,2,-1030.633359375,445.4159765625,102067.51,0.004092404125950746,30.0,-11.162722,100000.0
33,e+,3,-1022.018359375,446.578828125,102072.445,0.19213018625499137,30.0,-11.162722,100000.0
33,e+,3,-1015.655546875,454.1547265625,102082.43,0.01909657328722316,30.0,-11.162722,100000.0
33,e-,2,-1042.578203125,473.46453125,102041.63,0.0941416796667783,30.0,-11.162722,100000.0
33,e-,2,-1019.656875,444.8759375,102076.5,0.4525674239626647,30.0,-11.162722,100000.0
33,e+,3,-1017.91,447.80921875,102077.73,0.5472792093704896,30.0,-11.162722,100000.0
33,e+,3,-156.6461328125,-73.441767578125,103607.07,0.003163850478398776,30.0,-11.162722,100000.0
33,e-,2,-155.65486328125,-73.0380859375,103605.36,0.012282457301102783,30.0,-11.162722,100000.0
