theta,phi,X0,Y0,Ne,s,r,rho,mask,worked_clusters,worked_stations,X0_opt,Y0_opt,Ne_opt,s_opt,loss
30.0,250.8111,-3.6049142,17.520945,618237.3,1.315695,"[19.509455710440555, 31.362824197602176, 34.14471940090142, 24.2477134060834, 31.2688485448417, 40.503651126495576, 34.316854071768084, 23.236592480734558, 13.636454413549007, 4.34737307261506, 17.939509347628217, 23.26510289127816, 41.596987404814094, 27.00043146668787, 32.88621216470863, 45.96991613694562, 46.16093545548359, 35.08169851216274, 27.70856916665473, 41.0886474229678, 65.88804840883724, 64.06153543377197, 76.74375267611777, 78.4004420938298, 33.27879731369919, 46.268434397209646, 37.41270990789618, 23.749133962476886, 56.16123843523527, 44.024995133581996, 54.560683269732806, 64.90866239479081, 36.79205884870745, 43.36254679442864, 52.56179003014025, 47.540186260501386]","[58.26403455036442, 27.092532413761788, 18.71023381628641, 28.978429189542442, 36.65055007469363, 21.523971383164564, 33.484816551208496, 54.1992071198254, 218.81759457471892, 396.0454522109613, 55.73385517771651, 46.01722228817823, 18.207881508803947, 50.35781860351562, 20.96540317302797, 16.958799304031743, 28.031448038612922, 42.089223861694336, 45.0772803004195, 18.93791774424111, 6.1194874891420685, 4.324055662969263, 2.955715830733136, 3.6167527844266187, 43.332530231010615, 18.36589487587533, 23.90992059940245, 92.10261484471762, 7.593611391579231, 17.399033395255483, 9.64675807371372, 6.513330267696844, 16.432533903819756, 14.859804293004478, 11.065285380293682, 10.225447212777485]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-1.56772377388256,21.65213321848441,716714.088834863,0.8426869833031739,0.030870395666093804
30.0,137.26013,34.682972,29.80277,787969.06,1.3602235,"[61.17122819280089, 71.61881417779186, 78.53512504088259, 68.84861088214522, 51.050458493036274, 62.42970975443569, 64.81747849620614, 53.56945875929332, 31.75949361885788, 41.456522770275896, 59.839564380080496, 52.78901170058965, 18.68968055369503, 22.619620697029987, 35.690271620468074, 32.51114642640179, 14.960244409775399, 16.353911824572094, 10.59441996603074, 3.338373397358558, 88.66956876237913, 92.80926267706994, 105.52343904456853, 101.73467607090355, 43.48522993120169, 56.79928237235246, 52.81703142538347, 40.71113220515636, 44.468883484153366, 46.070361398128476, 60.364780415750836, 58.84752225595884, 81.54564327071346, 89.95677047400197, 99.75471654804565, 92.02300193272187]","[10.422558319277877, 7.6974259644019885, 1.0508377014136896, 14.012967667928555, 16.14503162663157, 6.4195917873847765, 9.344059519651458, 12.15104795083767, 45.13899291433938, 27.736178258570227, 16.466371896790292, 23.139963789684014, 205.6727990871522, 76.94507808220095, 40.45820817714784, 64.16722623313345, 84.7223153928431, 72.98147387620878, 118.98836275426352, 436.12684854647006, 8.505964424551985, 2.570722888155681, 4.493162399385033, 2.7173552207830474, 13.204068672366256, 8.48451983637926, 9.51507542191482, 13.224636636129238, 31.5498840518114, 26.701764362614327, 20.145897458239297, 13.848852820512725, 4.0517314905073585, 8.080696914254165, 5.100702730620779, 7.010797174965462]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",41.93324481025063,20.720179277691596,834345.807186347,1.1601768564231278,0.17736982702342033
30.0,213.97726,-31.952726,-70.08834,764060.25,1.3867699,"[75.78176521058487, 76.48183761671484, 63.807712964693145, 63.26371836985986, 105.75694188242352, 106.67895728601259, 94.00480179155707, 93.15848304666055, 89.97759389381653, 86.47064970366333, 64.315036304472, 69.52285335577184, 94.90521033618495, 87.75999255658938, 76.42938255718506, 84.79837350783345, 121.03327176538212, 116.21797831060468, 101.81794495816698, 107.23325436892802, 37.00432343682289, 29.115645236105912, 27.408733542153545, 36.17629830729254, 118.1389141060539, 128.52187938523693, 118.00157249648026, 107.70906683868805, 80.48052745917018, 70.266974467404, 61.967504117139676, 73.91935932552288, 45.7062709003295, 45.8977910930523, 32.653905656891666, 32.97538638399779]","[7.276859952182304, 10.375688715678889, 11.28099822416538, 12.288017970759691, 2.4768980901415754, 1.9855800925231561, 4.660349430107488, 4.25840659839351, 2.591723167314762, 6.849248961704532, 15.90976627861581, 10.156106658098173, 3.0504014433884037, 5.422935253236351, 4.912840883906294, 7.28474084923907, 3.000862351277979, 2.7187955452174672, 7.655042700651214, 1.8270199255245485, 36.43638040961288, 69.14651103136016, 58.28886497311475, 26.972110678509964, 1.3148800992384189, 0.38747307730884084, 3.076547893082223, 2.966490642326634, 4.696567610996524, 5.72986900806427, 12.269768773055656, 7.428366236570404, 27.842704842730264, 21.173558584073692, 34.2607236490017, 44.75776742144328]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-39.938318560773645,-74.7530495279392,1039429.9545172721,0.9577720392542413,0.14182450194014867
30.0,250.5057,4.1749463,-64.52838,814061.06,1.3117697,"[74.95036292235145, 81.00919552673984, 71.0167880447182, 64.2174847841823, 101.3341998797175, 106.17980700477375, 95.44223345695544, 90.16164707046532, 76.40362093878072, 77.74066785866886, 55.58828043420022, 54.19452669977728, 72.99957087420775, 68.7386812967378, 56.14601108073803, 61.51395521031193, 100.54184945555167, 97.95107219448786, 83.38013721773223, 86.26933593627783, 8.550737242029834, 11.04601184055449, 7.448330540228034, 5.574755856258156, 106.70574325345463, 118.78129205725313, 109.34969910286384, 97.05712800515526, 55.073144970746085, 47.13992068822377, 35.93446718417141, 46.392809455539535, 49.73305128286518, 57.69806340089752, 49.34744316952575, 40.06774487191293]","[9.599885562571082, 6.2181876926887325, 9.076420126891717, 15.368659321854752, 6.457642084214744, 2.9963494800939787, 5.893730172296849, 5.1875964897434885, 9.786182060474301, 7.746684841993377, 22.693352001469307, 23.628153452059117, 7.832210238386944, 11.238839568161382, 20.858281996192, 12.163509682911197, 3.9424242042913664, 3.842845922563134, 7.932117072547354, 4.66930684519977, 3780.3839706793065, 312.2748165595822, 151.31700329664275, 191.20572252971368, 2.581670880317688, 2.8025237161938734, 2.218021670492684, 3.8951115637290763, 22.47105284434993, 28.546635697527627, 59.583541823596484, 22.947237259004172, 30.034984030374662, 12.685389053530807, 20.973628614006973, 32.5859843230829]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",6.024732499755837,-56.431312122100394,736341.1171241511,1.0473095007549014,0.04295607751030518
30.0,244.36765,8.919296,-21.378675,573226.25,1.3828372,"[44.96794616074804, 54.57914372250679, 48.0397818161024, 37.18315761707786, 68.29876408869374, 75.47594616690003, 66.06059230999115, 57.996878395349576, 38.56556801202, 41.44743414906624, 20.56925025685091, 16.07252889944853, 39.20682447123648, 31.739579643797516, 20.549404217262882, 31.46265540993658, 63.936201336500005, 60.543243338247976, 46.01023983114965, 50.49821610102236, 30.056445076692004, 30.82903174237509, 43.08923490227016, 42.8581086419346, 71.60471400106844, 85.084783988761, 75.92901826377413, 62.10009974881604, 32.968962000772464, 18.385934485193108, 20.88903762458356, 35.06164086642483, 31.00135535714968, 42.61717888815178, 42.71375985903513, 31.63119179259874]","[14.671382380694874, 11.580507929732159, 14.036178588867184, 17.698850573562993, 10.819923586961698, 6.38494040907883, 6.595647916561219, 16.06885979815227, 29.318911273305005, 34.465173395668586, 72.49575126461866, 224.1879439935451, 23.176172884499152, 50.87738502316358, 124.2470043461497, 43.358445167541504, 10.91349415662812, 9.392671468781261, 15.534319528719273, 13.010638516123702, 16.597989128857122, 17.066999179560963, 12.858758612376887, 12.737232010538985, 4.019330914427594, 4.251304923034295, 3.3673902110355654, 12.449277610313601, 31.006563000562707, 107.96359690224251, 48.66544502537425, 26.358610246239632, 24.799352738915417, 18.04767730759411, 15.917951013983746, 21.539209819421533]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",11.163240347053161,-15.588290295191129,535415.2253121813,1.2028997962226153,0.06675591422955465
30.0,335.77344,-23.892183,10.697756,867159.44,1.3631407,"[7.1400630884881275, 17.855459562490044, 24.253372994679857, 17.0333366778396, 28.745564170715888, 31.969680938296182, 22.274213033403086, 16.435720808513597, 20.177327819819816, 9.532231410588283, 19.13834823844068, 24.887499633778802, 53.203026210045145, 40.0851561620176, 40.887325122661025, 53.43962401370354, 66.87504188670225, 56.33429710447303, 46.28006238717606, 58.45699667286593, 67.52864435905445, 65.47600552473017, 79.12250463458557, 80.65348085036952, 45.24868406598048, 53.2936324432281, 42.50845371335961, 34.92974493053286, 60.52345968505402, 48.828152675089555, 57.053877489160996, 66.77706542537233, 34.4457022659789, 38.82662671788595, 51.3390980884787, 47.78385755936938]","[434.5696612102229, 250.97037524711791, 90.92629828104158, 124.8295016405059, 76.56523658008109, 66.37639534182664, 194.38488890485064, 237.43236355665252, 73.45863667930044, 158.16857175129215, 78.252705132089, 51.60078188268149, 3.1629833506374823, 25.588814805193643, 15.004144936073116, 5.2535893713555675, 2.1293157847916206, 13.448187490788898, 12.58359595042903, 3.1029174967509943, 6.469663323425665, 8.340946057947669, 3.9156689876463355, 5.09284364014137, 22.38378146799599, 14.021419897312072, 20.22633610702142, 29.70729513866145, 6.3140152431115855, 12.501293566168806, 7.509331877638653, 5.884053867037703, 25.8694160275343, 30.078053474426262, 20.183633013469414, 16.58598678867991]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-30.486083194048152,12.371820665410542,864033.396242128,0.8089544760224667,0.17199653297464776
30.0,7.3739624,-8.901783,54.11561,1083447.0,1.3064998,"[52.182032927818724, 56.75955007914308, 68.23269058376442, 64.55469748543689, 26.079959217130018, 34.6895518812495, 42.550648985446855, 36.02287967349789, 43.09856406835998, 43.05067177243933, 68.05525623262865, 68.24312210644923, 59.09608028711558, 51.231996168624136, 64.52459657135437, 71.0515398366796, 40.52290919415981, 28.57131997245622, 37.77980904098393, 47.85289610032689, 111.39431768502462, 110.44168796353163, 124.78081515614342, 125.65959555759761, 1.161694555066093, 14.961566367800554, 10.363562609920784, 11.642649185023506, 84.2776058709663, 77.99029133886562, 92.28206709871495, 97.6567165403403, 82.13448073455055, 84.82501022626244, 97.83879098657391, 95.57307933924338]","[22.379660024875545, 28.359622490115278, 14.072140542472281, 19.35605886505871, 142.1656375978051, 92.18031604115555, 58.355372126509494, 63.29384664209877, 30.108989738836517, 35.356675706258635, 10.61393793036298, 19.39463906171845, 2.901720927982795, 14.65377720390878, 14.609272887067096, 2.0508688034080875, 4.167964182248929, 46.2308249822477, 25.27673360778064, 1.2564449230345283, 5.168408155441284, 3.892869847576792, 1.4314550633837535, 3.200641855960939, 450.8208763308641, 280.4019741895722, 2815.2050855683115, 234.16486600550206, 6.335012069562586, 9.90953314595106, 4.276550034197364, 4.255490695557943, 6.928739751257547, 8.106658371483407, 9.173447039069197, 7.9215881301135544]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-21.818163409008783,53.233052292602366,979349.2237537698,1.1708093061425073,0.480603407181962
30.0,65.8976,-12.105504,22.627018,739925.4,1.3652761,"[24.159936217798258, 32.39569315556051, 39.90840123687978, 34.015293571973004, 18.14961600870759, 29.44475068702633, 27.4384308550729, 15.665913012521322, 23.430958962369186, 17.448114270103517, 39.92652182937316, 43.607419271996115, 50.38064701908314, 36.3630219687825, 43.60269876968726, 56.235817964565484, 49.86367505430275, 37.4142048371608, 33.71996852991389, 47.81475251196244, 75.12604054771309, 72.51541255344011, 85.22455132107197, 87.61720180757824, 26.976241009783383, 39.12166113875707, 29.448599265717387, 17.122191220994917, 66.97549355422278, 54.99560851818016, 65.62892448783622, 76.33545862836587, 48.865299566904504, 52.54921652687007, 63.41986431549709, 60.66985152073536]","[128.50634644671183, 54.962640855370495, 41.52648914151075, 55.76313995733493, 90.23381442558474, 46.15429843344339, 56.121465636462695, 161.36774202672444, 96.78255057916408, 226.50283720435164, 37.918692681847546, 36.16817113829821, 15.274197590060348, 32.48774133077482, 13.564199936099167, 10.946966525984973, 11.101834657715587, 24.262673971129622, 27.36350966662895, 18.630657254195793, 9.101828423942006, 4.255915560373445, 4.188913761115655, 6.52833391980427, 29.16344782201255, 17.860232329950097, 26.8062702039393, 41.535031504747344, 7.616352017332867, 13.317868476960715, 10.009922632356968, 6.541645381508804, 21.94606676334288, 25.639455492903547, 11.97480864641143, 12.014321437696129]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-13.285487573400395,17.693165666313924,648434.8256837566,1.1363244932543166,0.06481520870892545
30.0,77.88559,-32.266365,-59.62745,1038274.8,1.2956634,"[51.546229493203064, 52.39834575992966, 41.00290680049935, 40.11552300810532, 78.87979247020668, 79.68764459669629, 68.21964822275713, 67.39741127035069, 63.447220920297255, 57.63096938221362, 38.44267866978818, 47.081717037528676, 88.67893428828877, 78.5445640748652, 69.71019444756651, 81.14286764137618, 110.8171032635289, 103.4025407793154, 90.9273254317361, 99.7221875563016, 38.67487680107195, 29.0084311621671, 31.492230791407408, 40.71448959222211, 99.55144698932664, 108.30063779811026, 98.54525287135122, 90.10751162193719, 80.02251756801886, 66.96538309470863, 61.57214429179931, 75.64718405515201, 24.612098148569785, 25.463535484659474, 14.09270724092016, 13.146992472384538]","[14.310900757952433, 13.290741094728794, 23.208209654180013, 20.908357166662444, 3.9446746430745936, 7.181660431187327, 9.61136091046217, 7.150532268896334, 7.842558186228682, 7.8627932362440145, 28.795896506891015, 14.215944743737941, 4.56698674981187, 5.982890361692847, 9.58157603333636, 3.601347891295828, 2.9085583803130355, 4.319240770688871, 4.574663391927393, 1.6270828683201857, 28.074601801430305, 41.85002896843886, 50.228392205587234, 27.429388790595823, 4.158041462665651, 2.4005943318692644, 2.301826527932795, 2.4873216341181497, 8.146408127575386, 9.124888152610964, 7.427467805583301, 9.353934991650464, 52.77616221730301, 51.93350373244866, 106.36091232299803, 99.42802568761313]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-34.620875525901454,-67.76853756407888,1083174.0699068233,0.9363562832517884,0.0669273465910418
30.0,155.72873,38.172443,-20.813446,455956.72,1.3270731,"[54.03209979645031, 64.03732160113705, 61.91274605203446, 51.20137654086716, 70.52751409773276, 77.99524018358942, 70.85520281761774, 62.29796228806907, 32.950990880904406, 40.29898599104418, 31.47999248381177, 19.73606686187833, 30.46715204125076, 31.711341775960026, 19.26087416260784, 15.906080456028388, 64.5578789435651, 64.50234542620032, 48.115031445863515, 47.895132432342486, 46.43428765363255, 52.510004744516614, 63.64127246786935, 58.49012576018638, 79.8933411709586, 93.70600301828584, 84.7580088726289, 70.83182741498861, 6.147901482177175, 9.074727936148946, 15.331101464893969, 12.351988581356215, 52.836136293869316, 63.355244007647684, 67.62196383821487, 57.61246339871296]","[5.410684318077273, 5.7041183477494775, 4.646126453469439, 8.33310586650197, 4.47901865331138, 0.942229406862724, 3.9251937371928514, 6.242895271719956, 13.070597881224097, 14.20890558056715, 22.167336650011013, 28.992591834649804, 15.062794452760276, 11.982291936874388, 29.341107461510628, 50.14256733219798, 3.7225372180706118, 4.259052436526228, 7.0382065889311995, 11.591397407578258, 8.482829826634104, 7.321718262463081, 5.392118925001562, 6.105550178667394, 1.8542176339684462, 1.1802723676693148, 3.1773317150953337, 3.4085795646760517, 177.77264990457672, 60.12447868905416, 54.929430891827835, 170.75828226601203, 7.123536453014466, 3.4524464025730035, 4.72646588232459, 7.095738881971777]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",42.67042809914568,-24.964088374003786,407030.0650825363,1.1050706713336824,0.08690698017845522
