theta,phi,X0,Y0,Ne,s,r,rho,mask,worked_clusters,worked_stations,X0_opt,Y0_opt,Ne_opt,s_opt,loss
30.0,115.5387,-31.928415,35.280724,88083.805,1.2624218,"[31.804452163722118, 31.928416491475716, 43.676077657180016, 43.22324251600188, 9.420270318571031, 4.6592899369807474, 15.766894516941147, 16.857550509080244, 47.98819250896639, 38.26190135433917, 55.82717703559295, 62.369233414334346, 69.72660433084641, 56.07892387695331, 61.39578819049217, 73.7805006893888, 69.53848368682782, 55.57469723642938, 53.743738158935074, 67.60844062725798, 86.98983418482554, 84.40302578416103, 96.55606387580832, 98.70857471374605, 28.63885431759331, 29.56827383812391, 20.660585776038047, 23.550592842389424, 82.699509139313, 70.92033709283808, 79.6286673958574, 90.25334309001153, 59.100144051009835, 59.75572704965369, 72.07258121551996, 71.3214765730039]","[4.404053455445824, 11.437684297561646, 2.3403002358064415, 4.421938483308001, 52.0993849126304, 33.92202679703875, 26.975247918105705, 46.72838711157077, 1.9483651693274335, 5.182862645242271, 1.8120111852157406, 1.128165460214382, 1.1364766737309897, 1.2887967068974564, 1.3798221764041154, 1.3845834608485057, 0.6184496621533138, 0.4060428317000226, 1.5965238576982077, 0.5534420289644381, 0.4714892313974659, 1.3853666804185727, 3.702662703467578, 3.4098199954847, 6.378026997170797, 1.3479730341492628, 1.0563115157732148, 0.9485980177797921, 2.9054011513547198, 1.0332273455654701, 0.8219031662475771, 0.296608022436863]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35]",-30.30481152112801,30.987569747883384,67215.16418343384,1.079649026973986,0.30415421266776366
30.0,176.69745,19.415985,26.951365,69215.88,1.2542369,"[39.7700047794158, 49.04636770818632, 56.253268423350534, 48.33101896662743, 34.46318016529881, 44.72722808834183, 43.9296918397984, 33.351968023398285, 15.09480354094361, 20.463915618620852, 42.68031838450269, 40.261460037856374, 23.271333483908887, 16.50759412404058, 31.166796451862428, 35.10418166986116, 25.013164170260385, 19.020226160935888, 4.310739881381219, 16.389867654984847, 83.88991524748803, 85.40995411845537, 99.50138742099557, 98.1757640120032, 35.95605657476941, 50.727324774006966, 43.150730139904915, 28.845449415706025, 48.33697008739829, 44.37935816874071, 59.496192205652974, 62.53919349816588, 63.17549742560491, 69.3322162275809, 80.49381499128455, 75.22134931411517]","[1.576410379351639, 1.5909257458477486, 0.45083022517401994, 0.9621781546895096, 3.233440765520421, 0.6269929339972937, 1.294032193538619, 1.9312063004912396, 11.237256410645275, 4.729458108180906, 2.961311943647338, 2.9687410811098607, 11.536685431875831, 12.39662344862775, 3.966181379992787, 1.2805718110828863, 4.492093877094547, 9.902231576966075, 53.160638343997114, 35.346444060162796, 0.5505045921337314, 0.7448384947166209, 1.7796949279017562, 0.5473435924547474, 2.383519600077373, 3.4544202612667543, 2.3412628144752685, 2.239821705876327, 1.6803492496653298, 1.447000699799235]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, False, False, False, False]","[1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24, 25, 26, 27, 28, 29, 30, 31]",28.21240830413013,24.700721256371807,73690.51710686283,1.1421170392004285,0.20815637246071653
30.0,332.90765,31.757023,45.09371,22805.844,1.2567357,"[69.87686474918682, 79.55764881337488, 87.19386617940195, 78.25181213635985, 57.082856625417364, 68.02200164007215, 71.50605718083341, 60.92450318052201, 43.33725242084844, 53.24823448137286, 70.81743886365369, 63.16193156844846, 32.23922198731539, 34.97202940133091, 49.109064708624004, 46.723952779679635, 4.389338635722937, 8.513519997172738, 18.823522197332082, 15.885267578074167, 103.38229781637999, 106.58549161494396, 120.02747536920923, 117.07028738250304, 37.40986109884455, 48.590605657606275, 46.84938124035592, 37.79424726503536, 59.14213152890822, 60.50153728656651, 75.35101400754536, 73.82035905971654, 91.62003293470296, 99.3226328226112, 109.7047252550784, 102.6210115717289]","[0.816302873739382, 0.38543407146523634, 0.5623062663688891, 0.7980273264210398, 0.47449899337640616, 0.4102773964405059, 0.45447583060439034, 0.4227754728096287, 24.027732814230568, 1.989947404803299, 0.44144876301288594, 0.9470223108442817, 0.5377164882857625, 0.3995368847759758, 0.5583556868681093]","[False, False, True, True, False, False, False, False, True, True, True, False, False, True, True, False, True, True, True, True, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False]","[1, 3, 4, 5, 7]","[2, 3, 8, 9, 10, 13, 14, 16, 17, 18, 19, 24, 25, 26, 27]",22.976999999999997,45.572000000000116,59892.03714346436,1.9220368768892309,0.31161938343251167
30.0,121.76694,30.469707,-11.801712,23520.98,1.3248719,"[50.32682823160259, 61.9176038702629, 62.49070068102114, 50.67444386733107, 59.996851213998546, 69.38588203026765, 64.84949758944967, 54.355225019499024, 21.313868261321545, 32.152163874463575, 33.02709929895077, 20.875184287816705, 21.55290877749601, 19.72898618241554, 8.529013598030245, 10.066820692331591, 52.52543981791249, 50.825788825860414, 35.39262727684154, 37.37724520331393, 49.027421591404156, 54.86117321634324, 65.97614987158757, 60.952950599323685, 65.93074001073037, 79.5567420301304, 71.74593893596403, 57.97114428072188, 12.728601254656251, 6.551352927762685, 20.02028935268077, 21.93815525912695, 55.68454849823733, 66.6970448395572, 72.36656066647078, 62.07215232873433]","[0.5674873728577683, 2.32449991673958, 1.4557166070472902, 1.5191245006351934, 0.4781414641112816, 0.8414781129941706, 0.9421218277477634, 2.7516649627104033, 0.3354859015927082, 1.307401351812409, 1.882546922055686, 0.9281051958479533, 3.2239941562094336, 3.837698843421005, 0.4946010687002321, 0.8842992346461225, 0.47848482684391297, 0.723428206472862, 12.74020061260316, 8.620648122415309, 4.102642579776484, 5.633058344445577, 0.9787041784786594, 0.8771605789661405, 1.0844356403118225]","[True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True, False, False, False, False, False, True, True, False, True, True, True, True, False, True, True, True]","[1, 2, 3, 4, 5, 7, 8, 9]","[0, 1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 25, 26, 28, 29, 30, 31, 33, 34, 35]",39.43416196915317,-24.852535466483637,90038.79663607548,1.7504686439809758,0.3820814098244278
30.0,76.46222,-5.52997,5.235609,23861.805,1.4644053,"[21.468713402038038, 33.42268112390485, 36.25783656234867, 26.016548666451946, 31.91856690084313, 41.45846579552494, 35.80887291514503, 24.508487449068483, 9.94494283057974, 4.29198050273331, 24.483916101766916, 26.802033665604476, 42.109855112747695, 27.443585422655236, 29.566324315564025, 43.86061138113319, 52.75765338556304, 43.04251272594823, 33.04253019993084, 45.52614422069103, 56.65838874639444, 54.89188755451138, 67.43810925596554, 69.00962955005363, 42.27974869932295, 54.91818331814106, 45.54986166773126, 32.606652929356564, 52.5285332831711, 39.041663752249704, 48.034667949342925, 59.86153242077601, 37.42470740927232, 44.586622736958354, 53.49221242125227, 47.89846416636232]","[3.2208620048150784, 1.236680349925669, 0.45919186640076515, 1.352610384545675, 0.5700805837788232, 0.5760785737415639, 4.016361222034547, 4.683799133068177, 4.136631765016695, 5.292240075948761, 0.8825641579744291, 1.017027875272239, 1.073500550374752, 0.9261188892329612, 0.3331528931129269, 2.1019954143500907, 0.3088755169656218, 1.437128589647572, 0.5812909363246546, 0.9416619815477509, 0.42437807452387927, 1.086717971214434, 1.0177096033968576, 2.138014610220746, 0.9866211472488031, 1.9781909337857873, 1.111696042665621, 0.4599291558672742, 0.8217462497513468]","[True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, False, True, True, True, True, False, False, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35]",-3.9766571986768136,1.3109353709908582,35624.60294349588,1.5579114897869575,0.31938198774706156
30.0,252.45807,36.934658,-45.913654,29764.414,1.3368701,"[81.61692769047038, 91.40298474709587, 84.66249257877956, 74.1470847994911, 102.56023293096733, 110.75713929181757, 102.1704918696832, 93.34614160905414, 67.98022504079877, 75.09921998392078, 57.540018675275626, 48.38150919669627, 51.398432125582204, 54.23760218129614, 41.66533924962525, 38.23513126490821, 81.24883708625546, 83.38121817134179, 68.74875647067559, 66.06428763894016, 29.80538848764801, 39.07561933094895, 42.52129106993431, 34.50322426942466, 102.46685709860161, 116.68528318232482, 108.35946220128305, 93.87561125237171, 27.099055356026188, 29.162197670540827, 16.995868777587397, 14.44291536013428, 65.72592272076359, 76.86272273151467, 73.18717764598313, 61.57523239184291]","[0.5794258379354709, 1.937171853170162, 0.6622760215910469, 1.2695438614705712, 1.3551686595125894, 0.574035660886183, 0.460816683565698, 0.5946794933662182, 0.5458010951193367, 0.40814975594601977, 1.3227396440215224, 2.0226489116505877, 7.568870375796062, 14.94214883664759]","[False, False, False, False, False, False, False, False, False, True, False, True, True, False, True, True, False, False, True, True, True, True, False, True, False, False, False, False, True, True, True, True, False, False, False, False]","[3, 4, 5, 6, 8]","[9, 11, 12, 14, 15, 18, 19, 20, 21, 23, 28, 29, 30, 31]",38.09979693394656,-33.655435906449156,23124.345036072118,1.340195048768974,0.2521848794741163
30.0,289.8612,-23.11225,-67.64785,41476.61,1.3901379,"[70.05064629803928, 70.73297333764981, 59.462602306403454, 58.42864242614988, 97.76720710444616, 97.94352947917649, 86.48071305979897, 86.13112795396158, 85.75204848249551, 81.60026261179142, 59.649621071324916, 64.79941915189269, 96.26887765359679, 86.84802078631527, 75.79815619594937, 86.1954977836201, 121.5226147524186, 114.02728117920736, 100.45562152005637, 108.48534799425678, 32.176634440180784, 23.43386089763771, 19.54156337179879, 29.118904647708664, 109.49078086775081, 117.15922278839443, 107.51357288094985, 99.82954802549156, 82.12381222627313, 70.16142118678358, 61.148059706546015, 74.32847089347075, 41.918278149484216, 43.619586698302015, 32.59864198384797, 29.852289333301226]","[2.0247616055535103, 0.6290792328555409, 0.7260855196452721, 0.40846726879840944, 0.5594717747554546, 1.5226955093988557, 1.5050302736642882, 2.0782086180477606, 1.6464024055294875, 3.051394732987008, 0.36226126660660996, 1.3394174961055196, 0.9897495733528602, 1.5756407888924202, 2.0300320735791835, 1.5419908776515865, 7.057552657476285]","[True, False, True, True, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, True, True, True, True, False, False, False, False, True, False, True, True, True, True, True, True]","[1, 3, 6, 8, 9]","[0, 2, 3, 9, 10, 11, 20, 21, 22, 23, 28, 30, 31, 32, 33, 34, 35]",-18.036991252383125,-53.00007059843412,58741.58923565375,1.7348243408686117,0.26325994377706907
30.0,164.47244,27.285912,51.119858,12910.184,1.3771484,"[64.01965714280705, 71.8331812346881, 81.54159930298188, 74.61024897159191, 44.492332898339, 54.693431943442356, 60.539188502702835, 51.30629390121942, 42.63946566889457, 47.40633647957775, 70.72507524747853, 67.29986594132342, 40.82331727720083, 40.53812956871478, 55.27730089844139, 55.218674670740164, 10.941487623279468, 6.678783783029218, 23.111534293920684, 23.933147602567725, 109.17275564213824, 111.4197777111389, 125.33937767137932, 123.27274241352735, 31.711595358898357, 42.970111741989655, 41.57256345612574, 33.52749873872785, 68.21065018387412, 67.63719824961893, 82.798338832521, 83.18392121641399, 90.56688582926564, 96.36360641205366, 108.18798434351558, 102.95536036211818]","[0.8581436988784046, 0.8776531350321884, 0.6738458192203102, 0.4295179302372583, 0.43563835504578374, 5.539795247519888, 0.8351011428891157, 1.4081027631352587, 1.186528311270039, 0.7257522424546683, 0.649775446551602]","[False, False, False, False, False, False, True, True, True, False, True, True, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False]","[2, 3, 5, 8]","[6, 7, 8, 10, 11, 16, 17, 18, 19, 28, 29]",37.36899999999999,45.572,113744.17795243423,1.9788084534398735,0.10513034062317482
30.0,245.92386,2.6152015,-67.352394,69188.17,1.2612774,"[77.15533059018149, 82.89584072010084, 72.5404690692572, 66.13212304209536, 104.05671471009927, 108.71210944586375, 97.73160937631137, 92.68796050648947, 79.16762983792222, 80.33355096111491, 57.90454591679002, 56.83155629745721, 75.7229162708636, 71.64394134543289, 58.98072699117762, 64.13890365272023, 103.48096667081184, 101.05798483143617, 86.38206702041379, 89.10203117868697, 11.311386117349643, 12.412363909296518, 4.97730439026111, 5.225959555610221, 109.95201100501427, 122.10530493645197, 112.5413684275294, 100.1923568238828, 57.48448121551356, 49.86051409318645, 38.54117059498409, 48.60839645964568, 51.100171878993926, 58.57652480136076, 49.54515042544318, 40.81020375769946]","[1.9254112025586567, 0.4229389767094356, 1.0945043731026531, 1.7253374908028578, 1.9290430880174403, 1.0035956596455922, 1.0746590247968346, 1.2180083772031272, 1.1648983671897795, 175.70815435269984, 27.64293914887963, 17.261073356721457, 21.504243699515737, 0.4668393422190735, 0.45260264560943697, 1.579386977160849, 2.612061616851062, 2.0016577185654056, 2.565592890832482, 2.9655925747824874, 0.563916727537062, 2.6565904660922723]","[False, True, True, True, False, False, False, False, False, True, True, True, True, True, True, False, False, False, False, False, True, True, True, True, True, False, False, True, True, True, True, True, True, False, True, True]","[1, 3, 4, 6, 7, 8, 9]","[1, 2, 3, 9, 10, 11, 12, 13, 14, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 32, 34, 35]",6.002664536544601,-57.36671560601086,65424.23301775281,1.1722458294515756,0.2672479523940504
30.0,235.78873,9.516776,-6.1554694,67258.54,1.3539882,"[35.713180409614644, 46.554866351945584, 42.387384135383854, 30.697851286552137, 56.86090679088409, 64.92035884009958, 56.17526668269968, 47.02937785975116, 24.73383619851496, 28.142188017458416, 10.551998705913286, 3.0967361458184177, 30.45584307092171, 19.958330061023798, 13.21284646969062, 27.397133493071827, 51.87886079287772, 47.86382789501289, 33.365176839605766, 39.27324093636525, 44.51106791014351, 44.532824617236095, 57.315841487940745, 57.573884447203156, 59.954860557639414, 74.15430476634569, 65.01944549818852, 50.43451940286504, 34.35968393582357, 20.50547438742226, 30.310466613636304, 41.57978097709411, 31.25779432868359, 41.91280441533983, 45.89759803812321, 36.93280315312612]","[1.435022892021551, 2.0935764399970447, 2.525917458824995, 6.718575954437255, 0.40781361664213783, 1.8317859347273664, 2.545493768482673, 11.895179021649243, 8.13741509507342, 8.358076578233298, 45.7343066610941, 5.7658156970652135, 23.209651795829213, 16.04529706443228, 6.057961321458584, 1.4849765816839728, 2.4146097825794683, 5.709657581841073, 4.252646390984697, 1.632890141591793, 0.9952132113096189, 1.1864218224839465, 1.2793205678462982, 1.484456494814012, 0.7133164056917516, 0.634862655183164, 0.9881775008469093, 3.481887099219531, 6.477109542707117, 3.9730987897733363, 1.427541055330416, 1.3466338377173352, 2.1883069378573716, 0.4278893423516576, 0.5333095607234211]","[True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",11.874200398901385,-0.5946531249480013,69041.02902344379,0.9861422280122366,0.2723743653385527
30.0,117.04285,13.798348,51.363083,42173.848,1.3199927,"[61.05079020635781, 69.55215368483566, 78.69122268910327, 71.05818330601939, 41.26773726963546, 52.30032187176851, 58.51933654403802, 48.57442953698528, 43.315995931046785, 47.33582934933045, 69.13002267189164, 65.92584619028304, 42.05723728193724, 37.49263814879704, 50.50926454696774, 53.570983087045796, 23.498226976056326, 10.442500207602368, 22.319111985896356, 29.630242459566553, 98.04260725085089, 100.25654657669881, 112.98557419423486, 110.91516008405993, 22.352413491419973, 34.12310015774933, 33.16792511836404, 24.86833325931838, 65.42288283676038, 62.09608279340034, 75.53199446284752, 78.23483353478491, 85.61844667920123, 92.09985884731451, 102.9486381265119, 97.03251495041093]","[0.6626597264917885, 1.336375478564239, 1.9358180281592579, 2.263178367440293, 0.8961685547014561, 1.8463280142807375, 0.3008868136420482, 2.6240205255950366, 0.5110225572091777, 0.8018382075356273, 0.9329280838733766, 7.051342144245054, 45.70185556644346, 9.297983675468258, 1.8275203864748883, 2.8271689647581515, 1.023078837045809, 0.8309001057613185, 3.992608771091554, 0.795513118912534, 0.6948343773440616]","[False, False, False, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, True, True, True, True, True, False, False, True, False, False, False, False]","[2, 3, 4, 5, 7, 8]","[4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24, 25, 26, 27, 28, 31]",22.58464100035875,46.013138422780145,48964.603403634486,1.4939340959556962,0.39727210196369667
30.0,17.61847,-30.39485,-50.506527,14800.9375,1.3311741,"[53.88430466216516, 56.01964857813559, 43.35008308879958, 40.839570696708776, 84.96836644314668, 86.65954190659706, 73.753922509027, 71.9215666320026, 62.0286256229947, 59.53400206811778, 35.40806082587773, 40.07076988929462, 80.13618709789773, 72.25605189119165, 61.45094055832559, 70.81443377090004, 107.15298956781744, 101.86121546710015, 86.9967200696135, 93.59283291522317, 32.92732282664443, 24.47724692255321, 32.022852099293694, 39.0923001176746, 102.83302235332441, 113.46305881554538, 102.48927550961281, 92.03935802685224, 68.0375265079494, 56.83963796627817, 50.87700166136366, 63.192088177990584, 22.705854443572246, 26.06603178683882, 14.925562008280808, 9.077939372544122]","[0.8546125779791575, 1.1314373554252997, 0.7651246538976343, 0.8795839257356596, 0.6428806156646915, 0.603531282849428, 0.4624899295045108, 1.1818683365496192, 1.829245468465293, 0.8742650289361069, 2.253577294873028, 0.972961416331733]","[True, True, True, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, True, True, True, True]","[1, 3, 6, 9]","[0, 1, 2, 10, 11, 20, 21, 22, 32, 33, 34, 35]",50.0,80.0,442055.9498808477,2.0,0.25700337416069857
30.0,86.40665,-0.91139257,5.7489376,12101.845,1.4185371,"[25.355760874092024, 37.4003222595373, 40.507929559963955, 29.834211027611786, 33.295418184562244, 43.31863034265992, 38.66635007144411, 27.059657262916378, 7.426208559781071, 7.211368143048123, 25.66121553489299, 25.92679503949003, 38.21411290331591, 23.425512321786922, 25.38738283483875, 39.58303156708828, 50.40972074356022, 40.95034689323506, 30.04227678065816, 42.34248536384828, 55.25988879264453, 54.69261536452892, 67.13685521819708, 67.64449757401447, 42.060740708472245, 54.974278368246544, 46.001388038901126, 32.67385889146098, 48.11502433026635, 34.9835366171553, 44.32647645569615, 55.5149969990153, 40.63243794510149, 48.656156426859695, 57.23245828898764, 50.65382137096557]","[0.6197844972697699, 0.40439443617332266, 0.804603190683737, 0.5666005720452564, 1.0168159880289216, 2.645923051892257, 1.0904487131572351, 3.070169105762388, 1.6397265035931654, 0.8925130454505362, 0.9290108956941743, 2.803773051354943, 0.41839816584819695, 0.5294260818783829, 0.3827208789383492, 0.4532102768014116, 0.628053415112379, 0.5076240929888515, 2.4451120961003183, 1.2008936666860812, 0.4581780877055191, 0.4527970421604993, 0.653641343843646]","[True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, False, False, False, True, False, True, True, False, True, True, False, True, False, False, True]","[1, 2, 3, 4, 5, 7, 8, 9]","[0, 1, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 24, 26, 27, 29, 30, 32, 35]",-3.884095330665004,12.55527526640072,40730.285056252746,1.7887627075493722,0.26018977487211015
30.0,139.1236,0.8289701,-7.850188,33461.02,1.3836694,"[20.423534567697477, 31.03601100061685, 31.70526139138142, 20.472016133341114, 40.8201896265739, 46.01175424390018, 37.65220826612639, 30.444838628650587, 19.228634284666203, 12.966356095599123, 10.923723947806257, 15.40895901563228, 40.902498505638896, 28.79796314327884, 21.663411176449344, 35.47940020297525, 64.53571423113632, 56.90202009897081, 42.27999910410793, 51.54482067484511, 45.845454925957156, 46.817090416486735, 60.38402149870825, 59.34986092236784, 57.17239286285178, 68.54076661100622, 58.45300221452378, 46.825150773756626, 39.201923302155535, 25.61414098294558, 32.13914619334727, 43.334981927139886, 30.71434875480411, 39.60485119981, 48.916104061223386, 41.56463153786808]","[2.1973586663967226, 0.9081328242290309, 1.8966377871792488, 0.736741667113653, 0.7200223825326779, 1.24027480075999, 1.6720972773505416, 4.585696066298135, 3.570325127462061, 12.999557867282775, 16.1749153602414, 1.7773358196747011, 0.3814130294613721, 5.223922613190441, 0.9747356539819297, 0.3709906212440351, 0.32425571869059305, 1.1448151454692932, 2.236001375244885, 1.4821936081095437, 0.42796480219538613, 0.4736484005683805, 1.7449328812157234, 2.342165061613408, 2.8844873716191546, 1.5662325228132852, 1.9335823088157467, 0.9918939776536894]","[True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, False, False, True, True, True, False, True, True, True, True, True, True, False, False]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 24, 25, 26, 28, 29, 30, 31, 32, 33]",1.625446014171713,-13.898116592806083,35675.31936109059,1.2712374794380548,0.21956928422241817
30.0,123.75412,-20.193798,23.930223,35698.66,1.3258059,"[21.59685406296457, 26.57144757529939, 37.48180526913712, 33.584489736651065, 7.206099743364277, 14.232226103747125, 14.649510905889306, 5.160400070973532, 33.91914621017016, 24.01876360960401, 42.74524995355777, 48.1954751199561, 56.03503438395047, 42.12550118191196, 46.44852955374536, 58.92292470933869, 61.285995599738435, 48.28751756771175, 42.61857506408349, 56.321380967935376, 74.92781121878738, 73.50139626251723, 86.26100771299681, 87.31323184568154, 29.859072011828776, 36.96139878471327, 26.762483566133124, 20.6977330005562, 67.40540544112804, 55.794169322199686, 64.80031500097303, 74.91152020340775, 50.08681157840011, 53.16906305057093, 65.41951033877851, 62.651720144464335]","[3.1825155019760127, 1.9705773490231209, 1.2841894314056488, 2.1813172029285894, 5.66105108435561, 2.7156012450776448, 4.703482476676382, 13.259243674394561, 1.8578631485380774, 9.132261683301227, 1.1434058045468678, 0.5734385241095612, 0.9837658485261405, 0.8608000125826859, 1.2239343145998511, 0.9765222486926288, 1.0771792291141138, 1.9633526482233186, 1.394862354528613, 0.7878600097284083, 1.6445593862998775, 1.4403526921097825, 0.4161872514864293, 0.6382468996978388, 1.9251402558349977, 1.0813559155638623, 1.3497846155631832]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-24.50793339199962,23.1201803544646,65570.52012299106,1.6948867838281174,0.20077750928727658
30.0,167.68777,-7.5107265,-46.26196,15593.873,1.4634383,"[50.854046385966114, 53.38060948637223, 41.58952381765241, 38.07215800578656, 81.74690147547794, 83.10102050682778, 70.46372836094936, 68.73914070775123, 61.3535744242343, 57.70872407661486, 33.16220460310801, 38.71095776718639, 71.5803226402162, 64.35837477984215, 51.32800203569381, 59.928668504767586, 101.68505348412309, 96.7012909487125, 80.5714873719871, 86.2699694665939, 16.347123325717888, 11.05346735297645, 24.622925881344685, 27.151974502482457, 99.12769349123485, 110.21209330464774, 99.21080988899296, 88.0979346655729, 54.71832157240726, 43.92389259603092, 34.95414168399084, 47.7669356333522, 21.152897110377292, 27.322115116217656, 21.07790437882877, 11.322151516203355]","[0.38656556024783995, 1.238323021225813, 1.1557106201241654, 1.531305109582296, 2.204990786750142, 0.9188324939913864, 0.8023567497730254, 0.496069196520782, 7.188545494544796, 6.139891176688961, 1.6486524808697585, 2.953301297455299, 0.41351267477361164, 0.3257326145724552, 1.1436402252534539, 4.589427171683893, 1.4390904547237768, 1.870792086531476, 3.322493375801458, 4.30467434045745, 3.2371707805773102]","[False, True, True, False, False, False, False, False, True, True, True, True, False, False, True, True, False, False, False, False, True, True, True, True, True, False, True, False, True, False, True, True, True, True, True, True]","[1, 3, 4, 6, 7, 8, 9]","[1, 2, 8, 9, 10, 11, 14, 15, 20, 21, 22, 23, 24, 26, 28, 30, 31, 32, 33, 34, 35]",-2.0602926075597336,-46.27210176508929,59009.00399238494,1.5597289096828353,0.17813283314268308
30.0,153.96133,36.350475,60.778957,41418.047,1.4063843,"[79.37581587709961, 87.47453092684306, 97.1922812726967, 89.79519599442463, 58.62975998037899, 68.64943152403131, 75.61090829612756, 66.4065121772838, 56.50225604511514, 62.53919383674709, 84.99462783140797, 80.24263111144425, 49.15443403860369, 51.74031936209437, 66.01251653593295, 63.65904039146149, 15.191493472704531, 19.910933635093926, 35.00290597842024, 31.736517782157698, 120.11263105018809, 123.1748142768703, 136.71781481772112, 133.86461203706384, 41.98514020132767, 50.45920065788259, 51.896370388824884, 46.17628494317861, 75.93711092591595, 77.46954422182539, 92.34253991594429, 90.92122476569376, 105.28669209656968, 111.69150547792319, 123.22761506898813, 117.31695380891716]","[0.45431187240088855, 1.7852541513559292, 0.665549552295266, 0.5226809440589533, 0.9618342467924442, 0.3905290874039254, 0.6565204935102927, 0.8685084559568543, 5.283657733987017, 2.4470639664952345, 2.4790852898504676, 0.459445685875125, 0.6162874491476431, 1.5986163805170754, 2.2243902814097516, 0.4503887782736522, 0.5447198068950234, 0.37353222326534546]","[True, True, False, False, False, False, False, False, True, False, True, True, True, False, True, True, True, True, False, True, False, False, False, False, False, True, True, True, True, False, True, False, False, False, True, True]","[1, 3, 4, 5, 7, 8, 9]","[0, 1, 8, 10, 11, 12, 14, 15, 16, 17, 19, 25, 26, 27, 28, 30, 34, 35]",37.36899998558869,45.57199999538989,141935.4224859922,1.9756724939273376,0.3217220738849644
