theta,phi,X0,Y0,Ne,s,r,rho,mask,worked_clusters,worked_stations,X0_opt,Y0_opt,Ne_opt,s_opt,loss
30.0,265.11362,-13.961821,39.4927,15922.51,1.4386859,"[25.630165323588695, 32.52266748341968, 41.39597606525805, 36.32726370349675, 11.556265881337291, 23.467307394724042, 24.132993934118943, 13.118534235823846, 25.947719671956627, 16.536434396787232, 37.272247022155526, 42.466143588108714, 56.94877734220144, 43.852516163816766, 52.157141483516824, 63.61845455125355, 51.59479792545154, 37.32447515134924, 38.190307844437584, 52.3167641732969, 85.14434011619403, 82.93909348339507, 95.31614231239652, 97.25353163518324, 13.391567762698635, 23.083240596250207, 14.261380183321391, 5.418282203041525, 74.3846579305224, 63.528892576145815, 74.16178442789352, 83.53160478198315, 52.12099981029929, 55.570438005359655, 66.65605395356134, 63.84774381470934]","[1.1924791445092455, 0.6436430735558998, 4.7503226413959405, 3.5204731109665657, 0.6711182252662937, 1.719845686017013, 1.1016884591521285, 0.47456345907071734, 0.5083361686002916, 0.5496375081015796, 0.31428100404942905, 0.3913673685818183, 5.210913536025256, 2.9135797081924064, 2.5838179195799476, 6.743849050707933]","[True, False, False, True, True, True, True, True, True, True, True, True, True, False, True, False, False, False, False, False, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False]","[1, 2, 3, 4, 7]","[0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 24, 25, 26, 27]",-15.09347838164416,45.25601675049751,22001.86620171633,1.3816499780663691,0.1662918466432931
30.0,271.49762,36.7479,32.778057,24666.719,1.3776509,"[64.84934672608503, 76.70902783391705, 80.19410907123041, 68.92130020604827, 62.93688679900474, 75.06567871383828, 74.55752488134047, 62.31298250286, 31.742803668509726, 44.75350624894912, 53.536785101758966, 43.20309714006779, 17.379131712969745, 22.721292086141357, 33.77843344676876, 30.35224867784147, 12.017065100263434, 18.11666034823934, 14.095340089695204, 3.0313689254041143, 81.96390470274352, 85.93709899190547, 97.17076374114369, 93.64868439253556, 49.74320389228954, 63.48320702039625, 60.02798449728056, 47.098900829888265, 41.813916243929924, 42.89025472659911, 55.87097749352966, 54.75840947484027, 77.30592130076343, 87.22721525471245, 94.06398926953555, 84.92165325607766]","[1.9627100810772034, 0.6398631305229373, 0.5978124625072246, 0.39183648257720755, 1.9324532732730957, 1.8704150144646805, 1.58273028891261, 25.507229130442543, 1.9720342101120363, 4.312763490327974, 3.8867320229367506, 0.5100240431180814, 0.43664836302036186, 0.4299069050608611, 0.5735491470592777, 0.34345175344042655]","[False, False, False, False, False, False, False, False, True, True, True, True, True, True, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, True, True, True, False, True, True, False]","[3, 4, 5, 8, 9]","[8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 29, 30, 31, 33, 34]",37.30430423146871,45.44715120159887,53694.51887244612,1.663736859203906,0.15736519028602639
30.0,297.8704,17.146927,-10.192276,18090.898,1.4276906,"[46.269274120251524, 57.294297626281704, 55.823890641045516, 44.05796995378826, 61.20983078851099, 69.34572369491644, 63.04307340379743, 53.654746831967415, 30.831519847722838, 37.71821230852749, 28.012644103034503, 15.584886197818232, 29.353085389748387, 21.216687058328645, 8.584538367342626, 20.88461174742365, 56.44331962465876, 51.61492607220969, 36.531811547804885, 42.23784100299569, 42.89306922184499, 47.01033258845163, 58.96610213957651, 55.47831468997266, 60.4669688203465, 72.72728838930105, 64.46394026313551, 51.719390620994794, 23.454760282401875, 9.544729703478021, 19.530577210312238, 27.87938611379305, 46.09026340790284, 57.47370355216181, 62.00588816975447, 51.29725099542883]","[1.6212321636153426, 0.6831554105369055, 1.9433881814886884, 0.8171133515311451, 0.4406195679088918, 1.945812346004858, 3.0405962976013736, 1.1240901743493428, 4.537502440010629, 5.524846111855855, 1.1412064294989515, 5.906387436680677, 5.344771393915502, 1.094851824568539, 0.9259484344866217, 1.4172928725800862, 0.5401612781896823, 1.0340852526629842, 0.37608007196246124, 0.33720684941948914, 2.711014958416543, 1.315578273156794, 1.1653046055537897, 1.4754252099409335, 2.1575116893140276, 0.9558104523798313, 0.8949104969094438]","[True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, False, True, False, True, False, False, True, True, True, True, True, True, True, True, False, False, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 22, 25, 26, 27, 28, 29, 30, 31, 32, 35]",8.61999170344907,-4.970662525980506,40401.57466376708,1.5487029308381155,0.2572141250136449
30.0,83.74927,-16.474632,28.204872,43844.785,1.3732692,"[26.49531485305158, 32.66367948211147, 41.89612616343893, 37.40483546856134, 9.91988367653043, 22.003800878658758, 23.39585416187742, 13.051950355682264, 31.778743950676922, 24.247469744472166, 45.45530224405234, 50.063941018633244, 56.54206114968618, 42.484286355722986, 49.23393910099009, 61.89583229653826, 55.055938443082056, 41.396914058113424, 39.3026590767821, 53.686309218639025, 78.37392415480359, 75.88377372043206, 88.17964505587652, 90.38938407143725, 22.433651864151404, 31.9635227537913, 22.31687123458342, 13.55208763288223, 72.04623474940828, 59.999782488989716, 69.87616823829022, 80.69532512233224, 52.700476335278005, 55.718436020333336, 66.94469333291968, 64.53892721955074]","[7.86295969311784, 5.061286615162361, 2.6836155391320946, 2.674896724340392, 6.701851036490463, 2.6713019100631152, 2.242332006373056, 16.3740312180868, 1.0015243982396473, 8.980604933529365, 1.0665446156408729, 2.5682640148372182, 0.4452815869959389, 3.0337453978817632, 2.5883880330295095, 1.434587033056631, 0.4809261640397513, 1.1470703090109475, 0.5220560947569405, 0.7188495975442049, 0.660025219364864, 0.9657960475944889, 1.5932397871482662, 0.5781805460772862, 0.7282040286354902, 3.516074360870733, 2.4113391594188966, 0.3738701570688224, 2.61952437278701, 0.660846009850502, 2.6085376739501953, 1.4883239821689882]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33, 34, 35]",-19.50931895974512,14.593927641308117,50563.53114523295,1.4853255273124613,0.38035346723941776
30.0,199.48709,-36.792576,57.16137,88264.29,1.3039132,"[52.1535732125029, 49.06006082219791, 62.02796500422186, 64.6993059487945, 24.33725278668583, 18.43301092048791, 31.195740855001738, 35.37126440823466, 64.5820852611261, 55.86701557584475, 76.92711063306196, 83.78886619933601, 83.89756240489129, 73.04388221272346, 83.75788454711832, 93.53673697803944, 68.18678438642219, 55.57630402993187, 62.651971819561766, 74.09563056191976, 121.47219478764501, 118.23725262181208, 131.97588780196327, 134.96612376931094, 25.01569312233558, 15.62975864901896, 15.244680845004414, 29.45717011345367, 105.8673514412797, 96.42934005320448, 108.94305945043263, 117.60574675961294, 82.49520915459749, 80.2863010367821, 93.87014566019174, 95.89973821449112]","[1.4767698580172002, 1.9791816792837, 1.0274248879130292, 8.681023266257307, 9.981930982775804, 2.821135266524989, 4.157783418166928, 0.7751483197619274, 1.2322052768090874, 1.0316888006722054, 0.9411120923554024, 2.76337527647251, 1.9998804825108223, 13.03978227987522, 48.37002114551823, 30.576162221955087, 11.189679547054011, 1.1646421399058364, 0.8579023727556553, 0.7132095988930724]","[True, True, False, True, True, True, True, True, True, True, True, False, False, False, False, False, True, True, False, True, False, False, False, False, True, True, True, True, False, False, False, False, True, True, True, False]","[1, 2, 3, 5, 7, 9]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 19, 24, 25, 26, 27, 32, 33, 34]",-26.019873219231165,60.549095071547455,103112.11609726904,1.2604743959076807,0.11634329307824583
30.0,293.5375,26.104626,-59.51717,89957.945,1.3371042,"[78.27139320213826, 85.92063791714139, 78.6863504838871, 70.04281326001687, 100.71401024285255, 106.43650770660325, 97.37608888655569, 90.92350266268481, 73.88373227633441, 77.71634912858045, 58.76976009470595, 53.01956246181433, 65.96459769991279, 63.61552541337531, 50.36475677086299, 52.86648724952064, 95.96021539631326, 93.82432691548176, 78.80712732718838, 80.73808921733257, 19.202169880628475, 28.64461176321437, 30.979652217662853, 22.02541094035659, 103.40109219220521, 115.07382538857364, 106.24447264573438, 94.23876837799101, 43.55174351792805, 39.18608741078608, 25.588667967697955, 31.265305051272918, 60.25084219416486, 70.07215260711534, 66.09754291700303, 55.3116596580342]","[1.669064709326116, 0.7281409258522638, 0.3979857556703614, 0.7223928937824761, 1.0160357668632414, 1.8615891657224513, 0.9012185945743467, 0.6221863554745185, 3.342888340717409, 2.554085014796838, 1.5493782191741756, 0.3556918307411961, 2.917211048486756, 1.9940813867057239, 0.6109593299830832, 0.9770904008935136, 12.733620841328689, 7.046764943657852, 5.493675790181974, 7.558579125055452, 0.6039834967473657, 0.8288998974532615, 1.408378434617345, 4.407164527148734, 19.76916557405053, 5.206128809510207, 1.421780484478648, 0.4980294261036849, 1.6294116290604195, 2.2205027138314595]","[True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35]",23.869000777290097,-56.821324941008164,83237.0709954099,1.177547113147556,0.2829597148580614
30.0,195.543,-30.107676,-68.861626,27232.682,1.3824309,"[75.70600378044271, 75.89352902221928, 62.814067538833484, 62.75389026176528, 106.69218470266698, 107.05783994132148, 93.97757525335537, 93.67229171682018, 90.21557194370908, 86.40289146358842, 63.372252796254834, 68.7967931770764, 96.37779684830933, 89.49911783113177, 77.31832615200595, 85.32073366128179, 124.54971262143869, 119.78965192318707, 104.54647657973844, 109.8736471886862, 34.83919207329526, 27.229182015987373, 25.080121256296607, 33.49948351618111, 121.5617037270192, 132.037604227822, 121.12162122261641, 110.73700504344569, 79.96150930472518, 70.22028391863304, 60.82746811994181, 72.2736349561828, 44.65510219102571, 44.45172681014625, 30.784438053675565, 31.425050521616576]","[0.4307992029480817, 0.9447119039733234, 1.9652685377655958, 0.8125200685931415, 0.7065187503651874, 2.6734829312417565, 3.357643761285921, 1.649469864077684, 1.82196879532279, 0.6675399476435125, 0.4673807359323268, 0.909578872890007, 0.8506830327394531, 0.8416054997502302, 1.9975860671299257]","[False, True, True, True, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, True, True, True, True, False, False, False, False, True, False, True, False, True, True, True, True]","[1, 3, 6, 8, 9]","[1, 2, 3, 9, 10, 20, 21, 22, 23, 28, 30, 32, 33, 34, 35]",-9.891332395548861,-56.93073637859594,103190.5397115484,1.930014715712936,0.16779903924237866
30.0,166.94522,-11.8225,44.86133,54772.32,1.4181839,"[41.068886281756434, 44.60563478053023, 56.95787432014623, 54.06847154657718, 11.240208160147866, 19.671402234659304, 28.667258091726573, 23.310926668989755, 41.07670904562619, 35.98723429912274, 60.07565329396917, 62.96161641439475, 54.28125410513977, 44.75505204922429, 56.29383881340648, 63.91623910835744, 43.89488570507633, 31.18463376857378, 34.47103404129437, 45.704503945477924, 101.00145998723771, 100.47509581667892, 114.71026637707534, 115.1132096168614, 9.077241158698273, 20.632509377249196, 11.004067409026325, 3.3971634685956995, 75.99903755503114, 68.93800938730207, 82.39384661580877, 88.40519114281162, 72.25355655536762, 74.56252171054395, 87.97041512643555, 85.92057911420125]","[1.5042109823808436, 1.4338656896498143, 0.46884691024698855, 11.427185884336145, 6.830147126825843, 2.7314290040876803, 2.6408446634688025, 5.669813330580548, 2.2725143083711945, 1.2140094143588367, 0.9985863253837678, 1.4312399051538327, 1.117504224544618, 1.1179797896524752, 1.3526958845010617, 3.339706397638088, 4.849598902027781, 1.9121244549751277, 12.118817102618332, 4.825589133471977, 6.864565901639984, 25.273355042062153, 0.48404813903134036, 1.171671671838295, 1.5343378593282, 1.434303184108036, 1.5019332853759206, 0.48034370127247594]","[True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, False, False, False, True, True, True, True, True, True, True, False, True, True, False, True]","[1, 2, 3, 4, 5, 7, 8, 9]","[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35]",-12.732737464105874,43.69880287426105,76387.24492812227,1.5108123423589186,0.18004362842757568
30.0,92.45856,31.937689,-48.441143,26798.145,1.3559678,"[70.03982721516067, 80.24514665212381, 75.11749687533212, 64.07391948445985, 88.68894253186907, 96.90809581442443, 89.28293147661293, 80.26534951196487, 50.277900004729275, 57.95786450008691, 43.99382999260284, 33.120655075220135, 50.299438510944334, 50.84882048491462, 38.270453152824615, 37.55276307021166, 80.77979226481341, 81.05564460675878, 66.18628972112067, 66.1873512942225, 26.195101537405105, 35.616571798477, 40.331154855548746, 32.242852114720584, 96.74581016131224, 110.52023054447724, 102.0404129513176, 88.12014532346156, 28.05222271419794, 26.53898156657513, 13.738449727384664, 16.282237494264265, 58.62005624558068, 70.21699075007061, 68.9244387811119, 57.03738456414731]","[0.6320913572136948, 0.3696958102831026, 0.4103286418972945, 1.1637947726540447, 0.4679849144162201, 0.3919501947920496, 1.094713534523801, 0.6080597366501644, 5.287394291017113, 2.0597815150167884, 0.5299821041706131, 2.6474342477030866, 3.2231146242560405, 2.448576616077888]","[False, False, False, False, False, True, False, True, True, False, False, True, True, False, False, True, False, False, False, False, True, True, True, True, False, False, False, False, True, True, True, True, False, False, False, False]","[2, 3, 4, 6, 8]","[5, 7, 8, 11, 12, 15, 20, 21, 22, 23, 28, 29, 30, 31]",29.50967320401594,-80.0,84802.32308883587,1.7651395230549576,0.4292455209711684
30.0,86.53909,7.114855,-46.68787,96262.13,1.2462674,"[52.12896112320962, 60.736228767796405, 53.7480940128469, 43.84368287230948, 75.27561952306236, 81.54438827968478, 72.29100185981959, 65.1750903299114, 42.47099167928829, 45.11393832984778, 25.39758829187314, 20.584558257674207, 56.58971133273901, 50.66997934313819, 38.584704248947645, 46.22170923138821, 84.10542297291202, 80.47067403174141, 65.8411881531132, 70.64218208507552, 9.130687017687999, 13.487735018454284, 23.726602423456296, 21.613580679258227, 88.32002232972619, 100.78022185770979, 91.4442419764361, 78.86084130676475, 42.28012553577195, 31.28534219340983, 22.597019902674518, 36.3991464767505, 35.45179560554305, 46.74011607165176, 44.74446707992517, 32.857710243542705]","[0.8120723068714141, 0.7209789189623623, 1.0829141772374873, 0.5240691598595643, 2.6750430101301608, 0.5228203244325591, 5.82686284693276, 1.7925806161833968, 0.7860928592158525, 2.5580430903085847, 3.551639071324976, 0.49111792227117024, 1.0608431042694462, 2.0565408759000823, 0.4388827648831577, 679.008530407417, 29.673355381663253, 19.00430132703083, 17.270810720397204, 0.47751625136631287, 0.3909552697001433, 1.238459948359466, 4.241324052578065, 4.567825576154196, 3.719419240951537, 4.693791633698998, 1.482068220289742, 2.4278600041459244, 6.045494864626628]","[True, True, True, True, False, False, False, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True]","[1, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35]",6.5322709229323515,-56.231604556700795,82068.66705502244,1.1026993887562255,0.30405438343115204
30.0,183.824,30.04123,4.035227,13767.488,1.4748611,"[42.46929380830827, 53.07367550837758, 53.8863927195654, 43.54249919908338, 54.64787647038825, 63.34337258862766, 57.1835148427705, 47.42722797256397, 14.87823168282044, 24.97967395507589, 27.747857503822722, 19.45638452816586, 10.4584173813954, 8.816336984687307, 9.37824064297895, 11.194066100059684, 42.07663710829993, 42.01809988670147, 25.144335095617325, 25.36560023782356, 62.708116268533175, 65.55947209943058, 78.84750264511767, 76.51297855200954, 60.56560673992358, 75.45874687055732, 66.65095742386167, 51.71563773840451, 24.095407841143754, 20.748977660695843, 36.01989921289825, 38.20231615021409, 51.33775268742017, 60.10255617868354, 67.69642422856425, 60.088427823779625]","[0.5308027583651426, 1.0051026758624286, 0.9069616293034901, 0.3860272103693427, 1.426744024928023, 1.003105738540975, 4.259693186457564, 0.8679313085428098, 1.976517278973649, 5.602885310242815, 0.38849312539507697, 1.069672405719757, 1.775578209539739, 0.6422110628790971, 0.377275572135681, 2.2861401482326227, 0.47892600116206374, 2.7968038509531716, 0.5504647496996855]","[True, False, True, False, False, True, False, True, True, False, False, True, True, True, True, True, False, True, True, True, False, True, False, True, False, False, False, False, True, True, True, True, False, False, False, False]","[1, 2, 3, 4, 5, 6, 8]","[0, 2, 5, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 21, 23, 28, 29, 30, 31]",42.39484470599673,0.8151623628286855,61876.51131337869,1.807992467768635,0.31485084303281136
30.0,273.9993,-18.453318,-21.199736,15277.662,1.4595472,"[29.895127404975078, 34.776614108462496, 26.13253419977938, 19.015520055075434, 56.71371056668107, 59.31894300190759, 48.667378993905274, 45.393795292591264, 45.730119636175466, 40.039194319811934, 19.855940816563102, 29.506338219303025, 63.46975936910042, 50.657554262712424, 44.219625879795394, 58.35373394472363, 81.80298442922752, 72.42518341410059, 60.97079485668513, 71.5698497390977, 38.36984199406981, 32.86403179722968, 44.24583001266714, 48.425270969452924, 66.10990682156314, 74.54789697562104, 65.0919751719147, 56.653146357695675, 60.772804067252316, 45.648974872381, 45.83451368459748, 60.768390617734816, 7.433600705790705, 19.239565874783814, 22.123525460234177, 12.967279298222005]","[2.2191296263438898, 0.5534170422612166, 3.3044255361324404, 4.798133198807879, 1.2527311720499177, 0.40838862882881627, 0.8113925776830533, 1.2597553431987762, 0.39480158650293584, 0.3236600129706103, 1.844541146987822, 2.247428203501352, 0.9547670985140451]","[False, True, True, True, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, True, False, True, True, False, True, True, False, True]","[1, 3, 7, 8, 9]","[1, 2, 3, 10, 11, 24, 26, 27, 29, 30, 32, 33, 35]",-14.89691808882244,1.117238473707514,18549.67407925616,1.11018823491841,0.1853012227843436
30.0,89.64981,-7.3611436,-16.69229,106407.836,1.240963,"[22.78828153419836, 33.3450018552725, 30.391965509487928, 18.209402363371552, 44.94180774840694, 51.12266409288349, 42.4569364042461, 34.77534886845373, 21.408670824475113, 16.416206397479222, 5.499066868539354, 14.836121460580639, 49.98800414088016, 37.37127086065091, 31.344302143476586, 45.71594237624335, 69.29241209495041, 61.15267163631455, 48.71807825445929, 58.88055686194924, 37.91741755711242, 35.526614578334026, 47.893001609166575, 49.70005506613226, 60.45400107125907, 71.64232534339897, 62.08785564885976, 50.81242153606704, 49.51705041487561, 34.32165198258748, 37.30113900016474, 51.73848149690474, 22.316546207694945, 32.67444241184747, 39.04261284558564, 30.92384982772289]","[7.360089115980194, 6.1871649288549655, 6.073451987126978, 10.763263557015394, 1.8392072581663361, 0.6568351442494043, 1.643816690619399, 3.4188875337926348, 6.1467471646099545, 7.52566718473667, 111.90200433498474, 26.6922421571685, 1.3742348769815955, 4.220146958420916, 2.504705655865553, 2.8615097810582415, 0.5292758890768376, 0.293187933360658, 1.260586537239028, 0.85675580109038, 7.5518641530013655, 12.683736114967159, 0.32342009518931547, 0.5310310459718471, 0.39416297179896653, 2.3154247461295707, 0.29866517771308015, 2.1763651109323265, 6.790705570360508, 1.525670289993286, 1.650120790411786, 19.647391831002583, 5.562137176350849, 4.5433149832050965, 10.591834783554077]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-8.20279076380995,-19.866391150516517,151524.1581089837,0.5166758847828739,0.4342301133857806
30.0,334.9792,33.32272,-68.85488,57239.64,1.3937081,"[89.974149493436, 96.38730963991182, 87.73128143762578, 80.44019924963598, 115.35949843792966, 120.1214085082063, 109.73726848681574, 104.35488962185292, 86.58473312780198, 90.48912485817513, 69.93016141351292, 64.29762719588837, 79.00456558083667, 78.2151960222448, 63.79727073631203, 64.41817896877912, 112.61250180869422, 111.55157117522437, 95.00750257519292, 95.85462745055479, 26.30007432001029, 34.24547448608562, 33.30837965873407, 24.587166034731478, 121.90323756338151, 134.11918391066118, 124.16140116160163, 111.70808279699078, 52.677364386088676, 51.18500841606361, 36.419738912609546, 37.92990811594245, 68.67028088071042, 77.04734706712468, 71.52803214380701, 62.1712014678055]","[0.36281140566599074, 0.747569268796502, 7.254370102068272, 0.6269552267906142, 2.8362375933949537, 8.877407486845806, 0.7808374740728516, 1.1906493909475278, 2.4100382153580826, 1.8204114422565552, 1.2859298688609424, 0.4199306230719496, 0.6503191572136995]","[False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, False, False, False, False, True, True, True, True, True, False, True, True]","[2, 6, 8, 9]","[4, 7, 20, 21, 22, 23, 28, 29, 30, 31, 32, 34, 35]",37.166607739643986,-73.76786480171455,68137.36520777158,1.4610303695332774,0.3819540250301089
30.0,248.7146,41.495667,-36.359783,76734.39,1.363039,"[79.85702174314483, 90.27836378519264, 84.35805981785605, 73.28431450594154, 99.37191455626348, 108.22649416950165, 100.14494473865227, 90.65407250357327, 62.85964852506286, 71.15501442931982, 55.2206864763036, 44.6621265179101, 43.78710360118148, 48.42614102303216, 36.49606642374586, 30.597324221988295, 73.81823178444506, 77.05451821880327, 62.57249860154918, 58.567484740631414, 36.03870927494607, 44.65665291115495, 49.706937457603495, 42.41535181007838, 98.43829058541971, 113.11305427757887, 105.04287366705213, 90.13872421807689, 18.58985577684396, 24.137970365481344, 15.108943133788376, 5.3790812345484555, 66.52913467111779, 77.9936588681351, 75.49799539094259, 63.79713927900364]","[0.29824010846091475, 1.3770943552982515, 0.9398941041492832, 0.41833996954487584, 0.5667879723194168, 0.39601671259577675, 1.1049887937743488, 1.3111522648392653, 0.41577506174401535, 2.4307604606558635, 1.9371422325692524, 2.9099098429447263, 1.8525937708412727, 4.073661275026274, 8.200331432063404, 1.8436063717051248, 1.3622643380630306, 0.4810084838692734, 2.4153283093033764, 2.4149675921695986, 2.770751714706421, 1.7251492273516769, 0.3156932979458716, 0.6572118983036134, 0.6979288215317376, 26.750715767464982, 12.488766414363209, 11.772916811268503, 47.54642451681741, 1.0158973859577642, 0.5313109424782962]","[True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True, True, True, True, False, True, False, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 31, 33, 35]",42.93956936901307,-25.949984153826353,76750.9184029518,1.292447220182336,0.34719634106013764
30.0,148.39096,-12.071864,-57.94941,50289.406,1.3989006,"[57.822749197283585, 58.78834013642172, 46.81752557857243, 45.20169862492516, 88.03001559211908, 88.18105576728983, 75.75255949755731, 75.33755230884354, 70.47322347246997, 65.72112118090514, 42.039173707679716, 48.36501514728613, 84.86199625385534, 76.91436564764717, 64.13115565777304, 73.14075857515797, 114.48015680509818, 108.46299618884265, 92.81562838297809, 99.54129257216745, 18.191861396403304, 9.531362925469086, 14.8008774537568, 20.68196622622186, 107.7716915260141, 117.58259578694725, 106.83082619255732, 97.05651307313622, 67.4075790645774, 56.642387214716315, 46.24053625443019, 58.62880000987395, 27.97932076943723, 31.294579888515834, 21.738354962033554, 15.476696646239919]","[0.37059760311754736, 0.6529787419045843, 1.1973339246540533, 1.6990256745640822, 1.0520259781581598, 2.1328273706319854, 1.9018368386640778, 0.41806652415089485, 0.4704231623469329, 10.619301621506853, 26.714359841695646, 23.70133051058141, 7.969973290838846, 0.8839138942520792, 0.930272860497963, 1.750550255542848, 1.2255664460542723, 4.120234309173211, 2.075768825484485, 3.907293444726525, 4.581249705175074]","[False, False, False, False, True, False, True, True, True, False, True, True, False, True, True, True, False, False, False, False, True, True, True, True, False, False, False, False, True, True, True, True, True, True, True, True]","[2, 3, 4, 6, 8, 9]","[4, 6, 7, 8, 10, 11, 13, 14, 15, 20, 21, 22, 23, 28, 29, 30, 31, 32, 33, 34, 35]",-6.596883742287299,-61.6954453053833,79346.65392262557,1.3796401031392065,0.20139049564623335
30.0,357.5561,29.355053,59.565178,29050.182,1.4438473,"[75.72769636803777, 83.58963186804446, 92.68879379610516, 85.64593121658073, 57.661743903714196, 67.59595193531618, 73.09785274368413, 63.99621602030179, 54.970090453131434, 61.92865428124015, 82.75024746005793, 77.6335407073338, 48.75807821733337, 49.17055405148854, 63.94410118406475, 63.599967864005066, 15.122971841264274, 15.376578930533514, 31.774584070569283, 31.577138348157376, 117.6787775884172, 119.54661286908679, 133.5395926943247, 131.86408527960148, 34.759384219877774, 43.5817629978974, 43.96198053496818, 38.40339386564158, 76.76884193427664, 76.40261787315187, 91.68678597585983, 91.93269823444056, 100.60093834291797, 106.45664794232127, 117.86646939178945, 112.59435935313351]","[0.40580141471653447, 0.4730023807141838, 0.4307688554612601, 0.41364914760356997, 0.735363400563961, 0.36863914531905473, 0.497845296816128, 0.46725980028873537, 0.4364877666642026, 1.8691487792061592, 0.339770916758514, 0.7015957338054005, 0.9654075270745811, 2.4361114312962786, 0.6747957228160485, 12.934117782406691, 1.2366759886101977, 0.41558443591362093, 0.5158613004335543, 0.31677260994911194, 1.5487896233070186, 0.5989451779098045]","[True, True, True, False, True, False, True, True, True, False, True, False, False, True, True, False, True, True, True, False, False, False, False, False, True, True, True, True, True, True, True, False, True, False, True, False]","[1, 2, 3, 4, 5, 7, 8, 9]","[0, 1, 2, 4, 6, 7, 8, 10, 13, 14, 16, 17, 18, 24, 25, 26, 27, 28, 29, 30, 32, 34]",-20.55699999999052,53.62300000000646,82390.67730803542,1.942812479953321,0.4317214765873082
