theta,phi,X0,Y0,Ne,s,r,rho,mask,worked_clusters,worked_stations,X0_opt,Y0_opt,Ne_opt,s_opt,loss
30.0,53.163406,21.254372,60.10446,4734297.0,1.3756367,"[67.61159140527879, 75.23252094436174, 83.2199332747491, 76.65342258646369, 51.40832515371778, 61.83730586583986, 66.27335882088194, 57.008038056234334, 52.27730262288256, 56.80668460088406, 76.96505295742004, 74.2328229144969, 50.357948542101376, 46.23514508911203, 59.86712377805633, 63.54240395797906, 21.76862596469295, 14.170275128235765, 29.93693082285485, 34.91573283384319, 106.31807514709293, 106.78866843007401, 119.67181687467131, 119.41183968818984, 29.506123957077847, 40.72915410289619, 39.67995242894718, 31.982549524036013, 76.63863532286253, 72.32902620023877, 86.32737374275608, 90.43324422308842, 90.16122825707815, 95.31406150511229, 105.57155450495462, 101.15168062169407]","[83.62303129056603, 61.00003893782452, 46.47322108105915, 56.36472236819383, 152.3467156945205, 93.24883251655392, 83.28862306548328, 133.07310895221988, 149.6368036037538, 131.57199068767267, 60.741191957055065, 67.88138063942513, 102.35839936791396, 156.7219408547006, 81.3603401184082, 65.69293650185189, 322.1279935138981, 1398.0113704030105, 382.98648741187117, 157.28412023404746, 13.049247788219915, 27.332747854837553, 15.250591243185646, 14.940789559992346, 383.2286043864924, 153.3914310176198, 231.14502139207792, 417.5192670124333, 45.230853848341035, 44.466143701134655, 29.31418942242134, 30.485574792071084, 40.390593249623365, 34.088634863132384, 29.8583216783477, 31.488395318752378]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",16.93953490566726,55.38284249996688,4404833.23426406,1.1145968657996892,0.0214452879286664
30.0,118.852844,0.9670999,53.281273,15149074.0,1.2880888,"[55.19349477030972, 62.12773848949632, 72.33864889351518, 66.22064817711036, 31.485497036596882, 41.51449768269035, 49.24867309059503, 40.732578522555485, 44.6406102796716, 45.12486404405097, 67.82430121643965, 66.9726833678734, 50.17029147380768, 42.487217364456804, 54.43903589755441, 60.23838875076937, 35.72324766609738, 22.184623217448486, 29.862037578638244, 40.066499777523, 98.66621540961253, 99.75899427803971, 112.67215688368937, 111.59209037844948, 9.952671591450178, 22.05166207317459, 20.743680201070518, 15.01378808202147, 71.83307483881754, 66.21784112111548, 79.07466087048286, 83.78627219613031, 81.79563724552878, 86.93435906467298, 98.48155265114843, 93.80286306785906]","[319.49431721757094, 242.7501445863305, 166.05652832403413, 201.4095027272294, 951.1727123725703, 486.1501368080697, 391.07987938857656, 615.0689473966272, 750.0823881567977, 625.1488197140577, 222.16529380984423, 267.9820177031726, 401.90678108029243, 616.4759193978658, 340.363200117902, 243.409366142459, 756.9507040628572, 2217.7244977253235, 1510.166261254287, 670.6284313667111, 70.180933649947, 60.07488762460103, 50.41381789416801, 49.377668194654504, 2382.7698870403005, 773.6046953899104, 1007.4215400509717, 2771.464836306688, 162.72293649068692, 220.06241868181925, 132.72773928758573, 94.2130321409644, 116.75362470673352, 109.05905467707935, 80.5781759866854, 94.97848371180092]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",3.2579972187478305,46.91753395839127,13146046.853561934,1.1217604938708314,0.032884966831156416
30.0,286.241,-19.32017,46.458084,6574410.0,1.355909,"[31.658957193073526, 37.346756244770674, 47.553918247537844, 42.978772488537565, 8.362302612292577, 20.265584400917305, 25.26544567875125, 16.609253884392235, 29.62442602140662, 22.265658426060057, 43.38656649894494, 47.10548954508814, 60.99840863715323, 48.74870177840755, 56.99639567883194, 67.54372033690234, 55.847890862321925, 41.633276795519386, 43.05767526098692, 56.74780819394588, 90.8212098984163, 89.20959313069339, 101.65438327699785, 102.95989856047568, 12.099063424316048, 16.06063308298265, 6.557470779736628, 9.731729731168183, 77.90956870575947, 68.00143595009129, 78.52785543075593, 86.84260405154355, 59.242319591016454, 62.746266028226444, 74.34288314918106, 71.24108206567999]","[254.46424251649438, 205.8739313265172, 135.12151997263837, 163.70609329967962, 1639.0235714796108, 779.4015930920112, 442.20175394197787, 642.7455064727038, 299.0756848963295, 403.9785803818121, 154.1704666323778, 126.80862008071524, 73.96504355639945, 99.84536287261218, 91.72641940233183, 56.56470903536168, 103.00860753873498, 181.2847300273616, 154.978368340469, 98.02255397889671, 35.065083968930125, 37.711143493652344, 21.25024214023497, 20.909065153540634, 1543.5031797827742, 2994.346060403963, 7919.583204315928, 1014.5230176972178, 43.963536983583026, 48.33574702100056, 38.565911897798856, 38.25781112763939, 77.68034353488828, 81.25570925270638, 44.6720821101491, 58.019550835214005]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-24.681712057450326,55.21543465894668,7880224.786235224,0.9997753502722241,0.01613787543775803
30.0,65.18283,40.142555,39.634895,18120796.0,1.2527124,"[72.01736449750493, 82.67829031634155, 87.19782562387161, 77.36318747719268, 66.32415843785225, 78.23987686247052, 78.93010944587847, 67.36600568343093, 46.600011601184704, 56.74489488144468, 70.29996957304576, 62.91227063266075, 26.8242884423449, 30.59736375563692, 42.07301570996124, 39.97658242569693, 5.710573865117817, 18.223433754120244, 19.31889234264647, 10.739958563477963, 88.87185916900401, 91.9594152296572, 103.49944353768457, 100.91944136229164, 51.52250275746347, 65.6638302527553, 62.00686772341802, 49.10266281118284, 51.78255778921736, 51.773607835815895, 65.03682237587036, 65.60949044389076, 86.66518442405014, 95.03124438585566, 102.61241297915038, 95.09496059086278]","[201.01289051335033, 115.05049030955243, 137.1076514081257, 169.24820876703026, 214.84477345536393, 142.82772017688285, 133.67713369974274, 211.9046187982326, 660.9411007020531, 423.3085353200028, 249.4666401932879, 289.49400273765, 2295.5934478015433, 1760.5728521579647, 767.0273199314023, 799.0374681426257, 3854.5870897246564, 2108.5917775223893, 4396.68422792016, 36839.21255716463, 97.67025273020673, 85.05901476232016, 53.21637595572122, 69.33481518815204, 282.900135691573, 160.29481190006905, 207.9599427013862, 345.2788097102467, 363.12198638916016, 407.8456134330935, 234.23618223608992, 222.77892508157868, 109.45125905478872, 104.14934158325194, 69.54987456158892, 94.37950064496295]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",36.29968433908111,31.42430992444672,15123222.15179067,0.9518177691045461,0.03369111271528994
30.0,298.7402,19.855286,32.811707,11086829.0,1.3095514,"[52.746611038747965, 63.988841797302314, 69.68527081168976, 59.24173699850729, 46.72814946956157, 58.43520158996535, 59.20672646008097, 47.33071897930172, 21.435736514675384, 33.47807758620711, 47.511952228386576, 39.05056062809871, 22.88121833342502, 18.269608793772353, 31.66644994499521, 33.82688536807429, 21.74573259219793, 12.751969480657213, 3.7016126668116685, 16.51955543853274, 81.73677722042272, 84.74859593276553, 97.28014193420208, 94.49987183849694, 32.596102246699566, 45.795744739664755, 41.56531181863669, 29.182473470521266, 45.725605782014384, 43.12639246628333, 56.77116853982397, 58.0991137156741, 70.77463192421384, 79.72567820744975, 88.71076827240037, 80.53942962759145]","[218.05316645924634, 160.7258261703863, 122.81537637477966, 156.68152599799922, 358.6164800132193, 216.30175520734088, 197.51602265892956, 342.60356716993374, 1185.655175185785, 603.7151057545731, 256.4817986837247, 346.03616667956834, 496.9595001965033, 762.6326491193073, 354.3110126402319, 286.5243306974085, 964.9353027343748, 4221.953601371951, 2410.401134956174, 954.811096191406, 44.468955295841866, 56.38831999243759, 36.66797789131723, 33.154851052819225, 832.3614539169682, 355.00526428222656, 418.9129340939405, 885.0870830256763, 166.4211110370915, 181.98543641625378, 112.30089606308353, 116.11458150351919, 113.56421214778247, 73.97406857188155, 58.80711136794671, 76.32281140583316]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",13.467457759949816,41.53163740222859,10723148.698543465,1.0980368823826856,0.051229623072520436
30.0,47.416138,-0.43198505,25.98852,7797032.0,1.3370111,"[33.42367041447654, 42.552503977263505, 48.91974209312836, 41.7114927520527, 29.110497718682318, 40.459463731234024, 38.751019858978694, 27.429468168871786, 19.50017232210745, 21.706115739004442, 43.08377508422226, 43.00455020398481, 39.57532595858076, 27.146157933580433, 37.77540718763859, 48.11876742681246, 36.73940090488041, 25.745887612073595, 21.167494909005622, 34.81828374613483, 78.24109226756687, 76.83608221657074, 90.18968043254121, 91.59055027466455, 28.01215447778104, 42.96697234231275, 33.978159617074034, 18.507742787321057, 60.417930422149766, 50.678698078087294, 63.49620081298262, 71.97885579708003, 55.48846966121723, 60.40236894239742, 70.82461460292052, 67.00166644979913]","[759.4054617532869, 410.89360306902626, 284.8915937470226, 407.62812916825453, 689.932148631026, 347.4941021058617, 467.2715256853801, 990.1291451803066, 1858.4866407440927, 2202.8933269221607, 388.63128569067976, 351.2918658372832, 188.90059866556305, 482.11646661525816, 317.0415133964724, 129.16373043525508, 138.29466191733755, 346.61869886444833, 495.14440210854127, 164.86295839635335, 69.88585286024139, 74.0375635100574, 53.39542830862649, 39.25991349103974, 361.9685987146889, 173.18902364591273, 295.8126300718726, 791.1352762361851, 93.6651636914509, 162.76294429127762, 111.4611160464403, 71.57470540302555, 207.29137048488707, 143.9200494347549, 108.9930418061047, 125.45300693046755]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-5.946536688328125,21.31298638532174,7019070.476376578,1.1632989570399488,0.04134461945978451
30.0,292.0016,-20.719255,19.16533,6050146.0,1.3682121,"[9.915430669849089, 20.640413451621324, 27.5109769748779, 20.02647655854211, 21.89653654881643, 27.20769910119861, 20.475442157629317, 11.4175288624805, 23.331013660173568, 10.423137266290995, 21.043301296974345, 28.6338513178078, 56.130082625712895, 41.67314694546283, 44.286018349486014, 57.749011194599156, 63.83470405861049, 51.006112786067476, 44.37860906170493, 58.321466309687345, 68.5733120795661, 66.27703501232068, 78.66562425475843, 80.44203027742459, 33.81055839802531, 40.46165472696815, 30.77332133025212, 24.725161364867827, 65.54803291423488, 52.90023915587322, 60.732108322932206, 71.52042008508866, 36.057692029271166, 40.96439442864509, 52.16889841565939, 48.100595725147684]","[1117.0997619628906, 632.0416055074552, 333.27432958091174, 477.7658974252096, 1451.9684954387385, 860.2844796529629, 1234.112995426829, 7367.212062928734, 518.4978857273009, 1376.0602997570502, 418.32728502227036, 300.4042927811785, 92.64080117388468, 149.47899376473774, 126.61080244110852, 66.83749105872177, 75.29684973926078, 128.22050001563093, 142.46727780597965, 73.57097253566835, 40.323167312435984, 47.145666145696865, 37.804591946485566, 34.41293937403981, 358.1778130880216, 287.66718143370093, 542.3627248624475, 640.7439534257097, 63.75372119066191, 74.1384843500649, 78.27724480047458, 53.57044499094893, 166.31201999943428, 172.69698584952005, 99.41802373746545, 118.29541369182306]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-20.822040432714918,22.424735208224977,6411255.272658545,0.9004123488898803,0.02265066861229973
30.0,128.7558,38.74347,12.342142,13361691.0,1.2962376,"[59.42262500414311, 70.90284351961003, 75.27545665976497, 64.27099642802726, 57.38416840993438, 68.52058714102888, 68.04557067981101, 56.46771709913696, 26.439996702997117, 38.803275573615736, 51.217108152255975, 41.64360077156576, 2.591017719682972, 15.044996307162931, 23.158614379027874, 16.261628378667897, 29.752652896061278, 31.394197388831603, 18.632331472882186, 14.155968057266657, 74.02438845041202, 79.25071216842892, 91.05967919241516, 86.35430662156242, 54.85760060871805, 68.74296065570661, 63.16374349485878, 49.7073708601616, 27.75226939664654, 31.069250976005144, 44.61384064469722, 41.91488302834136, 73.92348963539578, 83.72675501744189, 91.75043453263952, 82.66325573953114]","[163.68018127069237, 102.05396791783774, 99.59887295234493, 159.58578993634478, 167.57259136292993, 115.01133151170684, 100.60089390452313, 173.27251666929664, 845.7944916515814, 409.200947459151, 301.09917245260095, 454.86185027331834, 6175.498404153963, 1383.2490502334222, 1166.141696092559, 3749.551912633384, 454.5223422166777, 417.01274964867565, 768.0313761641339, 1276.898639958079, 115.51369690313571, 90.15105410320001, 66.48606788821336, 85.68497983420767, 148.10041101967414, 86.22963254044694, 108.55025779910204, 174.07951122376974, 1492.2541176400532, 856.3474329506479, 398.9881655065024, 570.8103645138624, 113.82399535760645, 79.20981616508669, 74.47844598351455, 101.69178102074599]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",40.248589430467945,3.5482901441595818,11136866.900518376,1.1757194203842039,0.027867739532166494
30.0,236.21002,18.456202,5.5189533,16785432.0,1.2727716,"[39.64003359941503, 51.32764596430721, 49.92140853259266, 38.292576780527426, 54.619543596595285, 64.30804697235403, 57.49984906837244, 46.81208885829143, 16.23940705976646, 25.090342515860943, 19.608119839629687, 9.832182245247717, 19.30880193439404, 7.219681631403088, 9.308590694298864, 21.318579498786757, 39.403330185197426, 36.77709223280676, 21.618086775537364, 26.54401088098916, 54.9023996063637, 56.10803956733359, 68.5251111742379, 67.7668977416399, 54.49426890682478, 69.57919619871838, 61.322435973798505, 45.94508910920679, 32.25870500691673, 22.215085439437924, 35.415292133808414, 42.956046337613714, 42.738342465926586, 52.663362386205954, 57.96730005836945, 49.49620719101074]","[563.3994311821169, 330.986185771663, 309.24224853515625, 543.7624861554401, 338.9141036242973, 235.20458035352752, 282.6462257199171, 422.01381776391, 4998.634152296112, 1658.7330887957314, 1418.4559147532393, 2947.29316525343, 4429.262486899771, 44188.70879382622, 3651.82904499333, 2025.686682724371, 948.0267036251904, 1021.0695964534107, 4265.98153463224, 2647.6425543064024, 213.37685933927207, 180.20948549596272, 127.43468400908677, 136.81211704161106, 309.34561752691496, 174.39934102500354, 215.49350459401197, 481.98202179699405, 838.166957948266, 1267.209494986185, 555.7988329631526, 441.7443624356897, 384.58137977414015, 246.0884466403868, 184.9339764292647, 270.37943863287205]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",19.5300664750631,11.5102275055547,20876965.310245253,0.8535879315902822,0.021730408740211912
30.0,308.9097,-1.8310698,-1.3042353,8890652.0,1.3235472,"[27.07676915730648, 37.97206718378881, 37.99245706693086, 26.36636888097315, 44.89192266137961, 51.282198367482096, 43.89550970862191, 35.675225235593075, 20.608954999549287, 21.692860864009155, 11.776553172817946, 3.2182719619741276, 39.90667035306489, 26.850305393185355, 22.009699993847427, 36.058987844305804, 60.9800192398919, 52.26967667300431, 38.749890259327444, 49.21262819956758, 49.28549668216875, 49.92346663465346, 63.17117193230329, 62.38660734335136, 50.503101702654796, 61.0175887760549, 51.46498443603199, 40.47940153895909, 41.03292550161487, 27.860932697755327, 35.263719035845135, 45.51331024477862, 33.70012961769589, 43.67654371335848, 51.59677352185484, 43.005706423004874]","[1349.8806837128427, 550.0237999892815, 497.7314181444121, 1080.1834478610897, 409.9217856802591, 301.031577877882, 423.1016577743902, 771.1852469095369, 1908.8972138195502, 2632.945549197313, 2767.480803699028, 2744.47985393245, 255.98239898681635, 560.9489068752381, 606.8185015422541, 272.44942362715557, 87.8317472411365, 176.7027552534894, 337.92558530481847, 135.07217314185164, 147.73109482555853, 150.34184804776817, 80.7878215138505, 99.8401641845703, 258.76815144608656, 155.41312752700432, 238.7218242738305, 406.95120648639954, 182.39191101818548, 345.6783062074242, 223.53679377858228, 168.59417426876902, 481.9599244652724, 298.15266772014337, 188.0776591417266, 270.78430827071026]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",-6.297425898494043,0.9798892640168205,9308201.144550614,0.9241542493501935,0.034258523254190494
