s_opt,s_corsika
1.1179043280174792,1.3756367
1.15725844780794,1.2880888
1.1202198180479908,1.355909
1.155984407557687,1.2527124
1.146374184734509,1.3095514
1.0377797035695968,1.3370111
1.289645601768872,1.3682121
1.186003579901879,1.2962376
1.1375418171543903,1.2727716
1.0847167073260964,1.3235472
1.0450125600871623,1.3528947
1.2027086674280967,1.3247564
1.1160376110828911,1.2714368
1.158826559663229,1.3229016
1.1403779600787642,1.2880261
1.789321325114199,1.3719904
1.1530058572181274,1.3152119
1.2112887688949157,1.3043779
1.1940028918769385,1.2157753
1.0996714264011933,1.3556411
1.327853318897584,1.336841
1.0576999532991405,1.3317143
1.1574155940160598,1.3575598
1.1820561836286858,1.3204685
1.0885560457178534,1.3494996
1.1425864449742222,1.3270098
0.8271951118194154,1.3579938
1.026805868641802,1.3873774
1.1002561572988632,1.2287778
1.1032799621969323,1.2825716
1.086621758320721,1.314289
1.1616075547767095,1.343066
1.1597673579281234,1.2946194
1.110698257235022,1.3573102
1.0135316168853077,1.3636351
1.2088062705533114,1.3365531
1.1944924604626976,1.319169
1.013544074380904,1.357947
1.0197158911181927,1.3546352
1.5860046924668623,1.2883207
1.1833900894389051,1.3577068
0.869363538499621,1.3156441
1.205661719784608,1.3020282
1.24136594247124,1.3537661
1.5345390348181995,1.3863724
1.083233453557756,1.2170659
1.0616199958528714,1.3578693
1.129238878266799,1.3062762
1.1265595667689396,1.2709024
0.9112249061306583,1.3457587
1.0818918996306532,1.26115
1.1319459338619997,1.3292085
1.136144309359777,1.3242683
1.120521965287787,1.2886121
0.9417299698855469,1.3403175
1.1594046223782764,1.2961605
0.847077591267789,1.3489852
1.1345238437455978,1.268222
1.1628158990045907,1.3439105
1.1969697770783247,1.3268843
1.147750475947545,1.3090172
1.041191751568176,1.3338845
1.220526770809972,1.3344465
1.3770911218800665,1.3604233
1.1319922833398885,1.3301233
1.1035244110873759,1.2792419
1.6880176544604435,1.3208164
1.1198562653104471,1.265581
0.7825251324547622,1.3466958
1.1144121757495435,1.3184711
1.1227647658016122,1.2777338
1.3995215649598214,1.3294638
1.1591248107598529,1.2438749
0.7941001869231779,1.3919032
1.184897369659071,1.3609236
1.6033000459876356,1.3496928
1.0298842250269227,1.373181
0.9734347602964111,1.305615
1.2136693975342134,1.347236
1.3386546599575528,1.3589236
1.255403039622997,1.2667185
1.1366604753476766,1.331902
1.1951298903535892,1.3049316
1.1714794868610012,1.3253794
1.4658407409848464,1.357847
0.8217016702623985,1.33975
1.1469021193771236,1.3137138
1.687628748904715,1.3560412
0.7429885508279378,1.3424989
1.0656502808479842,1.3661848
0.9142896575321352,1.3575712
1.1299428221061583,1.2750947
0.8732659679285701,1.3590194
0.9443812464698896,1.3548003
1.1280554857443539,1.3601451
1.1851084107271213,1.3467975
1.078833977891214,1.3419075
1.1620337038666517,1.2551662
1.2990105566673704,1.2802329
1.240117882624181,1.3094537
