delta_r,delta_s,delta_Ne
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.17408275999920186,-0.0208323398123042
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.053784113445063175,0.28015741268854566
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.26794000000000007,-0.3559232414391024
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.3037063,0.1227688267216814
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0055483430406397805,0.02101681505443156
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19058639999999993,0.2594840899992121
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.03741115659163219,0.8855184566543229
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18537629154606838,0.1825947033733607
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.049868437542602395,0.4011133382360753
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.033084917065291375,0.2293323811949546
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13757450000000015,1.13516291461242
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21359320000000004,0.0915040331801927
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22744969999999998,-0.05092828390982883
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.16081946768982225,-0.028348420569921217
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23522050000000005,-0.0033713873820918126
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10611839999999995,0.24853178358930278
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.058851519513087425,-0.003677578784770216
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1489495860633263,0.4880893142219857
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2328462,0.1633881060793383
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19949320000000004,-0.13597847045262437
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11133269999999995,0.4665741013709383
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22521940000000007,-0.13251512001318108
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.27144330000000005,0.16051108205811784
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.059799600000000064,0.38933535986336293
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06242180000000008,0.37864101688562857
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.05423690000000003,0.402770242044304
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.2432643000000001,-0.47090309617274423
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12487190000000004,0.24201672322259266
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.014776215051484964,0.3871731779180884
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1368701000000001,-0.04303261699851627
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17803637853722853,-0.4006691359286375
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.10487408531420694,-0.04661840669003676
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06127740000000004,0.40141694160018426
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15398820000000013,0.2905204554116798
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11999270000000006,0.15871092914970855
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.16882590000000008,0.7382738561083675
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1504823588181643,0.4334210661833231
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1836694000000001,0.09097536161298343
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12580590000000003,0.1233675982290933
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2634383,1.4558190957962371
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.09361569999999997,-0.13261113101176114
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06560199999999994,0.20337584963681313
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.09802970000000011,-0.4459326708911097
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.10763697014038187,0.3602633381374553
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12272967905178,0.1900933340513953
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2389597000000001,-0.053331045437718244
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0841664919890932,0.06965940993101324
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09171463691072068,-0.11020406718354163
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13861093688882797,0.2794437389252345
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.002158615494695537,-0.04967595628768159
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.005531200000000069,0.6970179674712419
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2301468302783909,0.050855632604048545
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07407319999999995,0.3436887060098847
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17884429999999996,0.052784526174360205
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10893409650235197,0.03741546121935176
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18036430000000014,0.1021786340368145
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.012222751529070486,0.3616512508789491
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.047717199999999904,-0.12505901001008696
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.021925699999999937,0.5310934863130368
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18007060000000008,0.48996073510093635
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1880374826890372,0.14058660000457276
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1365402,0.35833276673054404
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.019514225299561705,0.33458350981345386
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2297903206193641,0.13608594541039748
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07742959970367913,0.43929268804677796
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15474530000000009,0.4662638969865545
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.22589461441890113,-0.12960271710541751
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.006931299999999974,0.47279512113223543
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1787818000000001,0.31792067112082967
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0807112000000001,2.60275839102265
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21065470000000008,0.37433608645028854
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.01233935251714513,0.2296394638253781
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14420160000000015,0.362950179481568
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19769820000000005,0.32128812658167905
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.26708810000000005,0.016180202793507573
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12286828491391,0.6681275396937616
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.12757478165852,0.5951821225666439
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.106870090814571,0.2540056308576815
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09354033794520533,0.25222062213340973
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.007315657597123382,0.09226305926280615
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.018157458181909503,0.19670115731325102
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22981660000000015,0.06894529677576203
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1856945000000001,0.8037420917076116
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.060549900000000045,0.6038159107408281
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.039606603266334695,0.2720993639740982
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2752768000000001,0.11406670462201879
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04195856675334664,-0.2827762597890803
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07860336492652253,0.486353531106865
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.030143063416639526,0.2420183569640942
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0034155091395244863,0.40011905427620853
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1395267,-0.2618110640322658
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22415770000000013,0.06737198733776008
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.03926206899955331,0.49924813002483953
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07148259999999995,0.2524083899233618
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10490364147437514,0.06499133779168678
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11515153190382743,0.7209420841976507
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1543057000000001,0.11971963769300024
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1117843327553758,0.383262709588424
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2316047000000001,0.007865550148451347
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.082558825466577,-0.10160754861550822
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12812554242481777,0.3041230447405999
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1236084634158432,-0.05741882640735326
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13339180000000006,0.021729978270779247
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20130519999999996,-0.23560455922679932
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09813942591979452,0.30665935264175803
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.05191986378063973,-0.327528086451798
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23780548817519565,-0.34101711894934406
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19369711924342825,0.49356411610153184
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1990860000000001,0.5792709033200142
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15491853937744793,0.213433749641897
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22784490000000002,0.1852114519799559
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06416647413939613,0.13461673163455348
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20912829999999993,0.21800436599856624
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2435343000000001,0.02760269897864557
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12867359999999994,0.07866401364254422
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06177127350284195,0.15519110502390787
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06567169964392505,0.041643720223818896
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.15228258562513663,0.37525227338273565
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07336552721772582,-0.21907468413220507
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16278990000000015,0.36268919898038066
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2626077,0.5522419018695334
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.10198240000000003,-0.5485957469944657
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17240410000000006,0.30543162711341343
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.08765297887040013,0.20860433962147262
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14875680000000013,0.22535575329831933
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2251512,-0.16859799356624816
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14751360000000013,0.0785525671365699
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2724120000000001,0.5843391171392914
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.017147370671627193,-0.11310155848450157
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.005291734447354646,0.5123014930518641
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.08729469999999995,0.606181145191379
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05739176159308279,0.40736507948763623
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08095263076768178,0.5652303911398074
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.08957229999999994,-0.2225816285075739
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20608139999999997,0.3078416105527096
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07395982538823564,0.04164986625343929
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2583533,-0.21196801274167865
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.26686799032404984,0.23896634550230655
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2611466,-0.21587610075839664
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16791219999999996,0.061557662162964544
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2043760000000001,0.2829849735633304
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1602405,0.2764553560294548
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12740440000000008,0.24230802783648278
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20501520000000006,0.4435963165996762
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22793020000000008,0.01817062189849055
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0454981000000001,0.003650062870958769
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05968583629153179,0.5628956448839844
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1687379,0.23429181783587041
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14175187086480134,0.2206851335940169
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09018440000000005,-0.27917238644940356
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09760086913132549,0.4252813710462281
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20865599999999995,0.12478043373259118
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1550276072489365,-0.33064472929558736
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0229865197466399,0.15022502036374122
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2252136,-0.12483530662513384
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0037967621749448455,0.7856661299236143
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11135980000000001,0.3554321250198572
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05263029999999991,0.5509890247106519
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07059246507514372,0.23274402938747188
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09984269999999995,0.6488187543753261
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09800690142373703,-0.11535596642275867
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09142222951569945,2.6047005411370967
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06600163836655537,0.5311583818662949
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.014669700000000008,0.5448817587914293
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10439829999999994,0.7904191934578705
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17966039999999994,0.4023286493837787
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12559648301406345,0.1385275905965008
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08026510000000009,-0.00590335549512775
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2080423,-0.11227949353440665
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18111659999999996,0.6460046673191161
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20547749999999998,-0.15880510125271372
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10835148490415025,0.05613390285570757
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16034740000000003,-0.01804004231160677
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06083729999999998,0.5485257016553263
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08752040000000005,0.1370975481266109
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2869474000000001,0.6269248146593455
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12234420000000013,0.1215805572858216
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06075110000000006,0.18715418219365879
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07756885968548244,0.5062637338568596
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19201329999999994,-0.6348520804237111
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04400380000000004,0.1699988872574091
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2304796,0.112020364920601
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08537480000000008,0.1885409207884941
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.173659068311123,0.2757562741132746
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.017077299999999962,0.05061399029076465
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16647710000000004,-0.17818075195868674
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19119730000000001,0.25104209558736224
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.03189559999999991,2.506909149395176
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11826289999999995,0.5336559700862237
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2711460000000001,0.5212547680640388
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0004229887856950221,0.1149920343727246
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2318323,0.35704914868987164
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.007787724538493412,0.7594982899698385
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.25639650000000014,0.7425299957909668
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.28022202277396335,-0.5487321809397827
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06718080000000004,-0.20859681190139479
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10006040000000005,0.314908741684981
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.02893968958234261,0.436068799776863
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17659375794818866,0.5835970390573293
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07528709999999994,0.27853138219033957
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16107340000000003,-0.12211290496258248
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.04474249999999991,-0.2575668410931143
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16845050000000006,0.07920382754849627
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.04863200000000001,0.19702351914065158
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22975650000000014,-0.06116307720894975
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.00071389304227365,0.2898890925540259
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07255879999999992,0.273431528340434
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20297940000000003,0.21749085608869614
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13615460000000001,0.06333569093206164
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06005100000000008,-0.0480044219713606
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15243505890381281,1.7995263143661635
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.27224880000000007,-0.1762905814089676
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17673830000000001,-0.07416193558565624
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18113690000000005,0.3871873787030725
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.009302400000000155,0.25223413037415526
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23313549999999994,-0.00862908255295198
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.022198450892995103,0.4241135031719604
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.09021649999999992,0.43712894811377784
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.052461800000000114,0.2533371781600616
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21776818792367547,0.0969825623460646
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14754850000000008,0.15953372840206465
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18113,-0.023730563767139404
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.03154654290567427,-0.06354116351877497
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17427750000000009,0.35377647983814586
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13408462367429075,0.17112233548958264
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06658076039891725,0.13671888909586258
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20695031143789788,0.5838252059804794
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1732692,0.12398250585237412
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10391320000000004,0.16266225181391097
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1371042,0.11756230134650202
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.11756910000000009,-0.045770906037635235
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.028103983360143525,0.4104425304748916
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1559678,1.3908954029085785
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04626740000000007,0.09694203309218619
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2748611000000001,0.49271310181771816
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2595472000000001,-0.08029089640938197
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04096300000000008,0.30495108291525613
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19370810000000005,-0.3448745135591966
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16303899999999993,0.13219771354964532
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19890059999999998,0.3964838642858042
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05602429264261333,-0.5532197062874916
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11795100000000014,0.44167853689942793
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14251940000000007,0.12954834480772176
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16868189999999994,0.031951936647055645
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17971970000000015,0.9968402572719424
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1322616000000001,0.39969227300944926
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18594010000000005,0.2137479614835159
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0003762369879372063,-0.2757392615564116
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17946140485287665,0.23373034359615
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.28193559999999995,0.23332963314975957
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.13269890000000006,0.12937076937811978
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0003353999999999857,0.41591092194242174
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.014602283879566302,0.20857664527511116
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.024924900000000028,0.6464604973720546
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10249730835984128,0.2500782306291898
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20389317038437493,0.24063384367813745
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.3132513000000001,-0.2056483329201205
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.019676900000000108,1.783635098507548
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17603750000000007,-0.16048546696712968
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.02889520000000001,0.35285679720883256
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11035799999999996,-0.22773509692553986
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.26520540000000015,0.09521884275023018
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07982900000000015,0.0990479997277512
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2717670000000001,0.9838553574857843
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2961542574124323,-0.2758023473448922
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0035818131685585453,0.005703247490233561
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22595530000000008,-0.5503142713512509
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15007510000000002,0.2661567959526303
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14084699999999994,0.07780196112391351
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2814261,0.6044040075873648
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.051091599999999904,1.0207747406755139
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2692569,0.037568013969751596
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09031115088419117,0.439251956737574
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.057557953527834105,0.31966542243825496
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.060305300000000006,0.010419325387165444
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15212540000000008,0.053573883067807374
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17704659999999994,-0.08011452503327772
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12112590000000001,0.08977982755426339
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10976340000000007,0.3644040037846184
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11530770000000001,0.17335315615346628
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15698539999999994,0.45219015273646757
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.192284071997038,0.15010650247698923
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.009098564400505271,0.014114787563602231
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12036181759008735,0.23027436362372516
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1329728000000001,-0.1674601148586587
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05325619315782926,0.20453885404942074
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21806413413266568,-0.34285111290281683
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.004556669657443724,0.27211584980067255
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07210464835375263,0.00409066173042559
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1531365,0.991042817083917
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.025369320368839654,0.10147461565715095
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13377555190384038,0.17469655756389046
